receipt_id,publisher,title,source_family,url,retrieved_at,artifact_path,sha256,mime_type,exact_locator,supports_row_ids,archive_status,notes,review_status,package_scope,frontend_status,central_writeback
W2B2-SR011,United Service Organizations,USO Okinawa Furthers Support of Soldiers During Milestone Birthday,official_website,https://pacific.uso.org/stories/998,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_pacific_okinawa_outreach_torii.html,0607dc3dd2caf952a45842f9d5ed98f7c31c69ce9a6423cb0ac022cddbb2a21c,text/html,Published 2025-06-13; six physical locations and Torii/White Beach outreach paragraphs,W2B2-HS015;W2B2-HS016;W2B2-SC015,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR012,United Service Organizations,USO Schwab Welcomes UDP Volunteer and Family,official_website,https://okinawa.uso.org/stories/130,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_okinawa_schwab_volunteers.html,a99ac816e04b3503712a81385fcfdcf59f3caf2826ef7bfa2ac3418151f61ccb,text/html,Published 2022-09-30; opening paragraph,W2B2-SC004,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR013,United Service Organizations,"AEC latest USD 16,000 donation and Futenma center refresh",official_website,https://okinawa.uso.org/stories/336,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_okinawa_aec_2025_16000.html,494a9e036788b4b14097da48cb9158d1481395104a36492fd70f9d0613f6f870,text/html,Published 2025-11-25; donation ceremony dated 2025-11-17,W2B2-SP013;W2B2-SP014;W2B2-WF006;W2B2-WF007,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR014,United Service Organizations,AEC Continues Support of USO Okinawa,official_website,https://okinawa.uso.org/stories/129,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_okinawa_aec_18000.html,7a3aa13d0fcd0af6a9d88163b1703982474e4b3863fca13e950b1871478b8fc9,text/html,Published 2024-10-16; single article body,W2B2-SP011;W2B2-HS005;W2B2-HS006;W2B2-HS007;W2B2-HS008;W2B2-HS009;W2B2-HS010,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR015,United Service Organizations,AK Kogyo: Proud supporter of USO Okinawa,official_website,https://okinawa.uso.org/stories/171,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_okinawa_ak_kogyo_1000000jpy.html,2171575c6192ee44e7a10361cd41ac8babb00862b7f8aac96a871280816fb8e7,text/html,Published 2025-03-12; first body paragraph,W2B2-SP012;W2B2-WF006,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR016,United Service Organizations,Over a Decade of Support: Thank you Mediatti Broadband Communications,official_website,https://okinawa.uso.org/stories/468,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_okinawa_mbc_12_years.html,6058687d31213b17f950423d32da73ec9e98b39153121015ff9ccdc8056a0573,text/html,Published 2026-02-24; paragraph on 12 consecutive years and cash/in-kind support,W2B2-SP016;W2B2-SP017;W2B2-WF007,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR017,United Service Organizations,Mediatti Broadband Communications makes USD 40K USO donation,official_website,https://okinawa.uso.org/stories/56,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_okinawa_mbc_2018_40000.html,59919813e857440cf45fc2ce59a4a9e7363d979309f0f4130188f7a49cb9a241,text/html,Published 2018-02-09; page title and body,W2B2-SP007,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR018,United Service Organizations,American Engineering Corporation makes USD 18K donation,official_website,https://okinawa.uso.org/stories/57,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_okinawa_aec_2018_18000.html,d439cd026322beb7e25a330025a2e9b44dcaf1bb80772250f322cffb217c1afd,text/html,Published 2018-03-01; first body paragraph,W2B2-SP008,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR019,United Service Organizations,CHUBB Insurance Japan makes one million yen donation,official_website,https://okinawa.uso.org/stories/58,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/uso_okinawa_chubb_1000000jpy.html,4ab67d9127494b6da98d224b6ec5cc8f37589d8c8d47d75c9457d79f5e6efe9c,text/html,Published 2018-03-15; page title and body,W2B2-SP009,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR020,American Red Cross,Overseas Military Community Support,official_website,https://www.redcross.org/get-help/military-families/overseas-military-community-support.html,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/redcross_overseas_military_support.html,a50ec7a1ca554d2d6e453093cc4185daea77fbcae456accc6f73fd20dc911817,text/html,Service sections and Typhoon Khanun Okinawa mission example,W2B2-FB001;W2B2-FB002;W2B2-FB003;W2B2-FB004;W2B2-FB006;W2B2-FB007;W2B2-FB009,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR021,American Red Cross,Volunteer with Red Cross Service to the Armed Forces,official_website,https://www.redcross.org/volunteer/become-a-volunteer/service-to-the-armed-forces.html,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/redcross_armed_forces_volunteer.html,dde93eb0f6121c465e99c0cab1634f1d8ed51a9837a10d6c4e57ac65c34b7702,text/html,Opening program description and volunteer role list,W2B2-FB003;W2B2-FB006,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR022,Navy-Marine Corps Relief Society,"Okinawa, Japan office",official_website,https://www.nmcrs.org/locations/okinawa-japan,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/nmcrs_okinawa_location.html,594fa51d0905c595c3e8b7622fb190949141b08713f37f7a6508c46901e3460e,text/html,"Contact, available services, nearby Camp Hansen and after-hours liaison callout",W2B2-FB003;W2B2-FB004;W2B2-FB005;W2B2-FB007;W2B2-FB008;W2B2-FB010,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR023,Navy-Marine Corps Relief Society,Get help,official_website,https://www.nmcrs.org/get-help,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/nmcrs_get_help.html,f080306198df2f4bfab7303f20bc621e173107dfb49b8f42d11ff4206b712df2,text/html,After-hours FAQ and financial-assistance/education sections,W2B2-FB003;W2B2-FB004;W2B2-FB005;W2B2-FB007;W2B2-FB008,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR024,Navy-Marine Corps Relief Society,Annual reports and financials,official_website,https://www.nmcrs.org/about-us/annual-reports-financials,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/nmcrs_annual_reports_financials.html,790c064357e0486e6bc5b9d4ec1abf4293c81ee33c434852662c2203f8bf4d2f,text/html,Corporate documents paragraph: private donations and no Department of Defense funds,W2B2-FB004;W2B2-FB005,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR025,USAspending.gov,Award Federal Account Funding API response,official_federal_award_api,https://api.usaspending.gov/api/v2/awards/funding/,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/usaspending_funding_response.json,60253216d7a4839e04b7b5240c9bccd2e7f90ed7197b31e133cbd8a6ce5b8956,application/json,POST request frozen beside response; $.results,W2B2-FA011;W2B2-FA012;W2B2-FA013;W2B2-FA014;W2B2-FA015;W2B2-WF002,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR026,USAspending.gov,Award Federal Account Funding Rollup API response,official_federal_award_api,https://api.usaspending.gov/api/v2/awards/funding_rollup/,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/usaspending_funding_rollup_response.json,f841f5e80605c8a61f6351e7c57d4623c143bccb17c8f1c8861b64880c7fc3a6,application/json,POST request frozen beside response; JSON root,W2B2-FA009;W2B2-WF002,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR027,USAspending.gov,Award Federal Accounts API response,official_federal_award_api,https://api.usaspending.gov/api/v2/awards/accounts/,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/usaspending_accounts_response.json,0ca8f61243380a3ad7d30b18163b7b00d185af48b8f606c67e2c46ad416adfbd,application/json,POST request frozen beside response; $.results[0],W2B2-FA010;W2B2-WF002,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR028,USAspending API,Award Funding endpoint contract,official_api_documentation,https://github.com/fedspendingtransparency/usaspending-api/blob/master/usaspending_api/api_contracts/contracts/v2/awards/funding.md,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/usaspending_api_contract_funding.md,30c06ffdd1327d2a99e1bb5cb52cd88c2bd7d02f951696d4f81d83c000717c01,text/markdown,AwardFundingResponse field definitions,W2B2-FA011;W2B2-FA012;W2B2-FA013;W2B2-FA014;W2B2-FA015,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR029,USAspending API,Award Funding Rollup endpoint contract,official_api_documentation,https://github.com/fedspendingtransparency/usaspending-api/blob/master/usaspending_api/api_contracts/contracts/v2/awards/funding_rollup.md,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/usaspending_api_contract_funding_rollup.md,358946f28a8b1c4fa01a46d7f62f27a2367aba1bbebe42b911dff5a046480a14,text/markdown,Response field definition,W2B2-FA009,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR030,USAspending API,Award Federal Accounts endpoint contract,official_api_documentation,https://github.com/fedspendingtransparency/usaspending-api/blob/master/usaspending_api/api_contracts/contracts/v2/awards/accounts.md,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_b_v1/artifacts/usaspending_api_contract_accounts.md,f3a7e00f1e8eff1f951b85baa62d6954652de6a5c84a3654574568b124f2db4a,text/markdown,AccountListing field definitions,W2B2-FA010,local_frozen_research_only,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR031,U.S. Naval Hospital Okinawa,Volunteer/Red Cross,official_military_health_page,https://okinawa.tricare.mil/About-Us/Employment-Opportunities/Volunteer-Red-Cross,2026-08-22T09:00:00Z,,,text/html,Page text found through official index; direct archive returned HTTP 403 on 2026-08-22,W2B2-FB006;W2B2-FB010,blocked_403_logged,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR032,Stars and Stripes Okinawa,"OESC donates USD 3,250 to USO Okinawa",military_community_news,https://okinawa.stripes.com/community-news/okinawa-enlisted-spouses-club-uso-okinawa.html,2026-08-22T09:00:00Z,source_docs/source_archive/S053/raw.html,2b345f5dd4620827bc73e36c49cfddd3f4fec63b2fe1ebbaa06f4972a05aabc1,text/html,Article title and dated donation paragraph,W2B2-SP015;W2B2-WF006,reused_central_archive_secondary,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR033,United Service Organizations,AWWA grant to USO Kinser kitchen refresh,official_website,https://okinawa.uso.org/stories/81,2026-08-22T09:00:00Z,source_docs/source_archive/S077/raw.html,171d5a2e200d1fecdbe0d0f61553639b2db2e4dd551aeb1b188ce94bd3a74565,text/html,August 2020 grant story; amount not stated,W2B2-SP010,reused_central_archive_official,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
W2B2-SR034,United Service Organizations,2024 audited consolidated financial statements,official_audited_financial_statement,https://www.uso.org/document/513,2026-08-22T09:00:00Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_2024_financial_statement.pdf,7506d5d27ca7bf6cc513ccf0b2250062c966743c59f08eda33bffce767024021,application/pdf,p.8 functional expenses; total program services,W2B2-WF009,reused_w2_00_frozen,Research receipt only; it does not create a central source ID or approve a central relation.,ai_seeded,research_only,not_frontend_ready,no
