task_id,review_item_id,source_id,decision,revised_title,revised_source_type,revised_year_or_period,revised_locator,revised_support_scope,revised_evidence_level,archive_resolution,source_report,review_note
HR-022,HR022-034,S185,accept_with_revision,米軍基地関係特別委員会記録＜第1号＞（平成30年第4回沖縄県議会定例会閉会中）,official_legislative_record,2018,PDF pp.1–3会议日期、审查议案、参考人姓名及当次身份；后续页按发言者定位,2018-10-02听证、乙第1号议案、三名请求代表者身份和会内职务；发言归属于发言者。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,共同出席不推出联盟。
HR-022,HR022-035,S186,accept_with_revision,令和６年度第３回沖縄県多文化共生社会の構築に関する万国津梁会議 議事概要,official_meeting_minutes,meeting 2024-11-27; file created 2025-03-14,PDF p.1日期/会场/委员/事务局；pp.2–11议事概要,本次会议、委员、ONC四名人员事务局列席及议事内容；列席不单独证明合同或长期伙伴关系。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,事务局功能限于本次会议。
HR-022,HR022-036,S187,accept_with_revision,辺野古新基地建設問題の経緯,prefectural_official,updated 2025-09-08; chronology covers 1995–2025,页面更新日；按年份标题定位；2019年段落用于县民投票和通知,县政府时间线逐项明示的日期、行政行动、投票数字和县方说明；争议评价归属于县方。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,2026改为2025-09-08更新。
HR-022,HR022-037,S188,accept_with_revision,沖縄県公報 号外第43号（平成30年10月31日）—沖縄県条例第62号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例」,official_gazette,2018,PDF pp.1–4公报表头、条例第62号正文、附则及公报内通知,条例正式名称、编号、公布日、条文和施行事实；不支持后续结果或组织角色。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,改official_gazette。
HR-022,HR022-038,S189,accept_with_revision,沖縄県公報 号外第17号（平成30年5月23日）—条例制定請求代表者証明書の交付（沖縄県告示第246号）,official_gazette,2018,PDF pp.1–2，沖縄県告示第246号及33名请求代表者名单,2018-05-23获发证明书的法定请求代表者身份；不是组织成员或联盟名单。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,公开输出原则上不复制个人详细地址。
HR-022,HR022-039,S190,accept_with_revision,沖縄県公報 号外第2号（平成31年1月31日）—沖縄県条例第1号「辺野古米軍基地建設のための埋立ての賛否を問う県民投票条例の一部を改正する条例」,official_gazette,2019,PDF pp.1–2，条例第1号修改条文及附则,三选项修法正式文本、公布日和施行事实；不支持促成组织或政治效果。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,页脚旧文字不作来源日期。
HR-022,HR022-040,S191,accept_with_revision,議会提案説明（平成30年第6回沖縄県議会臨時会）,official_legislative_record,proposal explanation 2018-09-20; page updated 2024-01-11,"冒头日期；甲第1号议案说明；请求受理日、约93,000签名、551,394,000日元预算和三项议案段","知事提案说明、请求受理日、约数签名、提案预算额和议案范围；约93,000不得替代92,848。",E4,archived_verified,docs/human_review_return_HR022_metadata_batch32_v1.md,预算额不是实际支出或组织收款。
HR-022,HR022-041,S192,accept_with_revision,沖縄の米軍基地（平成15年3月）第13章「基地問題の沿革」,prefectural_official,2003,PDF pp.44–47/报告印刷pp.671–674，平成9年6月6日至12月名护市民投票程序,年表逐项明示的组织名称、代表、证明、署名、有效数、直接请求、议会修正、条例和投票日。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,1997移到locator；A068映射由HR-017决定。
HR-022,HR022-042,S193,accept_with_revision,令和6年度沖縄県国民保護共同図上訓練の実施結果,prefectural_official,training 2025-01-30; page updated 2025-02-13,目的；日期/场所；73机构356人；训练设定；重点课题；五市町村附件,训练设定、参与机构、先岛五市町村范围、重点课题和附件；仅为区域训练证据。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,不计作与那国独有证据，不证明现实能力。
HR-022,HR022-043,S010,accept_with_revision,与那国町住民投票 自衛隊配備 結果は「賛成」多数,local_news,2015,发布日期；结果段；第35行委员会/上地国生；町长发言；无拘束力说明,本次投票、187票差、报道对象人数、A014事件期名称和委员长身份；不支持成立/法人/持续性。,E2,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,证据级别统一E2；事件期身份已确认。
HR-022,HR022-044,S194,accept_with_revision,石垣自衛隊基地建設／住民投票訴訟が敗訴／弁護団「国防の裁判で司法権独立せず」,local_news,2024,发布日期；诉讼对象、三名原告、2024-03高院、2024-09-26最高裁决定及记者会段,一般诉讼链、三名个人原告、最高裁阶段结束和败诉确定；精确程序保持中性。,E2,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,个人原告不等于A011组织原告。
HR-022,HR022-045,S195,accept_with_revision,平成27年度施政方針,local_official,2015,PDF pp.1–2，はじめに中的2015-02-22投票、58.7%、决着及约四成反对段,町长在施政方针中对投票结果的官方解释和后续政策方向；决着必须归属于町长。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,投票不授权后来全部扩编项目。
HR-022,HR022-046,S196,accept_with_revision,国民保護計画,local_official,plan created 2017-05; page published 2018-04-11,公开日；计划制定年月；目的；组织/协作/平时准备/避难救援；两个附件链接,计划法定身份、目的、主要事项和附件；具体路线/设施/人数须另引附件。,E4,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,计划不等于当前能力或民间立场。
HR-022,HR022-047,S019,accept_with_revision,有効署名１万４千筆超　２０日に条例制定請求　住民投票、来月の議会で審議　石垣陸自配備,local_news,2018,"2018-12-14；正文第1–4段；14,263、15,132、纵览/最终确定、直接请求计划和金城发言","报道的选管公告、署名活动、事件期组织名称和会长身份；14,263当时仍待最终确定。",E2,archived_verified,docs/human_review_return_HR022_metadata_batch33_v1.md,降E2；署名人数不是成员数。
HR-022,HR022-048,S197,accept_with_revision,平成30年第7回沖縄県議会（定例会）会議録 第2号（2018年10月19日）,official_legislative_record,2018,"会议表头；仲宗根悟问题中的23,171/92,848；知事公室长关于直接请求和全市町村实施的答复",会议场次、发言者及县方对直接请求性质和实施原则的答复；数字归属按发言位置保留。,E4,retry_with_revised_url_keep_failed_ssl_if_needed,docs/human_review_return_HR022_metadata_batch33_v1.md,URL改2018-10-19第2号会议；SSL失败不等于内容无效。
HR-022,HR022-049,S198,accept_with_revision,令和元年第4回沖縄県議会（定例会）会議録 第7号（2019年7月2日）,official_legislative_record,2019,会议表头；次呂久成崇环境行政(2)问题及环境部长答复；冠鹫营巢/工程恢复问答；比嘉瑞己环境问答,议会中公开出现的环境—部署连接、县方请求、资料未提供、营巢确认、水质监测和县方环境立场。,E4,retry_failed_ssl,docs/human_review_return_HR022_metadata_batch33_v1.md,议员转述与行政答复分层；不得归给A010。
HR-030,HR030-S253-NW2FS006,S253,accept_with_revision,第1回「ゆんたく」から始まった、沖縄・若者の抵抗（元山 仁士郎）,community_site,2015,2015-04-29；「知られていない基地」小节的2014-08-12 cross-talk、知事选前讨论及边野古/高江bus tour第一人称记述,2014 youth observation/dialogue intervention；retrospective first-person participant account。,E3,archived_verified,docs/human_review_return_HR030_metadata_batch26_v1.md,自报人数、首次到访比例和媒体扩散不作独立效果事实。
HR-030,HR030-S254-NW2FS007,S254,accept_with_revision,談話：沖縄県知事選で圧勝の民意に応え、ただちに新基地建設中止を,organization_statement,2014,2014-11-21网页；正文落款2014-11-19；第二段明确归因沖縄県本部の会員行动,中央本部公开选后解释及其对县本部会员行动的具名自报；不证明规模或选票作用。,E4,archived_verified,docs/human_review_return_HR030_metadata_batch26_v1.md,publisher为新日本妇人会中央本部，不把来源改成A115文件。
HR-030,HR030-S258-NW2FS011,S258,accept_with_revision,沖縄県知事選 出遅れ危機感「結束優先」 玉城氏、出馬要請受諾,local_news,2018,2018-08-24发布；首段及8月23日调整会议段，区分正式请求与8月26日预计受诺,2018 candidate-selection request by a temporary mixed coalition；临时事件节点不是NGO或稳定联盟。,E3,retry_transient_failure,docs/human_review_return_HR030_metadata_batch26_v1.md,旧Timeout不否定页面内容。
HR-030,HR030-S259-NW2FS012,S259,accept_with_revision,主体的な主権者教育を育むための一考察―#みんなごと実践記録,academic_article,2019,PDF pp.5–6/印刷pp.49–50活动表；PDF p.8/印刷p.52八名学生非正式小组,2018 civic-learning、公共讨论、政策比较和提言公开窗口；不制造未列名actor或选举效果。,E4,archived_pdf_verified,docs/human_review_return_HR030_metadata_batch26_v1.md,修正PDF/印刷页码与活动日期。
HR-030,HR030-S261-NW2FS014,S261,accept_with_revision,【特設ページ】令和4年沖縄県知事選挙及び沖縄県議会議員補欠選挙,official_data,2022,选举日程第1节及选举数据第5节,2022选举窗口日期和制度背景；不支持市民actor角色或因果效果。,E4,retry_transient_failure,docs/human_review_return_HR030_metadata_batch26_v1.md,页面更新2024-02-22另记，不能替代选举年。
HR-030,HR030-S263-NW2FS016,S263,accept_with_revision,全国の連帯で平和な沖縄 沖縄県知事選集会ひらく,organization_action_record,2022,2022-08-16报道；首段与后续发言段确认2022-07-29集会、436个接入点及连任号召,2022 mainland/medical-network endorsement meeting；436是接入点，不是人数、组织数或效果。,E4,retry_transient_failure,docs/human_review_return_HR030_metadata_batch26_v1.md,标题按页面原题。
HR-030,HR030-S265-NW2FS018,S265,accept_with_revision,「知事選を前にいい発信ができた」と玉城デニー氏の与党 野党は一蹴「県民大会ではなく決起集会」,local_news,2022,archived HTML title/description/datePublished；付费正文未核验,classification dispute for 2022 All Okinawa issue event；两方评价是竞争性政治解释。,E3,archived_paywall_limited,docs/human_review_return_HR030_metadata_batch26_v1.md,支持范围仅到可见标题/摘要。
HR-030,HR030-S158-NW2FS022,S158,accept,宮古島地下水研究会 団体概要,organization_profile,2026,設立趣旨；2018-03-31共同代表；規約；事務局,HR-011 C015对照组织的独立名称、2018具日期代表、规则和事务局；不解决C015。,E4,reuse_existing_preserve_human_checked,docs/human_review_return_HR030_metadata_batch26_v1.md,accept；既有human_checked元数据全部保留。
HR-030,HR030-S204-NW2FS023,S204,accept_with_revision,宮古島地下水研究会 公式サイト,organization_site,2026,首页活动报告/研究报告/媒体报道/通知索引及可见2024–2025日期条目,网站连续可见性和进一步检索入口；具体主张须相应页面及claim review。,E4,reuse_existing_preserve_human_checked,docs/human_review_return_HR030_metadata_batch26_v1.md,2026为访问/快照年；保持human_checked。
HR-030,HR030-S269-NW2FS024,S269,accept_with_revision,地下水の危機とは？,organization_site,2026,「2017年以降、消費量が一気に増加」及「自衛隊施設の排水」两节；2026访问快照,研究会公开把自卫队设施用水、生活排水及设施排水表述为地下水风险类别；不证明污染或健康因果。,E3,archived_snapshot_verified,docs/human_review_return_HR030_metadata_batch26_v1.md,页面无发布日期，2026仅为快照年。
HR-030,HR030-S271-NW2FS026,S271,accept_with_revision,宮古島地下水研究会の見解に対する回答書,local_official,2023,PDF p.1完整标题、宫古岛市署名、2023年2月末日及提案1–5回应结构；pp.2–20附件,该文件呈现研究会提案—市长回答—研究会意见—市政府再回答的行政往返；不推断正式合作或污染事实。,E4,archived_scanned_pdf_verified,docs/human_review_return_HR030_metadata_batch26_v1.md,repeated仅指本文件内往返程序。
HR-030,HR030-S273-NW2FS028,S273,accept_with_revision,宜野湾市議会 福祉教育常任委員会審査記録（請願第1号）,official_legislative_record,2023,PDF p.1（2023-08-31报告）；pp.5–7（2022-12-09听证），尤其p.7共同代表与活动史证言,组织身份、当时共同代表、PFAS活动自述和健康调查请求；2016不是精确成立日。,E4,archived_pdf_verified,docs/human_review_return_HR030_metadata_batch27_v1.md,2023为报告年，听证日另记。
HR-030,HR030-S275-NW2FS030,S275,accept_with_revision,学校敷地から化学物質PFOS 沖縄米軍基地に隣接 米基準の29倍,news,2022,2022-09-25付费墙前可见第2–3段：募捐、委托专业机构、8月15日三点采样、9月5日公布,resident-funded commissioned sampling直接角色；来源归责和健康因果不得升级。,E3,archived_paywall_visible_lead,docs/human_review_return_HR030_metadata_batch27_v1.md,补全标题，支持限于可见段落。
HR-030,HR030-S278-NW2FS033,S278,accept_with_revision,泡が消えた後に残った白い粉からPFAS検出 宜野湾市のマンホール,news,2026,第3–6段采样/委托/专家检测/不可换算限制；第8段照屋正史事务局长,2026组织连续可见性、照屋职位和一次有界采样角色；不换算污染规模或健康影响。,E3,archived_dynamic_url_verified,docs/human_review_return_HR030_metadata_batch27_v1.md,补完整标题并保留专家限制语。
HR-030,HR030-S279-NW2FS034,S279,accept_with_revision,沖縄の米軍基地PFAS汚染／周辺住民の健康放置 地位協定などを議論／全国交流集会,party_news,2026,2026-02-16正文第2段，分别列名两个团体,同场活动中两个PFAS团体被分别列名；不证明稳定联盟或污染因果。,E3,archive_status_stale_now_archived,docs/human_review_return_HR030_metadata_batch27_v1.md,队列失败状态已过时，当前manifest为archived。
HR-030,HR030-S280-NW2FS035,S280,accept_with_revision,新婦人の紹介,organization_website,2026,会の名称/目的/創立/中央本部/全国各栏及全国组织结构图,国家协会身份和都道府县本部结构；不转移中央本部每次行动，也不推断党派隶属。,E4,archived_snapshot_verified,docs/human_review_return_HR030_metadata_batch27_v1.md,2026仅为无发布日期页面的访问快照年。
HR-030,HR030-S282-NW2FS037,S282,accept_with_revision,沖縄県行政記録 平成20年,prefectural_official,2008,2008-02-14条目，印刷p.4/PDF p.5,A115在该日期提出请求；行政日志不提供请求全文、回应或结果。,E4,archived_pdf_verified,docs/human_review_return_HR030_metadata_batch27_v1.md,不转移中央组织行动或推断党派隶属。
HR-030,HR030-S285-NW2FS040,S285,accept_with_revision,争議行為の届出と予告,prefectural_official,2026,页面更新2026-03-25；沖縄県公表中2020–2025年度、开始日2020-11-30至2026-04-06的全港湾冲绳地方本部条目,组织身份和连续运作；不裁定罢工合法性、效果或政治立场。,E4,archived_rolling_page_snapshot,docs/human_review_return_HR030_metadata_batch27_v1.md,2026为滚动页面快照年。
HR-030,HR030-S288-NW2FS043,S288,accept_with_revision,第213回国会 参議院 政府開発援助等及び沖縄・北方問題に関する特別委員会 第5号 令和6年5月24日,official_legislative_record,2024,statements 133–134，尤其134中的大臣确认,事件发生、组织归属和官方转述的罢工理由；不裁定合法性或效果。,E4,archived_dynamic_url_verified,docs/human_review_return_HR030_metadata_batch27_v1.md,使用完整会议信息，不采纳议员合法性断言。
HR-030,HR030-S290-NW2FS045,S290,accept_with_revision,やいまタイム「今日の日の八重山の過去の主なできごと」（12月23日）,community_site,n.d. / accessed 2026; historical entry dated 2015-12-23,2015-12-23历史条目,成立日期与议题目的的E2 lead；冻结前仍需原始地方报纸或独立来源。,E2,retry_currently_accessible,docs/human_review_return_HR030_metadata_batch27_v1.md,2302是异常路径不是年份；重试补尾斜杠URL。
HR-030,HR030-S291-NW2FS046,S291,accept_with_revision,陸自配備反対を決議 石垣、住民180人が緊急集会,local_news,2016,2026页面中的2016-01-24原始报道第1–3段，尤其主办者致辞段,"Exact identity, representative, and organizer-side public role in a multi-organizer anti-deployment rally.",E3,retry_transient_failure,docs/human_review_return_HR030_metadata_batch27_v1.md,不把住民会等还原成固定联盟，也不据一场活动证明持续性。
