source_id,source_type,title,year,url,what_it_supports,evidence_level,bias_note,review_status,notes
S258,local_news,沖縄県知事選 出遅れ危機感『結束優先』 玉城氏、出馬要請受諾,2018,https://ryukyushimpo.jp/news/entry-789039.html,2018 candidate-selection request by a temporary mixed coalition,E3,"The temporary council is an event node, not an NGO or stable alliance.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS011; proposal refs=NW2-B_R09:R9EC_S011. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred;temporary_coalition_not_stable_alliance."
S259,academic_article,主体的な主権者教育を育むための一考察―#みんなごと実践記録,2019,https://www.jstage.jst.go.jp/article/isvsjapan/19/0/19_45/_pdf/-char/en,"2018 nonpartisan civic-learning, public-meeting, policy-proposal and observation windows",E4,First-party academic record; candidates are kept as generic event nodes as the paper masks names.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS012; proposal refs=NW2-B_R09:R9EC_S012. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 web/archive flags=verify_pdf_content_type_for_extensionless_jstage_endpoint. Sensitive boundary tags=election_causality_not_inferred;person_or_masked_actor_not_transferred."
S260,organization_statement,声明：沖縄県知事選挙で歴史的勝利！新基地建設はただちに中止を,2018,https://www.shinfujin.gr.jp/wp-content/uploads/2018/11/20181003_seimei_okinawatidisen.pdf,2018 post-result public interpretation and bounded self-report,E4,Does not independently prove participation scale or effect on votes.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS013; proposal refs=NW2-B_R09:R9EC_S013. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred;self_report_reach_or_effect_not_inferred."
S261,official_data,令和4年沖縄県知事選挙 特設ページ,2022,https://www.pref.okinawa.jp/kensei/senkyo/1005009/1023802/1025046/index.html,2022 election-window date and institutional context only,E4,Does not support any civic-actor role or causal effect.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS014; proposal refs=NW2-B_R09:R9EC_S014. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred."
S262,local_news,沖縄県知事選、女性団体有志が玉城氏に出馬要請,2022,https://ryukyushimpo.jp/news/entry-1499534.html,2022 women-led candidate-entry request,E3,Ad hoc body; membership and continuity are not inferred.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS015; proposal refs=NW2-B_R09:R9EC_S015. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred;ad_hoc_body_or_roster_not_generalized."
S263,organization_action_record,全国の連帯で平和な沖縄―沖縄県知事選集会ひらく,2022,https://www.min-iren.gr.jp/news-press/shinbun/20220816_46093.html,2022 mainland/medical-network endorsement meeting,E4,Self-reported attendance/access; does not prove voter reach or effect.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS016; proposal refs=NW2-B_R09:R9EC_S016. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred;self_report_reach_or_effect_not_inferred."
S264,organization_event_record,7月30日オンライン配信『復帰50年！新たな基地負担を許さない県民大会』,2022,https://all-okinawa.jp/2005,2022 election-adjacent issue campaign,E4,Organizer framing is issue campaign; classification remains HR-026 because election framing was disputed.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS017; proposal refs=NW2-B_R09:R9EC_S017. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred;issue_event_not_automatic_endorsement."
S265,local_news,『知事選を前にいい発信』与野党の受け止め,2022,https://www.okinawatimes.co.jp/articles/-/1000372,Classification dispute for 2022 All Okinawa issue event,E3,"Quoted partisan interpretations are observations, not adjudicated event purpose.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS018; proposal refs=NW2-B_R09:R9EC_S018. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 web/archive flags=verify_accessible_text_and_paywall_boundary. Sensitive boundary tags=election_causality_not_inferred;issue_event_not_automatic_endorsement."
S266,organization_statement,沖縄県知事選挙―二度と戦場にしない平和で誇りある豊かな沖縄を,2022,https://www.shinfujin.gr.jp/up/newspaper/12908,2022 organization endorsement/campaign call,E4,Endorsement is observable; audience reach and electoral effect are not.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS019; proposal refs=NW2-B_R09:R9EC_S019. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred;self_report_reach_or_effect_not_inferred."
S267,local_news,候補者アンケートを基に沖縄知事選の争点考える,2022,https://ryukyushimpo.jp/news/entry-1579341.html,2022 multi-issue candidate observation and public deliberation,E3,Named individuals do not transfer roles to their organizations; original response sheet was not located.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS020; proposal refs=NW2-B_R09:R9EC_S020. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred;person_or_masked_actor_not_transferred."
S268,party_news,優しい県政 デニーさんと／沖縄知事選必勝へ女性集会,2022,https://www.jcp.or.jp/akahata/aik22/2022-08-14/2022081403_01_0.html,2022 women public endorsement meeting,E2,Organizer identity is not named on the available page; no stable coalition inferred.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS021; proposal refs=NW2-B_R09:R9EC_S021. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=election_causality_not_inferred;ad_hoc_body_or_roster_not_generalized."
S269,organization_site,地下水の危機とは？,2026,https://miyakojima-tikasui.com/crisis.html,The group's explicit framing of SDF-facility water use/wastewater as a groundwater-risk category,E3,"Supports the group's public position, not a finding that contamination or a health effect occurred.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS024; proposal refs=NW2-C_registry_gate:RV2SP003. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 metadata flags=publication_date_unavailable_access_date_only. HR-030 web/archive flags=snapshot_current_page_and_record_access_date. Sensitive boundary tags=stated_environmental_risk_not_proven_contamination;administrative_contact_not_agreement."
S270,organization_program_document,水道水源保全区域を宮古島市全域に拡大する理由,2021,https://miyakojima-tikasui.com/report_activity/2021-10-08-04.pdf,A dated ordinance/monitoring proposal explicitly covering SDF-facility wastewater risks,E3,Policy advocacy evidence; it does not independently verify the asserted environmental risk level.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS025; proposal refs=NW2-C_registry_gate:RV2SP004. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=stated_environmental_risk_not_proven_contamination;administrative_contact_not_agreement."
S271,local_official,宮古島地下水研究会の見解に対する回答書,2023,https://www.city.miyakojima.lg.jp/kurashi/seikatsu/kankyohozen/files/tikasui.pdf,Independent municipal recognition of the group as a repeated administrative interlocutor,E4,"Supports identity and recipient-side procedure, not agreement with the group's scientific interpretation.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS026; proposal refs=NW2-C_registry_gate:RV2SP005. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 metadata flags=pdf_locator_needs_page_pinpoint. Sensitive boundary tags=stated_environmental_risk_not_proven_contamination;administrative_contact_not_agreement."
S272,local_news,宮古島の地下水施策 市長選立候補予定者の回答公表,2020,https://ryukyushimpo.jp/news/entry-1254033.html,"Independent 2020 identity, leadership and local-policy intervention",E3,"An election questionnaire is a dated public intervention, not proof of later policy effect.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS027; proposal refs=NW2-C_registry_gate:RV2SP006. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=stated_environmental_risk_not_proven_contamination;administrative_contact_not_agreement."
S273,official_legislative_record,宜野湾市議会 福祉教育常任委員会審査記録（請願第1号）,2023,https://www.city.ginowan.lg.jp/material/files/group/61/hukusi_202212.pdf,"Exact identity, named co-representatives, PFAS work history and health-investigation request",E4,The testimony says work began with the 2016 PFOS disclosure; it does not give a precise legal formation date.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS028; proposal refs=NW2-C_registry_gate:RV2SP007. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 metadata flags=hearing_date_vs_report_date_choose_source_log_year. Sensitive boundary tags=PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership."
S274,official_legislative_record,有機フッ素化合物PFOS及びPFOA汚染の対策を求める意見書,2022,https://www.city.ginowan.lg.jp/material/files/group/61/ikensyo1.pdf,Official recognition of the group's sampling and its consequence for a municipal opinion,E4,The resolution uses probability language for a base source; do not strengthen it to established causation.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS029; proposal refs=NW2-C_registry_gate:RV2SP008. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership."
S275,news,学校敷地から化学物質PFOS 沖縄米軍基地に隣接,2022,https://www.asahi.com/articles/ASQ9S5J0LQ96TPOB004.html,Independent direct-role evidence for resident-funded field sampling,E3,Paywalled after the visible evidence; preserve the visible locator and do not infer beyond it.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS030; proposal refs=NW2-C_registry_gate:RV2SP009. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 web/archive flags=preserve_visible_locator_under_paywall_boundary. Sensitive boundary tags=PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership."
S276,local_news,米軍PFAS汚染で血液検査を要請 宜野湾ちゅら水会,2021,https://ryukyushimpo.jp/news/entry-1421139.html,2021 organization identity and request for disclosure/health investigation,E3,A request does not establish that the requested blood testing was performed.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS031; proposal refs=NW2-C_registry_gate:RV2SP010. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership."
S277,local_news,PFAS汚染 米軍との意見交換に市民の参加を,2023,https://ryukyushimpo.jp/news/entry-1730706.html,2023 continuity and request for citizen participation in a city-base meeting,E3,"Documents a request, not its acceptance or an institutional partnership.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS032; proposal refs=NW2-C_registry_gate:RV2SP011. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership."
S278,news,泡が消えた後に残った白い粉からPFAS検出,2026,https://newsdig.tbs.co.jp/articles/-/2642471?display=1,Current 2026 identity/continuity and a bounded sampling role,E3,The expert explicitly says the sample cannot be converted to foam volume or sewer concentration.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS033; proposal refs=NW2-C_registry_gate:RV2SP012. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 web/archive flags=verify_dynamic_query_page_and_final_url. Sensitive boundary tags=PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership."
S279,party_news,沖縄の米軍基地PFAS汚染 全国交流集会,2026,https://www.jcp.or.jp/akahata/aik25/2026-02-16/2026021611_01_0.php,Name-level evidence that the two PFAS groups were treated as separate organizations in one event,E3,Use only for identity separation and attributed participation; co-participation is not an alliance.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS034; proposal refs=NW2-C_registry_gate:RV2SP013. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=PFAS_health_or_source_causality_not_inferred;request_or_coparticipation_not_partnership."
S280,organization_website,新婦人の紹介,2026,https://www.shinfujin.gr.jp/about/organization,National association identity and prefectural-headquarters organizational structure,E4,National identity alone does not transfer every national action to the Okinawa headquarters.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS035; proposal refs=NW2-C_registry_gate:RV2SP014. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 metadata flags=publication_date_unavailable_access_date_only. HR-030 web/archive flags=snapshot_current_page_and_record_access_date. Sensitive boundary tags=branch_parent_action_not_automatically_transferred;party_affiliation_not_inferred."
S281,organization_statement,沖縄米兵少女暴行事件とその隠蔽につよく抗議し根本的対策を求める要請,2024,https://www.shinfujin.gr.jp/wp-content/uploads/2024/06/%E7%B1%B3%E5%85%B5%E5%B0%91%E5%A5%B3%E6%9A%B4%E8%A1%8C%E4%BA%8B%E4%BB%B6%E3%80%80%E5%86%85%E9%96%A3%E7%B7%8F%E7%90%86%E5%A4%A7%E8%87%A3%E5%B2%B8%E7%94%B0%E6%96%87%E9%9B%84%E6%A7%981.pdf,"Exact local-unit name, chair and direct military-violence/human-rights request role",E4,"Joint signature with the central body proves a bounded request, not all-purpose identity equivalence.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS036; proposal refs=NW2-C_registry_gate:RV2SP016. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=branch_parent_action_not_automatically_transferred;party_affiliation_not_inferred."
S282,prefectural_official,沖縄県行政記録 平成20年,2008,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/014/905/h20gyouseikiroku.pdf,Independent official record of an Okinawa-headquarters request over a U.S.-Marine sexual-assault case,E4,"An administrative diary entry confirms a request, not the full content or outcome.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS037; proposal refs=NW2-C_registry_gate:RV2SP017. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 web/archive flags=domain_archive_history_has_material_failure_share. Sensitive boundary tags=branch_parent_action_not_automatically_transferred;party_affiliation_not_inferred."
S283,party_news,沖縄県民投票条例へ 新婦人が署名開始,2018,https://www.jcp.or.jp/akahata/aik18/2018-06-18/2018061801_03_1.html,Okinawa-headquarters organization identity and Henoko referendum-signature campaign role,E3,Use for the dated public role only; do not code party affiliation or a stable alliance.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS038; proposal refs=NW2-C_registry_gate:RV2SP018. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=branch_parent_action_not_automatically_transferred;party_affiliation_not_inferred."
S284,legal_source,中央労働委員会命令書 沖縄セメント工業事件,2014,https://www.mhlw.go.jp/churoi/meirei_db/mei/pdf/m11367.pdf,Formal exact identity and regional-union party status,E4,Use for identity and legal procedure only; the merits are unrelated to Phase-1 issue coding.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS039; proposal refs=NW2-C_registry_gate:RV2SP019. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance."
S285,prefectural_official,争議行為の届出と予告,2026,https://www.pref.okinawa.lg.jp/shigoto/koyorodo/1012030/1012056.html,Current exact identity and repeated organizational operation through official notices,E4,"Generic strike notices establish continuity, not Phase-1 political positions.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS040; proposal refs=NW2-C_registry_gate:RV2SP020. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 metadata flags=rolling_record_range_vs_access_year;locator_needs_named_entry_or_snapshot_date. HR-030 web/archive flags=snapshot_rolling_official_page;domain_archive_history_has_material_failure_share. Sensitive boundary tags=strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance."
S286,local_news,全港湾沖縄が安保法案反対訴え抗議集会,2015,https://ryukyushimpo.jp/news/prentry-249100.html,Direct anti-Henoko/security-law labor action and port-workplace framing,E3,Participant count is organizer-reported; the event does not establish alliance ties.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS041; proposal refs=NW2-C_registry_gate:RV2SP021. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance."
S287,official_legislative_record,米海軍ミサイル駆逐艦ラファエル・ペラルタ寄港反対決議,2024,https://www.city.ishigaki.okinawa.jp/material/files/group/33/giin-2024-3.pdf,Official recipient-side record of the union's Ishigaki/Naha port action plan and stated safety frame,E4,The resolution recounts the plan; it is not a union membership record or legal judgment.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS042; proposal refs=NW2-C_registry_gate:RV2SP022. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance."
S288,official_legislative_record,第213回国会参議院特別委員会 第5号,2024,https://kokkai.ndl.go.jp/simple/detail?minId=121315359X00520240524,Independent official acknowledgment that the Okinawa headquarters carried out the Ishigaki Port strike,E4,The record contains contested characterizations of legality; this gate records occurrence and attributed rationale only.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS043; proposal refs=NW2-C_registry_gate:RV2SP023. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 web/archive flags=verify_dynamic_query_page_and_final_url. Sensitive boundary tags=strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance."
S289,organization_report,2025 5.15平和行進 全港湾沖縄地方本部報告,2025,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,Current branch-level peace-march and base-issue learning activity,E3,"A participant report supports a bounded activity observation, not the position of every union member.",ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS044; proposal refs=NW2-C_registry_gate:RV2SP024. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=strike_legality_or_effect_not_adjudicated;common_event_not_stable_alliance."
S290,community_site,やいまタイム地域年表 2015年12月23日,2015,https://yaimatime.com/schedule/archive/2302/12/23,A formation-date lead and issue purpose,E2,Archive URL metadata is unusual; verify the original local-newspaper record before freezing the formation date.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS045; proposal refs=NW2-C_registry_gate:RV2SP025. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. HR-030 metadata flags=source_type_human_choice;archive_path_date_alignment_needs_confirmation. HR-030 web/archive flags=verify_unusual_archive_path_against_displayed_event_date. Sensitive boundary tags=component_or_coorganization_not_stable_alliance;historical_continuity_not_inferred."
S291,local_news,陸自配備反対を決議 石垣、住民180人が緊急集会,2016,https://ryukyushimpo.jp/news/entry-209354.html,"Exact identity, representative and anti-deployment organizer role",E3,The wider meeting had multiple organizers; do not infer a stable alliance.,ai_seeded,"NW2-H controlled source integration 2026-07-13; audit=NW2FS046; proposal refs=NW2-C_registry_gate:RV2SP026. Metadata is proposal-derived and remains ai_seeded. Source inclusion does not approve actor entry, relation, alliance, funding, causal interpretation, legal conclusion, electoral effect, or organization classification. Sensitive boundary tags=component_or_coorganization_not_stable_alliance;historical_continuity_not_inferred."
