audit_row_id,source_id,integration_status,proposal_refs,candidate_refs,normalized_url,source_review_status,archive_status,archive_local_path,archive_sha256,archive_http_status,archive_note,metadata_review_required,web_review_required,hr030_item_id,relation_or_claim_approved,boundary_note
NW2FS011,S258,provisional_source_log_new,NW2-B_R09:R9EC_S011,,https://ryukyushimpo.jp/news/entry-789039.html,ai_seeded,failed,,,,TimeoutError,no,no,HR030-S258-NW2FS011,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS012,S259,provisional_source_log_new,NW2-B_R09:R9EC_S012,,https://www.jstage.jst.go.jp/article/isvsjapan/19/0/19_45/_pdf/-char/en,ai_seeded,archived,source_docs\source_archive\S259\raw.pdf,4def725a1e4aebb4929e96e110a88dfe1b4a4757e65da557ea5c9a758dbb7138,200,,no,yes,HR030-S259-NW2FS012,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS013,S260,provisional_source_log_new,NW2-B_R09:R9EC_S013,,https://www.shinfujin.gr.jp/wp-content/uploads/2018/11/20181003_seimei_okinawatidisen.pdf,ai_seeded,archived,source_docs\source_archive\S260\raw.pdf,208f5a09522de09d54c11451680c1b139dc9ebe718f573f134a5411f94010466,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS014,S261,provisional_source_log_new,NW2-B_R09:R9EC_S014,,https://www.pref.okinawa.jp/kensei/senkyo/1005009/1023802/1025046/index.html,ai_seeded,failed,,,,URLError: [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000),no,no,HR030-S261-NW2FS014,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS015,S262,provisional_source_log_new,NW2-B_R09:R9EC_S015,,https://ryukyushimpo.jp/news/entry-1499534.html,ai_seeded,archived,source_docs\source_archive\S262\raw.html,66f5403b088b9d05697c4a094740f370dc8807c7489780f2d97d75e6f625a2b9,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS016,S263,provisional_source_log_new,NW2-B_R09:R9EC_S016,,https://www.min-iren.gr.jp/news-press/shinbun/20220816_46093.html,ai_seeded,failed,,,,URLError: [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000),no,no,HR030-S263-NW2FS016,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS017,S264,provisional_source_log_new,NW2-B_R09:R9EC_S017,,https://all-okinawa.jp/2005,ai_seeded,archived,source_docs\source_archive\S264\raw.html,e31e805aef7ba4f0edfbc16d5c778685c12151c1560ecfd43d8a801c6a8702f9,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS018,S265,provisional_source_log_new,NW2-B_R09:R9EC_S018,,https://www.okinawatimes.co.jp/articles/-/1000372,ai_seeded,archived,source_docs\source_archive\S265\raw.html,c9ff2545e61db9277af3cfd711eaa67234161c05330b5c82433f00080fcd526f,200,,no,yes,HR030-S265-NW2FS018,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS019,S266,provisional_source_log_new,NW2-B_R09:R9EC_S019,,https://www.shinfujin.gr.jp/up/newspaper/12908,ai_seeded,archived,source_docs\source_archive\S266\raw.html,08ae462fb5975f03511a7a3d08935c6c36caa3eb3cfb98bd40a296de085790aa,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS020,S267,provisional_source_log_new,NW2-B_R09:R9EC_S020,,https://ryukyushimpo.jp/news/entry-1579341.html,ai_seeded,archived,source_docs\source_archive\S267\raw.html,0000640295555cda24ecd5f8255c7b5802744e2f0286845d9ae33336d279b19a,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS021,S268,provisional_source_log_new,NW2-B_R09:R9EC_S021,,https://www.jcp.or.jp/akahata/aik22/2022-08-14/2022081403_01_0.html,ai_seeded,archived,source_docs\source_archive\S268\raw.html,8378433a59619be351ba3398b421842d8dcf657925e2d5d76d6f456d7c8e1559,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS022,S158,provisional_source_log_reuse_existing,NW2-C_registry_gate:RV2SP001,RV2C001,https://miyakojima-tikasui.com/about_us.html,human_checked,archived,source_docs\source_archive\S158\raw.html,3d7223aea002e3ee993eadf44da86cae7ede947533d1024067027780d929d5f9,200,,yes,no,HR030-S158-NW2FS022,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS023,S204,provisional_source_log_reuse_existing,NW2-C_registry_gate:RV2SP002,RV2C001,https://miyakojima-tikasui.com/,human_checked,archived,source_docs\source_archive\S204\raw.html,2d970b2a70a836519b63eaedb5001e6ab468b9323099075440ea9817504a85f0,200,,yes,no,HR030-S204-NW2FS023,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS024,S269,provisional_source_log_new,NW2-C_registry_gate:RV2SP003,RV2C001,https://miyakojima-tikasui.com/crisis.html,ai_seeded,archived,source_docs\source_archive\S269\raw.html,e235d58e8d67ccb5d0bf682df1248c4c1ec633d3f8dac3f811d273b757e6dda6,200,,yes,yes,HR030-S269-NW2FS024,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS025,S270,provisional_source_log_new,NW2-C_registry_gate:RV2SP004,RV2C001,https://miyakojima-tikasui.com/report_activity/2021-10-08-04.pdf,ai_seeded,archived,source_docs\source_archive\S270\raw.pdf,1555188cc4b5511d95a6ef484c25863fe6ef82bb198563b2ecb12fd510eea4db,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS026,S271,provisional_source_log_new,NW2-C_registry_gate:RV2SP005,RV2C001,https://www.city.miyakojima.lg.jp/kurashi/seikatsu/kankyohozen/files/tikasui.pdf,ai_seeded,archived,source_docs\source_archive\S271\raw.pdf,46c64845d2abdcf8e60a10a7b7a92e8bd3e73f77dd4c3bf8dbdeda4c4c102bb7,200,,yes,no,HR030-S271-NW2FS026,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS027,S272,provisional_source_log_new,NW2-C_registry_gate:RV2SP006,RV2C001,https://ryukyushimpo.jp/news/entry-1254033.html,ai_seeded,archived,source_docs\source_archive\S272\raw.html,05a4539ee64082e9ea413fbe86dc15dc5145887a7758457249b8f99925f97acc,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS028,S273,provisional_source_log_new,NW2-C_registry_gate:RV2SP007,RV2C002,https://www.city.ginowan.lg.jp/material/files/group/61/hukusi_202212.pdf,ai_seeded,archived,source_docs\source_archive\S273\raw.pdf,3f1887341f012d5d6a7e9c88c614c0366083ea5827f587db6cab1db10143b47b,200,,yes,no,HR030-S273-NW2FS028,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS029,S274,provisional_source_log_new,NW2-C_registry_gate:RV2SP008,RV2C002,https://www.city.ginowan.lg.jp/material/files/group/61/ikensyo1.pdf,ai_seeded,archived,source_docs\source_archive\S274\raw.pdf,5a6ee4874e6325d55f61947d2f2c7f3630b4de60c9611dfb614a9fbd6a62767c,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS030,S275,provisional_source_log_new,NW2-C_registry_gate:RV2SP009,RV2C002,https://www.asahi.com/articles/ASQ9S5J0LQ96TPOB004.html,ai_seeded,archived,source_docs\source_archive\S275\raw.html,7e5c7e688c2064df38e41de8450ffedd641ee6ed31d3253906f51cbff9623752,200,,no,yes,HR030-S275-NW2FS030,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS031,S276,provisional_source_log_new,NW2-C_registry_gate:RV2SP010,RV2C002,https://ryukyushimpo.jp/news/entry-1421139.html,ai_seeded,archived,source_docs\source_archive\S276\raw.html,2a0656be95417977ad3bf4a5606eddff9f6a98e4aad6ab9dd7ef5de62d6d7892,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS032,S277,provisional_source_log_new,NW2-C_registry_gate:RV2SP011,RV2C002,https://ryukyushimpo.jp/news/entry-1730706.html,ai_seeded,archived,source_docs\source_archive\S277\raw.html,6389fde9325790ad506691de751bea8c0c4adf4c092f96326af1d30096d8db5b,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS033,S278,provisional_source_log_new,NW2-C_registry_gate:RV2SP012,RV2C002,https://newsdig.tbs.co.jp/articles/-/2642471?display=1,ai_seeded,archived,source_docs\source_archive\S278\raw.html,9205540636d5365d7b4a50c6efe25b349e6d82194a023b3c3a40a6842bb8bd9c,200,,no,yes,HR030-S278-NW2FS033,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS034,S279,provisional_source_log_new,NW2-C_registry_gate:RV2SP013,RV2C002,https://www.jcp.or.jp/akahata/aik25/2026-02-16/2026021611_01_0.php,ai_seeded,failed,,,,URLError: [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000),no,no,HR030-S279-NW2FS034,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS035,S280,provisional_source_log_new,NW2-C_registry_gate:RV2SP014,RV2C003,https://www.shinfujin.gr.jp/about/organization,ai_seeded,archived,source_docs\source_archive\S280\raw.html,22f8a1bfa31fc42819092e5be4a3413b4051962bf3b14592a8f6d03c098c1337,200,,yes,yes,HR030-S280-NW2FS035,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS036,S281,provisional_source_log_new,NW2-C_registry_gate:RV2SP016,RV2C003,https://www.shinfujin.gr.jp/wp-content/uploads/2024/06/%E7%B1%B3%E5%85%B5%E5%B0%91%E5%A5%B3%E6%9A%B4%E8%A1%8C%E4%BA%8B%E4%BB%B6%E3%80%80%E5%86%85%E9%96%A3%E7%B7%8F%E7%90%86%E5%A4%A7%E8%87%A3%E5%B2%B8%E7%94%B0%E6%96%87%E9%9B%84%E6%A7%981.pdf,ai_seeded,archived,source_docs\source_archive\S281\raw.pdf,95bcd84f71e86c11e838f916e9cdf1ff91648ca0b239723b1ab45dfd0c00b8de,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS037,S282,provisional_source_log_new,NW2-C_registry_gate:RV2SP017,RV2C003,https://www.pref.okinawa.lg.jp/_res/projects/default_project/_page_/001/014/905/h20gyouseikiroku.pdf,ai_seeded,archived,source_docs\source_archive\S282\raw.pdf,1ea02aaa3a8d09405e670cd6f85dea97110f2d231593abe548558ebdfff9894d,200,,no,yes,HR030-S282-NW2FS037,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS038,S283,provisional_source_log_new,NW2-C_registry_gate:RV2SP018,RV2C003,https://www.jcp.or.jp/akahata/aik18/2018-06-18/2018061801_03_1.html,ai_seeded,archived,source_docs\source_archive\S283\raw.html,d4a32a8f7b7160f39b1db3f308948ead571eb7bafe8115937a2b28931a54adba,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS039,S284,provisional_source_log_new,NW2-C_registry_gate:RV2SP019,RV2C004,https://www.mhlw.go.jp/churoi/meirei_db/mei/pdf/m11367.pdf,ai_seeded,archived,source_docs\source_archive\S284\raw.pdf,c7e699debeafefefb132b4e3f93addda1abc5f4f13b0a6e125753284457bd82b,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS040,S285,provisional_source_log_new,NW2-C_registry_gate:RV2SP020,RV2C004,https://www.pref.okinawa.lg.jp/shigoto/koyorodo/1012030/1012056.html,ai_seeded,archived,source_docs\source_archive\S285\raw.html,beeb2290007af8dfd4ac88fd5af503c850ee423e3f9f574c5509f231a2b66420,200,,yes,yes,HR030-S285-NW2FS040,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS041,S286,provisional_source_log_new,NW2-C_registry_gate:RV2SP021,RV2C004,https://ryukyushimpo.jp/news/prentry-249100.html,ai_seeded,archived,source_docs\source_archive\S286\raw.html,a2a33d8122e89b420913629288c946de0915d3d215dcbec7ead01455d5b6776b,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS042,S287,provisional_source_log_new,NW2-C_registry_gate:RV2SP022,RV2C004,https://www.city.ishigaki.okinawa.jp/material/files/group/33/giin-2024-3.pdf,ai_seeded,archived,source_docs\source_archive\S287\raw.pdf,804b95eff7ecbe3b13f8c011495ca7f297a5751adf115188040f963dc59ff6ba,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS043,S288,provisional_source_log_new,NW2-C_registry_gate:RV2SP023,RV2C004,https://kokkai.ndl.go.jp/simple/detail?minId=121315359X00520240524,ai_seeded,archived,source_docs\source_archive\S288\raw.html,edb5925f9d44cfb494899451887b9ca70a0e8a084a3d4964311dbd83648a7149,200,,no,yes,HR030-S288-NW2FS043,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS044,S289,provisional_source_log_new,NW2-C_registry_gate:RV2SP024,RV2C004,https://www.zenkowan.org/wp-content/uploads/2025/06/%E6%B2%96%E7%B8%84%E5%9C%B0%E6%96%B9%E3%80%80%E6%AF%94%E5%98%89%E5%8B%81%E5%B8%8C.pdf,ai_seeded,archived,source_docs\source_archive\S289\raw.pdf,b09dc45c7636a4624aabaec60566a248f1a84784c405916c54865dce7d9041b4,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS045,S290,provisional_source_log_new,NW2-C_registry_gate:RV2SP025,RV2C005,https://yaimatime.com/schedule/archive/2302/12/23,ai_seeded,failed,,,,URLError: _ssl.c:983: The handshake operation timed out,yes,yes,HR030-S290-NW2FS045,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS046,S291,provisional_source_log_new,NW2-C_registry_gate:RV2SP026,RV2C005,https://ryukyushimpo.jp/news/entry-209354.html,ai_seeded,failed,,,,TimeoutError,no,no,HR030-S291-NW2FS046,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS047,S292,provisional_source_log_new,NW2-C_registry_gate:RV2SP027,RV2C005,https://www.kinyobi.co.jp/kinyobinews/2017/01/25/%E9%99%B8%E8%87%AA%E9%85%8D%E5%82%99%E3%81%A7%E3%80%8C%E5%8F%97%E3%81%91%E5%85%A5%E3%82%8C%E3%80%8D%E8%A1%A8%E6%98%8E%E2%80%95%E2%80%95%E4%BD%8F%E6%B0%91%E8%A3%8F%E5%88%87%E3%82%8A%E3%81%AE%E7%9F%B3,ai_seeded,archived,source_docs\source_archive\S292\raw.html,dbea6879c9e3767fdb05b1da0c9163c7ad53cdee55d9cb100193aa7d8e17080e,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS048,S293,provisional_source_log_new,NW2-C_registry_gate:RV2SP028,RV2C005,https://iwj.co.jp/wj/open/archives/374937,ai_seeded,archived,source_docs\source_archive\S293\raw.html,f692a803e6d6d2a1691e0036caf09d1dbf75a963f318703d409ed5a815d5e327,200,,no,no,,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
NW2FS049,S294,provisional_source_log_new,NW2-C_registry_gate:RV2SP029,RV2C005,https://researchmap.jp/teppy/presentations/10378736/attachment_file.pdf,ai_seeded,failed,,,,HTTPError 403: Forbidden,yes,yes,HR030-S294-NW2FS049,no,Provisional source-log index only: metadata is not human-reviewed; archive failure does not withdraw the provisional S ID; actor/relation/alliance/funding/causal/legal/electoral claims remain unapproved and must not be used as formal relationship findings.
