anchor_id,case_id,metric,level,period_start,period_end,period_semantics,value,value_text,unit,currency,definition,denominator_id,source_receipt_ids,exact_locator,anchor_status,observed_local,gap_type,null_model,allowed_claim,prohibited_inference,review_status
W2A-A011,KOSC,grants_and_similar_paid_usd,organization_filing,2022-06-01,2023-05-31,organization tax period; one filing snapshot,0,USD 0,USD,USD,Current-year grants and similar amounts paid; EIN 980214323; Form 990; IRS object 202430969349301028,,W2A-SR003,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,The KOSC filing reports current-year grants and similar amounts paid of USD 0 for this tax period.,"Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A012,KOSC,net_assets_or_fund_balances_eoy_usd,organization_filing,2022-06-01,2023-05-31,organization tax period; one filing snapshot,314298,"USD 314,298",USD,USD,End-of-period net assets or fund balances; EIN 980214323; Form 990; IRS object 202430969349301028,,W2A-SR003,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports end-of-period net assets or fund balances of USD 314,298 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A013,KOSC,total_assets_eoy_usd,organization_filing,2022-06-01,2023-05-31,organization tax period; one filing snapshot,349135,"USD 349,135",USD,USD,End-of-period total assets; EIN 980214323; Form 990; IRS object 202430969349301028,,W2A-SR003,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports end-of-period total assets of USD 349,135 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A014,KOSC,total_revenue_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,416875,"USD 416,875",USD,USD,Current-year total revenue; EIN 980214323; Form 990; IRS object 202500669349300300,,W2A-SR004,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports current-year total revenue of USD 416,875 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A015,KOSC,total_expenses_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,538106,"USD 538,106",USD,USD,Current-year total expenses; EIN 980214323; Form 990; IRS object 202500669349300300,,W2A-SR004,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports current-year total expenses of USD 538,106 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A016,KOSC,grants_and_similar_paid_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,40265,"USD 40,265",USD,USD,Current-year grants and similar amounts paid; EIN 980214323; Form 990; IRS object 202500669349300300,,W2A-SR004,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports current-year grants and similar amounts paid of USD 40,265 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A017,KOSC,net_assets_or_fund_balances_eoy_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,364106,"USD 364,106",USD,USD,End-of-period net assets or fund balances; EIN 980214323; Form 990; IRS object 202500669349300300,,W2A-SR004,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports end-of-period net assets or fund balances of USD 364,106 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A018,KOSC,total_assets_eoy_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,396041,"USD 396,041",USD,USD,End-of-period total assets; EIN 980214323; Form 990; IRS object 202500669349300300,,W2A-SR004,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports end-of-period total assets of USD 396,041 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A019,KOSC,total_revenue_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,301927,"USD 301,927",USD,USD,Current-year total revenue; EIN 980214323; Form 990; IRS object 202630129349300153,,W2A-SR005,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports current-year total revenue of USD 301,927 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A020,KOSC,total_expenses_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,397579,"USD 397,579",USD,USD,Current-year total expenses; EIN 980214323; Form 990; IRS object 202630129349300153,,W2A-SR005,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports current-year total expenses of USD 397,579 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A021,KOSC,grants_and_similar_paid_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,46530,"USD 46,530",USD,USD,Current-year grants and similar amounts paid; EIN 980214323; Form 990; IRS object 202630129349300153,,W2A-SR005,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports current-year grants and similar amounts paid of USD 46,530 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A022,KOSC,net_assets_or_fund_balances_eoy_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,268454,"USD 268,454",USD,USD,End-of-period net assets or fund balances; EIN 980214323; Form 990; IRS object 202630129349300153,,W2A-SR005,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports end-of-period net assets or fund balances of USD 268,454 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A023,KOSC,total_assets_eoy_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,304320,"USD 304,320",USD,USD,End-of-period total assets; EIN 980214323; Form 990; IRS object 202630129349300153,,W2A-SR005,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for KOSC,,,"The KOSC filing reports end-of-period total assets of USD 304,320 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A024,MOSCO,total_revenue_usd,organization_filing,2022-06-01,2023-05-31,organization tax period; one filing snapshot,38530,"USD 38,530",USD,USD,Total revenue; EIN 460598583; Form 990EZ; IRS object 202410719349201281,,W2A-SR006,XML local-name XPath /Return/ReturnData/IRS990EZ/TotalRevenueAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports total revenue of USD 38,530 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A025,MOSCO,total_expenses_usd,organization_filing,2022-06-01,2023-05-31,organization tax period; one filing snapshot,13047,"USD 13,047",USD,USD,Total expenses; EIN 460598583; Form 990EZ; IRS object 202410719349201281,,W2A-SR006,XML local-name XPath /Return/ReturnData/IRS990EZ/TotalExpensesAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports total expenses of USD 13,047 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A026,MOSCO,grants_and_similar_paid_usd,organization_filing,2022-06-01,2023-05-31,organization tax period; one filing snapshot,7900,"USD 7,900",USD,USD,Grants and similar amounts paid; EIN 460598583; Form 990EZ; IRS object 202410719349201281,,W2A-SR006,XML local-name XPath /Return/ReturnData/IRS990EZ/GrantsAndSimilarAmountsPaidAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports grants and similar amounts paid of USD 7,900 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A027,MOSCO,net_assets_or_fund_balances_eoy_usd,organization_filing,2022-06-01,2023-05-31,organization tax period; one filing snapshot,29515,"USD 29,515",USD,USD,End-of-period net assets or fund balances; EIN 460598583; Form 990EZ; IRS object 202410719349201281,,W2A-SR006,XML local-name XPath /Return/ReturnData/IRS990EZ/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports end-of-period net assets or fund balances of USD 29,515 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A028,MOSCO,total_revenue_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,22850,"USD 22,850",USD,USD,Total revenue; EIN 460598583; Form 990EZ; IRS object 202501019349201215,,W2A-SR007,XML local-name XPath /Return/ReturnData/IRS990EZ/TotalRevenueAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports total revenue of USD 22,850 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A029,MOSCO,total_expenses_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,26553,"USD 26,553",USD,USD,Total expenses; EIN 460598583; Form 990EZ; IRS object 202501019349201215,,W2A-SR007,XML local-name XPath /Return/ReturnData/IRS990EZ/TotalExpensesAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports total expenses of USD 26,553 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A030,MOSCO,grants_and_similar_paid_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,21500,"USD 21,500",USD,USD,Grants and similar amounts paid; EIN 460598583; Form 990EZ; IRS object 202501019349201215,,W2A-SR007,XML local-name XPath /Return/ReturnData/IRS990EZ/GrantsAndSimilarAmountsPaidAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports grants and similar amounts paid of USD 21,500 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A031,MOSCO,net_assets_or_fund_balances_eoy_usd,organization_filing,2023-06-01,2024-05-31,organization tax period; one filing snapshot,25812,"USD 25,812",USD,USD,End-of-period net assets or fund balances; EIN 460598583; Form 990EZ; IRS object 202501019349201215,,W2A-SR007,XML local-name XPath /Return/ReturnData/IRS990EZ/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports end-of-period net assets or fund balances of USD 25,812 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A032,MOSCO,total_revenue_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,73622,"USD 73,622",USD,USD,Total revenue; EIN 460598583; Form 990EZ; IRS object 202621539349200807,,W2A-SR008,XML local-name XPath /Return/ReturnData/IRS990EZ/TotalRevenueAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports total revenue of USD 73,622 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A033,MOSCO,total_expenses_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,76819,"USD 76,819",USD,USD,Total expenses; EIN 460598583; Form 990EZ; IRS object 202621539349200807,,W2A-SR008,XML local-name XPath /Return/ReturnData/IRS990EZ/TotalExpensesAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports total expenses of USD 76,819 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A034,MOSCO,grants_and_similar_paid_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,,XML element absent; no positive amount encoded on this line,USD,USD,Grants and similar amounts paid; EIN 460598583; Form 990EZ; IRS object 202621539349200807,,W2A-SR008,XML local-name XPath /Return/ReturnData/IRS990EZ/GrantsAndSimilarAmountsPaidAmt,official_irs_bulk_xml_field_absent,official filing for MOSCO,xml_zero_or_blank_semantics,,The official XML does not encode a positive amount for this filing line.,Do not force the missing XML element to numeric zero without a documented filing-semantics decision.,ai_seeded
W2A-A035,MOSCO,net_assets_or_fund_balances_eoy_usd,organization_filing,2024-06-01,2025-05-31,organization tax period; one filing snapshot,23155,"USD 23,155",USD,USD,End-of-period net assets or fund balances; EIN 460598583; Form 990EZ; IRS object 202621539349200807,,W2A-SR008,XML local-name XPath /Return/ReturnData/IRS990EZ/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for MOSCO,,,"The MOSCO filing reports end-of-period net assets or fund balances of USD 23,155 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A036,NOSCO,total_revenue_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,329819,"USD 329,819",USD,USD,Current-year total revenue; EIN 980210979; Form 990; IRS object 202411349349304281,,W2A-SR009,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year total revenue of USD 329,819 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A037,NOSCO,total_expenses_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,278922,"USD 278,922",USD,USD,Current-year total expenses; EIN 980210979; Form 990; IRS object 202411349349304281,,W2A-SR009,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year total expenses of USD 278,922 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A038,NOSCO,grants_and_similar_paid_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,11054,"USD 11,054",USD,USD,Current-year grants and similar amounts paid; EIN 980210979; Form 990; IRS object 202411349349304281,,W2A-SR009,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year grants and similar amounts paid of USD 11,054 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A039,NOSCO,net_assets_or_fund_balances_eoy_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,263552,"USD 263,552",USD,USD,End-of-period net assets or fund balances; EIN 980210979; Form 990; IRS object 202411349349304281,,W2A-SR009,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports end-of-period net assets or fund balances of USD 263,552 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A040,NOSCO,total_assets_eoy_usd,organization_filing,2022-07-01,2023-06-30,organization tax period; one filing snapshot,264416,"USD 264,416",USD,USD,End-of-period total assets; EIN 980210979; Form 990; IRS object 202411349349304281,,W2A-SR009,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports end-of-period total assets of USD 264,416 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A041,NOSCO,total_revenue_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,413179,"USD 413,179",USD,USD,Current-year total revenue; EIN 980210979; Form 990; IRS object 202530159349302288,,W2A-SR010,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year total revenue of USD 413,179 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A042,NOSCO,total_expenses_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,397644,"USD 397,644",USD,USD,Current-year total expenses; EIN 980210979; Form 990; IRS object 202530159349302288,,W2A-SR010,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year total expenses of USD 397,644 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A043,NOSCO,grants_and_similar_paid_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,12055,"USD 12,055",USD,USD,Current-year grants and similar amounts paid; EIN 980210979; Form 990; IRS object 202530159349302288,,W2A-SR010,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year grants and similar amounts paid of USD 12,055 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A044,NOSCO,net_assets_or_fund_balances_eoy_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,289997,"USD 289,997",USD,USD,End-of-period net assets or fund balances; EIN 980210979; Form 990; IRS object 202530159349302288,,W2A-SR010,XML local-name XPath /Return/ReturnData/IRS990/NetAssetsOrFundBalancesEOYAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports end-of-period net assets or fund balances of USD 289,997 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A045,NOSCO,total_assets_eoy_usd,organization_filing,2023-07-01,2024-06-30,organization tax period; one filing snapshot,293673,"USD 293,673",USD,USD,End-of-period total assets; EIN 980210979; Form 990; IRS object 202530159349302288,,W2A-SR010,XML local-name XPath /Return/ReturnData/IRS990/TotalAssetsEOYAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports end-of-period total assets of USD 293,673 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A046,NOSCO,total_revenue_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,326729,"USD 326,729",USD,USD,Current-year total revenue; EIN 980210979; Form 990; IRS object 202533199349301708,,W2A-SR011,XML local-name XPath /Return/ReturnData/IRS990/CYTotalRevenueAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year total revenue of USD 326,729 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A047,NOSCO,total_expenses_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,347769,"USD 347,769",USD,USD,Current-year total expenses; EIN 980210979; Form 990; IRS object 202533199349301708,,W2A-SR011,XML local-name XPath /Return/ReturnData/IRS990/CYTotalExpensesAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year total expenses of USD 347,769 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
W2A-A048,NOSCO,grants_and_similar_paid_usd,organization_filing,2024-07-01,2025-06-30,organization tax period; one filing snapshot,20000,"USD 20,000",USD,USD,Current-year grants and similar amounts paid; EIN 980210979; Form 990; IRS object 202533199349301708,,W2A-SR011,XML local-name XPath /Return/ReturnData/IRS990/CYGrantsAndSimilarPaidAmt,official_irs_bulk_xml_verified,official filing for NOSCO,,,"The NOSCO filing reports current-year grants and similar amounts paid of USD 20,000 for this tax period.","Do not extrapolate one filing into a trend, an annual five-organization ecology total, Okinawa-wide welfare spending, political alignment, or recipient-level flow.",ai_seeded
