filename,bytes,sha256,cache_role,admission_status,notes
kosc_ReasonableCauseExplanation.html,13313,e77244b2bc1ea3b47c50c35765b6a2e7d044e96f2d864bc12cb1fae5aacd3566,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
mosco_IRS990EZ.html,156353,4dfb6b5cdc4b02632a3dc4cb7f6d23288902d47ce17fe7df3c21c9ded0b85630,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
mosco_IRS990ScheduleA.html,227400,be6639dc5d3b899cbeeb41618e5b949c04b68b80a3be79745ec025d617daa444,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
mosco_IRS990ScheduleO.html,26554,ceaa4a4d8d83d9ce7b4a2ddce60501d571ed7c6dabb9982493628508dcd5ac59,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
nosco_IRS990.html,510052,fc3fab8e55a9ec47e0ea1d01442f245a13c26b7c49ff998540511506802031f3,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
nosco_IRS990ScheduleD.html,127523,f0b570e52cb0c9f2e4560e3ee939a4c3d421e915be8bc3f41883aa225f6a594f,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
nosco_IRS990ScheduleI.html,60194,f7593af29d86c2576d0b3b001fc5f717a619113a0311aa31ddf2ea1437ed4eee,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
nosco_IRS990ScheduleO.html,29380,5435c441a9d0489d7797839d00d0b94092e191f8eafb1316cd955ff4840fdea2,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
oesc_IRS990.html,508922,a54a597b570071e3ec02d0e9a29b7c3ee3f605cc2a213b54814caa549338ef14,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
oesc_IRS990ScheduleA.html,230990,145d5b5f49c677d4121e83f50f390d97f716cd39351432f7fd44240d91b58b57,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
oesc_IRS990ScheduleI.html,49715,6ffbd1049c489b28d22670b87ebee02df2652098f786e148794dfbb73815c34c,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
oesc_IRS990ScheduleM.html,71088,df13d1ae887aa71bfa821a20600089b1d094c754e1920b6db04b0054fdf67909,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
oesc_IRS990ScheduleO.html,29804,60a459ece49320448a68919c9d4e22f15789e0ffc7bfa1b783a29304b40ba604,third_party_visual_render,lead_cache_not_authoritative_receipt,"ProPublica-hosted IRS e-file visual render cached during reconnaissance; useful for locating fields, but not admitted as the official W2-00 receipt."
