review_item_id,review_section,actor_id,canonical_name_original,name_en,actor_class,origin_type,candidate_url,candidate_url_kind,source_id,source_title,source_url,evidence_ref,archive_status,last_checked,evidence_level,provenance_method,conflict_type,conflict_explanation,alternative_urls_or_refs,recommended_judgment,evidence_entry,review_fields,out_of_scope,allowed_decisions,decision,revised_url,revised_url_kind,review_note,reviewer,review_date
USN07-DIR-B011,BATCH_CONFIRM_40,A047,沖縄平和運動センター,Okinawa Peace Movement Center,citizen_network,okinawa_local,http://www.peace-okinawa.net/,official_site,S031,沖縄平和運動センター 公式,http://www.peace-okinawa.net/,S031,archived,2026-07-11,E3,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S031 | 沖縄平和運動センター 公式 | http://www.peace-okinawa.net/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B012,BATCH_CONFIRM_40,A050,沖縄弁護士会,Okinawa Bar Association,lawyers_network,okinawa_local,https://okiben.org/,official_site,S037,沖縄弁護士会 辺野古新基地建設に関する会長声明・決議,https://okiben.org/column/10903/,S037,archived,2026-07-11,E4,normalized_from_actor_owned_statement_domain,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S037 | 沖縄弁護士会 辺野古新基地建設に関する会長声明・決議 | https://okiben.org/column/10903/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B013,BATCH_CONFIRM_40,A052,嘉手納基地爆音差止訴訟原告団,Kadena Air Base Noise Injunction Plaintiffs Association,citizen_group,okinawa_local,https://kadena-bakuon.jp/,official_site,S151,嘉手納基地爆音差止訴訟原告団 公式サイト,https://kadena-bakuon.jp/,S151,failed,2026-07-13,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S151 | 嘉手納基地爆音差止訴訟原告団 公式サイト | https://kadena-bakuon.jp/ | archive=failed,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B014,BATCH_CONFIRM_40,A053,普天間基地爆音訴訟団,Futenma Air Base Noise Litigation Association,citizen_group,okinawa_local,https://futenma-bakuon.jp/,official_site,S156,普天間基地爆音訴訟団 公式サイト,https://futenma-bakuon.jp/,S156,failed,2026-07-13,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S156 | 普天間基地爆音訴訟団 公式サイト | https://futenma-bakuon.jp/ | archive=failed,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B015,BATCH_CONFIRM_40,A057,沖縄意見広告運動,Okinawa Opinion Advertisement Movement,citizen_network,japan_domestic,https://www.okinawaiken.org/,official_site,S034,沖縄意見広告運動 全国紙に一面広告,https://www.okinawaiken.org/,S034,archived,2026-07-11,E3,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S034 | 沖縄意見広告運動 全国紙に一面広告 | https://www.okinawaiken.org/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B016,BATCH_CONFIRM_40,A062,日本湿地ネットワーク（JAWAN）,Japan Wetlands Action Network (JAWAN),domestic_japan_ngo,japan_domestic,https://www.jawan.jp/,official_site,S127,Current official or formally administered page candidate,https://www.jawan.jp/,S127,archived,2026-07-11,E4,normalized_from_actor_owned_source_elsewhere_in_log,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S127 | Current official or formally administered page candidate | https://www.jawan.jp/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B017,BATCH_CONFIRM_40,A063,一坪反戦地主会関東ブロック,Kanto Bloc of the One-Tsubo Antiwar Landowners Association,citizen_group,japan_domestic,https://www.jca.apc.org/HHK/,official_site,S038,一坪反戦地主会 軍用地契約拒否運動,https://www.jca.apc.org/HHK/,S038,archived,2026-07-11,E2,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S038 | 一坪反戦地主会 軍用地契約拒否運動 | https://www.jca.apc.org/HHK/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B018,BATCH_CONFIRM_40,A066,新外交イニシアティブ（ND）,New Diplomacy Initiative (ND),domestic_japan_ngo,japan_domestic,https://www.nd-initiative.org/,official_site,S032,新外交イニシアティブ（ND）公式サイト,https://www.nd-initiative.org/,S032,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S032 | 新外交イニシアティブ（ND）公式サイト | https://www.nd-initiative.org/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B019,BATCH_CONFIRM_40,A074,沖縄県知事公室基地対策課,"Okinawa Prefectural Government, Base Affairs Division",public_institution_partner,public_institution,https://www.pref.okinawa.jp/heiwakichi/kichi/,official_subunit,S043,沖縄県 米軍基地の概要,https://www.pref.okinawa.jp/heiwakichi/kichi/1017273/1017274/1025057/1029383.html,S043,archived,2026-07-11,E4,normalized_from_official_department_source,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S043 | 沖縄県 米軍基地の概要 | https://www.pref.okinawa.jp/heiwakichi/kichi/1017273/1017274/1025057/1029383.html | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B020,BATCH_CONFIRM_40,A075,沖縄防衛局,Okinawa Defense Bureau,public_institution_partner,public_institution,https://www.mod.go.jp/rdb/okinawa/index.html,official_subunit,S047,沖縄防衛局 辺野古新基地建設事業 環境影響評価書,https://www.mod.go.jp/rdb/okinawa/effort/base/evaluation/hyoukasyo.html,S047,archived,2026-07-11,E4,normalized_from_official_bureau_source,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S047 | 沖縄防衛局 辺野古新基地建設事業 環境影響評価書 | https://www.mod.go.jp/rdb/okinawa/effort/base/evaluation/hyoukasyo.html | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B021,BATCH_CONFIRM_40,A087,NPO法人世界版「平和の礎」を提案する会,Association Proposing a Global Cornerstone of Peace,local_npo,okinawa_local,https://www.ishiji.org/about,official_site,S230,概要｜世界版「平和の礎」を提案する会,https://www.ishiji.org/about,S230,archived,2026-07-13,E4,exact_actor_source_elsewhere_in_log,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S230 | 概要｜世界版「平和の礎」を提案する会 | https://www.ishiji.org/about | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B022,BATCH_CONFIRM_40,A089,沖縄県教職員組合,Okinawa Teachers Union,labor_union,okinawa_local,https://www.oki-tu.org/about_us,official_site,S105,沖教組とは,https://www.oki-tu.org/about_us,S105,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S105 | 沖教組とは | https://www.oki-tu.org/about_us | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B023,BATCH_CONFIRM_40,A090,沖縄県高等学校障害児学校教職員組合,Okinawa High School and Special Needs School Teachers Union,labor_union,okinawa_local,https://www.oki-htu.or.jp/about.php,official_site,S106,組合について：沖縄県高等学校障害児学校教職員組合,https://www.oki-htu.or.jp/about.php,S106,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S106 | 組合について：沖縄県高等学校障害児学校教職員組合 | https://www.oki-htu.or.jp/about.php | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B024,BATCH_CONFIRM_40,A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,"Japanese Trade Union Confederation, Okinawa (RENGO Okinawa)",labor_union,okinawa_local,https://www.rengo-okinawa.jp/about-us/,official_site,S107,連合沖縄とは,https://www.rengo-okinawa.jp/about-us/,S107,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S107 | 連合沖縄とは | https://www.rengo-okinawa.jp/about-us/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B025,BATCH_CONFIRM_40,A092,沖縄県労働組合総連合,Okinawa Confederation of Trade Unions,labor_union,okinawa_local,https://okinawakenroren.org/kenrorenshokai.html,official_site,S109,沖縄県労連の紹介,https://okinawakenroren.org/kenrorenshokai.html,S109,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S109 | 沖縄県労連の紹介 | https://okinawakenroren.org/kenrorenshokai.html | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B026,BATCH_CONFIRM_40,A093,全日本自治団体労働組合沖縄県本部,"All-Japan Prefectural and Municipal Workers Union, Okinawa Headquarters",labor_union,okinawa_local,https://www.jichiro.okinawa/,official_site,S110,自治労沖縄県本部,https://www.jichiro.okinawa/,S110,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S110 | 自治労沖縄県本部 | https://www.jichiro.okinawa/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B027,BATCH_CONFIRM_40,A097,宮古島環境クラブ,Miyako Island Environmental Club,local_civic_actor,okinawa_local,https://www.npo-mec.net/,official_site,S114,宮古島環境クラブ,https://www.npo-mec.net/,S114,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S114 | 宮古島環境クラブ | https://www.npo-mec.net/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B028,BATCH_CONFIRM_40,A098,特定非営利活動法人宮古島海の環境ネットワーク,Miyako Island Marine Environment Network,local_npo,okinawa_local,https://econet.jpn.org/,official_site,S115,特定非営利活動法人 宮古島 海の環境ネットワーク,https://econet.jpn.org/,S115,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S115 | 特定非営利活動法人 宮古島 海の環境ネットワーク | https://econet.jpn.org/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B029,BATCH_CONFIRM_40,A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,Liaison Council to Protect Citizens' Lives from PFAS Pollution,citizen_network,okinawa_local,https://darkwater.okinawa/about/,official_site,S116,PFAS汚染から市民の生命を守る連絡会について,https://darkwater.okinawa/about/,S116,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S116 | PFAS汚染から市民の生命を守る連絡会について | https://darkwater.okinawa/about/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B030,BATCH_CONFIRM_40,A101,沖縄・琉球弧の声を届ける会,Association to Convey Voices from Okinawa and the Ryukyu Arc,citizen_network,okinawa_local,https://ryukyukohp.jimdofree.com/,official_site,S120,沖縄・琉球弧の声を届ける会,https://ryukyukohp.jimdofree.com/,S120,failed,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S120 | 沖縄・琉球弧の声を届ける会 | https://ryukyukohp.jimdofree.com/ | archive=failed,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B031,BATCH_CONFIRM_40,A102,全国公害弁護団連絡会議,National Liaison Council of Pollution Lawsuit Lawyers,lawyers_network,japan_domestic,https://www.kogai-net.com/,official_site,S121,全国公害弁護団連絡会議,https://www.kogai-net.com/,S121,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S121 | 全国公害弁護団連絡会議 | https://www.kogai-net.com/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B032,BATCH_CONFIRM_40,A105,日本YWCA,YWCA of Japan,womens_organization,japan_domestic,https://www.ywca.or.jp/,official_site,S125,日本YWCA辺野古新基地建設声明,https://www.ywca.or.jp/wp-content/uploads/2020/05/0526.pdf,S125,archived,2026-07-11,E4,normalized_from_actor_owned_statement_domain,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S125 | 日本YWCA辺野古新基地建設声明 | https://www.ywca.or.jp/wp-content/uploads/2020/05/0526.pdf | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B033,BATCH_CONFIRM_40,A106,辺野古の海を土砂で埋めるな！首都圏連絡会,Tokyo Metropolitan Campaign: Do Not Fill the Henoko Sea with Soil,citizen_network,japan_domestic,https://henokoumeruna2018.exblog.jp/,official_site,S126,辺野古の海を土砂で埋めるな首都圏連絡会,https://henokoumeruna2018.exblog.jp/,S126,archived,2026-07-11,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S126 | 辺野古の海を土砂で埋めるな首都圏連絡会 | https://henokoumeruna2018.exblog.jp/ | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B034,BATCH_CONFIRM_40,A108,沖縄を再び戦場にさせない県民の会,Okinawa Prefectural Association to Prevent Okinawa from Becoming a Battlefield Again,citizen_network,okinawa_local,https://kenminnokai.okinawa/,official_site,S146,沖縄を再び戦場にさせない県民の会 公式サイト,https://kenminnokai.okinawa/,S146,failed,2026-07-13,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S146 | 沖縄を再び戦場にさせない県民の会 公式サイト | https://kenminnokai.okinawa/ | archive=failed,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B035,BATCH_CONFIRM_40,A110,辺野古に基地を絶対つくらせない大阪行動,Osaka Action to Absolutely Stop a Base in Henoko,citizen_group,japan_domestic,https://blog.livedoor.jp/henoko_osaka/,official_site,S153,辺野古に基地を絶対つくらせない大阪行動 公式博客,https://blog.livedoor.jp/henoko_osaka/,S153,failed,2026-07-13,E3,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S153 | 辺野古に基地を絶対つくらせない大阪行動 公式博客 | https://blog.livedoor.jp/henoko_osaka/ | archive=failed,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B036,BATCH_CONFIRM_40,A112,宮古島地下水研究会,Miyako Island Groundwater Research Group,citizen_group,okinawa_local,https://miyakojima-tikasui.com/about_us.html,official_site,S158,宮古島地下水研究会 団体概要,https://miyakojima-tikasui.com/about_us.html,S158,archived,2026-07-13,E4,actor_source_ref,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S158 | 宮古島地下水研究会 団体概要 | https://miyakojima-tikasui.com/about_us.html | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
USN07-DIR-B037,BATCH_CONFIRM_40,X006,Kadena Officers' Spouses' Club KOSC,Kadena Officers' Spouses' Club KOSC,base_spouse_club,us_origin,https://www.kadenaofficersspousesclub.com/,official_site,S075,Kadena Officers' Spouses' Club charity page,https://www.kadenaofficersspousesclub.com/charity,S075,archived,2026-07-11,E4,normalized_from_actor_source_domain,,,,如页面打开后组织名称、页面归属和类型均与本行一致，可在负责人确认后批量填 accept；有异议的行单独 revise、defer 或 reject。,S075 | Kadena Officers' Spouses' Club charity page | https://www.kadenaofficersspousesclub.com/charity | archive=archived,official_url|url_kind|page_ownership|accessibility|source_traceability,actor_position|actor_relations|funding|continuity|activity_level|influence|other_registry_fields,accept|revise|defer|reject,,,,,,
