source_row_number,pdf_page,department,office,official_mechanism_code,official_issue_field_code,program_name,program_description,partner_kind_code,partner_name,period,project_cost_thousand_jpy,planning主体,implementation主体,included_r10_relation_id,included_r10_amount_id,coverage_status,interpretation_limit
11,2,知事公室,平和祈念資 料館,2,10,沖縄戦の語り継ぎ手 養成事業,戦争体験者の高齢化に伴い、これまで平 和講話を担ってきた人材が減少しており、 次世代へ継承する後継者の育成を目的と し、養成講座を実施する。,1,特定非営利活動法人 沖縄平和協力セン ター,R6.6.12 ～ R7.3.14,"6,496",行政,一緒に,R10R010,R10AM014,selected_in_r10_purposive_sample,Source-universe row extraction only; inclusion does not approve the relation or amount.
12,2,総務部,宮古事務所 総務課,1,4,離島観光活性化促進 事業,宮古圏域への観光誘客プロモーションの 実施,3,一般社団法人宮古島 観光協会,R6.4.1 R7.3.31,"17,452",行政,行政,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
13,2,総務部,宮古事務所 総務課,4,16,宮古の産業まつり,宮古地域における特産品等の生産意欲高 揚と県産品に対する消費者意識の啓発を 図る,2,宮古島商工会議所,R6.11.23 R6.11.24,894,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
14,2,総務部,宮古事務所 総務課,1,7,宮古合同庁舎敷地内 における除草及び花 苗植え付け等業務,宮古合同庁舎の除草・花苗植え付け作業 を行い環境の美化を図る,4,社会福祉法人みやこ 福祉会,R6.4.1 ～ R7.3.31,"1,914",行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
15,2,総務部,管財課,1,7,広場内花壇管理業務,県民広場の花壇への草花の植え付け、施 肥、灌水、除草、病害虫駆除、花柄づみ、 清掃等の業務を行う,4,宇堅福祉会,R6.6.1 R7.3.31,"3,300",行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
16,2,総務部,八重山事務 所総務課,1,4,離島観光活性化促進 事業（八重山）,離島独自でまたは県全体で連携して観光 客誘客プロモーションを実施,3,（一社）八重山ビジ ターズビューロー,R6.4.1 ～ R7.3.31,"18,151",行政,行政,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
17,3,総務部,八重山事務 所総務課,8,4,八重山観光感謝のつ どい,八重山地域の振興・持続的発展のため に、官民一体となった誘客宣伝活動を実 施,3,（一社）八重山ビジ ターズビューロー,R6.10.23,309,一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
18,3,総務部,八重山事務 所総務課,4,16,八重山の産業まつり,八重山地域の産業振興・活性化を図るた め、地域の特産物等を販売するまつりを開 催,7,八重山地区商工会広 域連携協議会,R6.10.5 ～ R6.10.6,894,一緒に,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
19,3,総務部,八重山事務 所総務課,1,7,八重山合同庁舎の除 草・剪定・清掃作業の 委託,八重山合同庁舎の除草・剪定・清掃作業 を行い環境の美化を図る,2,公益社団法人石垣市 シルバー人材セン ター,R7.1.24 ～ R7.3.31,446,行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
20,3,総務部,八重山事務 所総務課,1,7,八重山合同庁舎の除 草・剪定・清掃作業の 委託,八重山合同庁舎の除草・剪定・清掃作業 を行い環境の美化を図る,2,公益社団法人石垣市 シルバー人材セン ター,R7.2.5 ～ R7.3.31,83,行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
21,3,企画部,交通政策課,1,5,離島航路船員確保・育 成支援事業委託業務 （Ｒ６）,離島住民のライフラインである離島航路に ついて、船員不足の課題解決のため、船 員の確保及び質の向上に資する支援を実 施することで、安定的・持続的な航路の確 保・維持を図り、離島の定住条件の整備を する。,7,NPO法人キャリエイト,R6.5.30 R7.3.31,"5,647",行政,行政,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
22,3,企画部,県土・跡地利 用対策課,1,16,令和６年沖縄県地価 調査業務,国土利用計画法施行令第９条の規定に基 づき、県内284地点の基準地について、単 位面積当たりの標準価格を判定し、公表 する。,2,公益社団法人 沖縄県不動産鑑定士 協会,R6.4.1 ～ R6.10.31,"22,896",行政,行政,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
23,3,企画部,県土・跡地利 用対策課,6,16,沖縄県不動産市場DI 調査,県内の不動産価格等の変動動向を不動 産取引業者へのアンケートにより調査し指 標化の上、県民に広く公表する。,2,公益社団法人 沖縄県不動産鑑定士 協会,R6.4.1 ～ R6.12.24,0,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
24,3,企画部,県土・跡地利 用対策課,5,16,「土地月間」に係る無 料相談会,土地・不動産鑑定全般についての不動産 鑑定士による無料相談会を実施し、土地 対策の重要性について県民の理解を高め る。,2,公益社団法人 沖縄 県不動産鑑定士協会,R6.10.9 ～ R6.10.9,0,一緒に,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
25,4,企画部,県土・跡地利 用対策課,5,16,「土地月間」動画配信,「令和６年地価調査結果の概要」を不動産 鑑定士が解説する動画を投稿することに より、不動産鑑定評価制度の普及および 土地対策の重要性についての県民の理解 を高める。,2,公益社団法人 沖縄 県不動産鑑定士協会,R6.10.10 ～ R6.10.31,0,一緒に,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
26,4,企画部,県土･跡地利 用対策課,1,3,地籍成果電子化業務 委託（R6）,県で保管する紙媒体の地籍調査成果の電 子化及び検索・閲覧が可能となるシステム の構築を行い、公共サービスの充実を図 る。,2,公益財団法人沖縄県 建設技術センター,R6.7.9 ～ R6.12.16,"2,156",一緒に,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
27,4,企画部,科学技術振 興課,2,15,沖縄イノベーション・エ コシステム共同研究推 進事業（出口志向型研 究支援業務）,県内大学等の研究シーズと県内外の企業 ニーズのマッチングを推進する体制づくり をし、事業化に向けた共同研究等の取組 を支援する。,2,公益財団法人沖縄科 学技術振興センター,H27.7.21 ～ R9.3.31,"84,000",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
28,4,企画部,科学技術振 興課,2,15,沖縄イノベーション・エ コシステム共同研究推 進事業（共同研究その ７）,マッチングされた県内大学等の研究シー ズと県内外企業ニーズによる、出口志向 型の共同研究等を行う。,5,学校法人 沖縄科学 技術大学院大学学園,R6.5.7 ～ R7.2.28,"4,400",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
29,4,企画部,科学技術振 興課,2,15,沖縄イノベーション・エ コシステム共同研究推 進事業（共同研究その ８）,マッチングされた県内大学等の研究シー ズと県内外企業ニーズによる、出口志向 型の共同研究等を行う。,5,学校法人 沖縄科学 技術大学院大学学園,R6.5.7 ～ R7.2.28,"4,800",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
30,4,企画部,科学技術振 興課,2,15,沖縄イノベーション・エ コシステム共同研究推 進事業（大学等共同研 究推進）委託業務,県内大学等が持つ有望な研究シーズを事 業化に繋げるため、県内大学等を中心とし た、企業や他研究機関との共同研究を推 進する。,7,SDGs×沖縄天然資 源：ウイルスや原虫に 対する創薬研究およ び食品・水産業への 展開事業共同企業体 ※「一般社団法人トロ ピカルテクノプラス」を 含む,R6.4.19 ～ R7.2.28,"18,000",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
31,4,企画部,科学技術振 興課,2,15,沖縄イノベーション・エ コシステム共同研究推 進事業（大学等共同研 究推進）委託業務,県内大学等が持つ有望な研究シーズを事 業化に繋げるため、県内大学等を中心とし た、企業や他研究機関との共同研究を推 進する。,7,沖縄県の発注に係る 沖縄イノベーション・ エコシステム共同研 究推進事業受託共同 企業体 ※「一般財団法人沖 縄県環境科学セン ター」及び「学校法人 沖縄科学技術大学院 大学学園」で構成,R6.4.19 ～ R7.2.28,"7,000",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
32,5,企画部,科学技術振 興課,2,15,沖縄イノベーション・エ コシステム共同研究推 進事業（感染症分野） 委託業務,新たな振興計画の施策目標を達成するた め、産学官金の各主体が有機的に連携 し、絶え間なくイノベーションが創出される イノベーション・エコシステムの構築に向け て、産業振興や社会課題の解決につなげ る共同研究等の推進に取り組む。本業務 においては、特に課題解決に向け支援が 求められている感染症分野における研究 促進を図る。,7,一般財団法人南西地 域産業活性化セン ター,R6.5.28 ～ R7.2.28,"25,668",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
33,5,企画部,科学技術振 興課,2,15,大学発ベンチャー創出 志向型研究支援事業,大学等の研究成果を実用化・社会実装に 効率良く繋げるため、県内大学等の優れ た研究成果等を活用した大学発ベン チャーの創出を促し、起業に向けた課題解 決支援や大学と企業のマッチング支援等 を行う。,2,公益財団法人沖縄科 学技術振興センター,R6.5.1 ～ R7.3.14,"12,220",行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
34,5,企画部,科学技術振 興課,2,15,ヒト介入試験プラット フォーム構築事業,県内健康食品等の企業が、県内で食資源 等の機能性検証（ヒト介入試験）を恒常的・ 経済的に利用できるよう、県内大学等中心 の体制を構築し、その自走化を目指す。,2,公益財団法人沖縄科 学技術振興センター,R6.4.1 ～ R7.2.28,"26,692",行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
35,5,企画部,科学技術振 興課,2,15,沖縄ライフサイエンス 研究センター入居者支 援等業務委託,入居者の事業化に関する資金調達や経営 戦略等の支援に関するコーディネートや県 内外での展示会への出展や県内外企業と のマッチング機会の提供等を行う。,2,公益財団法人沖縄科 学技術振興センター,R6.5.14 ～ R7.3.21,"4,950",行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
36,5,企画部,科学技術振 興課,2,15,令和６年度子ども科学 技術人材育成事業,子どもたちの科学技術に対する興味、関 心を高め、沖縄の科学技術、産業振興を 担う人材の育成に繋げるため、OIST、琉 球大学、沖縄高専等と連携し、科学教室、 科学教育プログラム等を実施する。,3,一般財団法人 沖縄 県公衆衛生協会,R6.5.7 ～ R7.3.14,"33,887",行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
37,5,環境部,環境再生課,1,7,令和６年度花のゆりか ご事業,県内の農林高校生等によって生産された 花苗を地域緑化や学校のために配布す る。,2,公益社団法人沖縄県 緑化推進委員会,R6.5.11 ～ R7.3.21,"1,826",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
38,5,環境部,環境再生課,1,7,令和６年度緑化推進 運動事業,第74回沖縄県植樹祭に係る業務（①式典 開催に関する業務②関係機関への案内、 通知及び参加者取りまとめ③祝辞依頼④ その他業務）の実施,2,公益社団法人沖縄県 緑化推進委員会,R6.4.18 ～ R6.6.28,"1,977",行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
39,6,環境部,環境再生課,1,7,令和6年度みどりを活 用した地域環境保全 推進事業,緑化活動を通じた地域の環境保全活動を 支援するため、緑化活動団体を対象とした 技術講習会や交流会を開催する。,2,公益社団法人沖縄県 緑化推進委員会,R6.4.1 ～ R7.3.7,"3,056",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
40,6,環境部,環境再生課,1,7,沖縄県地球温暖化防 止活動推進員活用促 進業務,沖縄県地球温暖化防止活動推進員を活 用した普及啓発を行うほか、広報等を通じ て推進員の自主的な活動を支援する。,3,一般財団法人沖縄県 公衆衛生協会,R6.6.12 ～ R7.2.28,"1,924",行政,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
41,6,環境部,環境再生課,4,7,地球温暖化防止活動 促進事業,地球温暖化対策等についてセミナーの開 催等の啓発活動を行う。,3,一般財団法人沖縄県 公衆衛生協会,R6.6.3 ～ R7.2.28,"1,500",一緒に,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
42,6,環境部,環境再生課,2,7,令和６年度沖縄県地 域環境センター管理運 営委託業務,本県の環境保全活動拠点である「沖縄県 地域環境センター」の管理運営と地域や学 校等での啓発活動を実施する。,2,公益財団法人沖縄こ どもの国,R6.4.1 ～ R7.3.31,"17,940",行政,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
43,6,環境部,環境整備課,1,7,環境教育（買い物ゲー ム）によるごみ減量化 推進委託業務,ごみの減量化を推進するため、本事業で は小学生を対象とし、買い物の模擬体験 を通して、普段購入している商品からトレイ や紙箱、ラップ、ペットボトル等多くの包装 ごみが発生し、その処理に多額の費用が かかることを示すことで、必要以上の物や 過剰包装の商品を買わない等、環境にや さしい買い物の仕方を学ぶ機会を提供す る。,3,一般社団法人沖縄リ サイクル運動市民の 会,R6.9.3 ～ R7.3.13,"1,992",行政,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
44,6,環境部,自然保護課,4,19,犬猫のいのちをつなぐ 事業補助金,犬猫のいのちをつなぐ活動に必要な経費 の一部を県が補助することにより、沖縄県 で収容した犬猫の譲渡を推進することで、 犬猫殺処分ゼロにつなげることを目的とす る。,1,特定非営利法人おき にゃあわんネットワー ク,R6.6.5 ～ R7.3.31,189,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
45,6,環境部,自然保護課,4,19,犬猫のいのちをつなぐ 事業補助金,犬猫のいのちをつなぐ活動に必要な経費 の一部を県が補助することにより、沖縄県 で収容した犬猫の譲渡を推進することで、 犬猫殺処分ゼロにつなげることを目的とす る。,8,PIPS,R6.6.10 ～ R7.3.31,262,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
46,6,環境部,自然保護課,4,19,犬猫のいのちをつなぐ 事業補助金,犬猫のいのちをつなぐ活動に必要な経費 の一部を県が補助することにより、沖縄県 で収容した犬猫の譲渡を推進することで、 犬猫殺処分ゼロにつなげることを目的とす る。,8,石垣しっぽの会,R6.9.1 ～ R7.3.29,40,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
47,7,環境部,自然保護課,4,19,犬猫のいのちをつなぐ 事業補助金,犬猫のいのちをつなぐ活動に必要な経費 の一部を県が補助することにより、沖縄県 で収容した犬猫の譲渡を推進することで、 犬猫殺処分ゼロにつなげることを目的とす る。,3,一般社団法人cloud９,R6.9.25 ～ R7.3.31,93,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
48,7,環境部,自然保護課,4,19,犬猫のいのちをつなぐ 事業補助金,犬猫のいのちをつなぐ活動に必要な経費 の一部を県が補助することにより、沖縄県 で収容した犬猫の譲渡を推進することで、 犬猫殺処分ゼロにつなげることを目的とす る。,8,リライフ,R6.9.30 ～ R7.2.28,262,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
49,7,環境部,自然保護課,4,19,犬猫のいのちをつなぐ 事業補助金,犬猫のいのちをつなぐ活動に必要な経費 の一部を県が補助することにより、沖縄県 で収容した犬猫の譲渡を推進することで、 犬猫殺処分ゼロにつなげることを目的とす る。,8,にゃんばるわんばる,R6.10.1 ～ R7.2.28,10,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
50,7,環境部,自然保護課,5,7,save the dog FUN SPACE,沖縄県内における動物愛護活動を啓発及 び推進することを目的とする。,8,動物愛護推進プロ ジェクト実行委員会,R6.6.29,0,ＮＰＯ等,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
51,7,環境部,自然保護課,5,7,動物愛護週間行事,広く県民の間に動物愛護思想の普及啓 発を図り、あわせて生命尊重、友愛および 平和の情操の涵養を図ることを目的とす る。,2,沖縄県獣医師会,R6.6.9 ～ R6.11.10,81,行政,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
52,7,環境部,自然保護課,1,7,令和６年度ノネコ等対 策事業,世界自然遺産に登録された沖縄島北部の 豊かな生態系の保全を図るため、希少野 生動物の生存の脅威となるノネコおよびノ イヌの対策を行う。,7,どうぶつたちの病院 沖縄・南西環境研究 所・野生鳥獣対策連 携センター共同企業 体,R6.4.1 ～ R7.3.21,"70,000",行政,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
53,7,環境部,自然保護課,1,7,傷病野生鳥獣救護事 業,野生動物救護獣医師及び救護施設におい て、傷病鳥獣の救護を行う。,2,公益社団法人沖縄県 獣医師会,R6.4.1 ～ R7.3.31,"1,845",行政,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
54,7,環境部,自然保護課,1,7,傷病野生鳥獣救護事 業,野生動物救護獣医師及び救護施設におい て、傷病鳥獣の救護を行う。,1,NPO法人どうぶつた ちの病院沖縄,R6.4.1 ～ R7.3.31,816,行政,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
55,7,環境部,自然保護課,1,7,傷病野生鳥獣救護事 業,野生動物救護獣医師及び救護施設におい て、傷病鳥獣の救護を行う。,8,日本野鳥の会やんば る支部、宮古野鳥の 会、カンムリワシリ サーチ,R6.4.1 ～ R7.3.31,486,行政,一緒に,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
56,8,環境部,自然保護課,4,7,沖縄県外来種防除支 援補助金,西表島における外来植物防除作業及び外 来植物防除に係る普及啓発イベント実施。,3,一般社団法人西表財 団,R6.12.3 ～ R7.2.28,528,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
57,8,環境部,自然保護課,4,7,沖縄県外来種防除支 援補助金,八重瀬町字小城における外来植物防除作 業実施。,6,八重瀬町字小城公民 館,R7.1.11 ～ R7.2.28,401,ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
58,8,環境部,動物愛護管 理センター,1,7,適正飼養普及啓発事 業にかかる調査確認 等業務委託,犬猫の譲渡に際し、適正飼養講習や追跡 調査等の補助業務等を実施する。,1,NPO法人おきにゃあ わんネットワーク,R6.4.1 ～ R7.3.31,369,行政,行政,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
59,8,環境部,動物愛護管 理センター,2,7,譲渡推進棟の飼養管 理および維持管理等 に関する業務委託,譲渡推進棟の譲渡対象犬猫、傷病鳥獣の 飼養管理、棟の清掃、維持管理、譲渡対 象犬猫のしつけ、運動等の業務を実施し、 譲渡の推進を図る。,3,一般社団法人Cloud９,R6.4.1 ～ R7.3.31,"18,452",行政,行政,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
60,8,生活福祉部,福祉政策課,1,1,地域生活定着支援事 業,高齢又は障害により福祉的な支援を必要 とする犯罪を犯した者等に対し、刑事司法 関係機関等と連携・協働しつつ、刑事上の 手続き又は身体拘束中から釈放後まで一 貫した支援を実施する。,4,社会福祉法人沖縄県 社会福祉協議会,R6.4.1 ～ R7.3.31,"39,988",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
61,8,生活福祉部,福祉政策課,4,1,福祉活動指導員設置 費,社会福祉増進を目的に活動する福祉活動 指導員設置に要する経費を補助し、県社 協の体制を強化することで民間社会福祉 活動の充実と発展を図る。,4,社会福祉法人沖縄県 社会福祉協議会,S47 ～ 終期未定,"25,062",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
62,8,生活福祉部,福祉政策課,4,1,日常生活自立支援事 業,認知症高齢者、知的障害者、精神障害者 等のうち判断能力が十分でない者が地域 において自立した生活を送ることができる よう、福祉サービスの適切な利用のための 一連の援助を行う。,4,社会福祉法人沖縄県 社会福祉協議会,R6.4.1 ～ R7.3.31,"100,182",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
63,8,生活福祉部,福祉政策課,4,1,運営適正化委員会設 置運営事業,福祉サービス提供方法の利用契約制度化 に伴い、利用者保護及び日常生活自立支 援事業の適正な運営を確保するため、社 会福祉法第83条に基づき県社協に設置さ れる第三者機関「運営適正化委員会」の 運営経費を補助する。,4,社会福祉法人沖縄県 社会福祉協議会,R6.4.1 ～ R7.3.31,"8,066",ＮＰＯ等,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
64,9,生活福祉部,福祉政策課,1,1,再犯防止推進事業,市町村に対する施策の企画立案支援等。 市町村に対する理解促進・人材育成。犯 罪をした者に対する再犯防止相談窓口の 設置等。,4,社会福祉法人沖縄県 社会福祉協議会,R6.4.1 ～ R7.3.31,"3,000",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
65,9,生活福祉部,福祉政策課,1,1,民生委員・児童委員研 修事業,民生委員・児童委員の資質向上を図るた め、研修を階層別に実施する。,4,社会福祉法人沖縄県 社会福祉協議会,R6.4.1 ～ R7.3.31,"2,368",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
66,9,生活福祉部,福祉政策課,4,1,社会福祉協議会県費 補助金（県民児協運営 費）,民生委員・児童委員の活動に必要な全国 民生委員児童委員連合会分担金及び全 国民生委員互助共励事業会費を補助する,4,社会福祉法人沖縄県 社会福祉協議会,R6.4.1 ～ R7.3.31,"4,142",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
67,9,生活福祉部,福祉政策課,4,1,社会福祉協議会県費 補助金（地区民生委員 活動推進事業費）,地区民生委員児童委員協議会へ補助を 行い、民生委員・児童委員の活動を支援 する。,4,社会福祉法人沖縄県 社会福祉協議会,R6.4.1 ～ R7.3.31,"19,250",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
68,9,生活福祉部,福祉政策課,1,1,沖縄県福祉人材研修 センター事業,資質の高い福祉人材を確保するとともに、 専門的知識・意欲等を高め、県民のニー ズに対応した適切な福祉サービスを提供 することを目的に、社会福祉事業等への 就業援助や研修等を実施する。,4,沖縄県社会福祉協議 会,R6.4.1 ～ R7.3.31,"62,155",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
69,9,生活福祉部,福祉政策課,4,1,生涯現役活躍支援事 業,県社会福祉協議会が運営する「沖縄県ボ ランティア・市民活動支援センター」の運営 費を補助し、ボランティア活動の振興を図 ることで、地域において互いに支え、助け 合う地域福祉社会の実現を促進する。,4,沖縄県社会福祉協議 会,R6.4.1 ～ R7.3.31,"5,250",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
70,9,生活福祉部,福祉政策課,4,1,災害ボランティアセン ター設置運営研修等 支援事業,沖縄県社会福祉協議会が実施する災害ボ ランティアセンター設置運営等の研修や訓 練にかかる運営費を補助し、市町村社協 の災害ボランティアセンターの設置運営能 力向上を図る。,4,沖縄県社会福祉協議 会,R6.4.1 ～ R7.3.31,"4,750",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
71,9,生活福祉部,福祉政策課,1,8,災害時福祉支援体制 整備事業,災害時における高齢者等の災害時要配慮 者の避難支援及び福祉支援体制の整備・ 維持を図るため、災害派遣福祉チームの 組成や災害福祉支援ネットワークの構築 を図る。,4,社会福祉法人沖縄県 社会福祉協議会,R6.4.1 ～ R7.3.31,"7,100",一緒に,ＮＰＯ等,,,not_selected,Source-universe row extraction only; inclusion does not approve the relation or amount.
