partner_display_label_id,partner_name_display_alias_machine,source_row_count,raw_source_literal_variant_count,department_count,mechanism_count,issue_field_count,dominant_mechanism_code,dominant_mechanism_label,department_names,mechanism_codes,issue_field_codes,source_row_numbers,contains_official_composite_cell,identity_status,interpretation_limit
S002PL214,特定非営利活動法人沖縄県工芸産業協働センター,2,1,1,1,1,2,提案型公募による委託,商工労働部,2,16,370;371,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL217,一般社団法人OTTOP,2,1,1,1,1,4,補助,文化観光スポーツ部,4,4,375;377,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL219,公益財団法人沖縄県産業振興公社,2,1,1,1,1,1,委託,文化観光スポーツ部,1,4,382;384,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL221,公益財団法人沖縄県文化振興会,2,1,1,1,2,1,委託,文化観光スポーツ部,1,4;6,386;409,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL244,公益財団法人国立劇場おきなわ運営財団,2,1,2,2,2,1,委託,教育庁;文化観光スポーツ部,1;5,2;6,410;561,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL249,沖縄県空手道連盟,2,1,1,1,1,6,後援,文化観光スポーツ部,6,6,422;424,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL264,一般財団法人日本建設情報総合センター,2,1,1,1,1,1,委託,土木建築部,1,14,444;446,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL267,一般財団法人建設業情報管理センター,2,1,1,1,1,1,委託,土木建築部,1,16,450;451,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL275,NPO法人バリアフリーネットワーク会議,2,1,1,2,2,8,事業協力,土木建築部,8;10,3;6,465;467,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL276,社会福祉法人豊饒会,2,1,1,1,1,1,委託,土木建築部,1,3,468;471,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL279,公益社団法人うるま市シルバー人材センター,2,2,2,2,2,1,委託,土木建築部;教育庁,1;3,2;17,475;566,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL300,一般社団法人沖縄県女性連合会,2,1,1,1,1,4,補助,教育庁,4,2,520;531,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL315,社会福祉法人沖縄県共同募金会,2,1,1,1,1,6,後援,教育庁,6,4,538;540,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL316,沖縄県高等学校PTA連合会,2,2,1,2,2,4,補助,教育庁,4;6,2;13,539;552,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL322,クラフトフェア沖縄実行委員,2,1,1,1,1,6,後援,教育庁,6,6,549;556,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL347,全日本ピアノ指導者協会沖縄支部,2,1,1,1,1,6,後援,教育庁,6,6,583;586,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL051,一般社団法人Kukuru,2,1,1,2,1,1,委託,生活福祉部,1;2,1,76;78,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL009,公益財団法人沖縄県平和祈念財団,2,1,2,2,1,1,委託,土木建築部;知事公室,1;3,10,9;496,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL060,社会福祉法人若竹福祉会,2,2,1,1,2,1,委託,生活福祉部,1,1;17,95;133,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL001,新外交イニシアティブ,1,1,1,1,1,2,提案型公募による委託,知事公室,2,10,1,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL064,公益社団法人沖縄県手をつなぐ育成会,1,1,1,1,1,1,委託,生活福祉部,1,1,100,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL065,特定非営利活動法人沖縄県脊髄損傷者協会,1,1,1,1,1,1,委託,生活福祉部,1,1,101,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL069,特定非営利活動法人沖縄県自立生活センター・イルカ,1,1,1,1,1,4,補助,生活福祉部,4,1,109,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL070,全国パーキンソン病友の会沖縄県支部,1,1,1,1,1,4,補助,生活福祉部,4,1,110,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL072,NPO法人沖縄県脊髄損傷者協会,1,1,1,1,1,4,補助,生活福祉部,4,1,113,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL073,一般社団法人セレニティパークジャパン沖縄,1,1,1,1,1,4,補助,生活福祉部,4,1,114,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL074,沖縄県手話通訳問題研究会,1,1,1,1,1,4,補助,生活福祉部,4,1,115,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL075,一般社団法人沖縄県聴覚障害者協会,1,1,1,1,1,1,委託,生活福祉部,1,1,117,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL076,一般社団法人沖縄県言語聴覚士会,1,1,1,1,1,1,委託,生活福祉部,1,1,119,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL011,一般社団法人宮古島観光協会,1,1,1,1,1,1,委託,総務部,1,4,12,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL078,社会福祉法人聴力障害者情報文化センター,1,1,1,1,1,1,委託,生活福祉部,1,1,121,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL080,公益財団法人沖縄県精神保健福祉会連合会,1,1,1,1,1,1,委託,生活福祉部,1,1,123,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL082,社会福祉法人残波かりゆし会,1,1,1,1,1,1,委託,生活福祉部,1,1,126,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL012,宮古島商工会議所,1,1,1,1,1,4,補助,総務部,4,16,13,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL083,社会福祉法人名護学院,1,1,1,1,1,1,委託,生活福祉部,1,17,131,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL084,医療法人一灯の会,1,1,1,1,1,1,委託,生活福祉部,1,17,132,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL085,医療法人陽和会,1,1,1,1,1,1,委託,生活福祉部,1,17,134,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL086,社会福祉法人わしの里,1,1,1,1,1,1,委託,生活福祉部,1,17,136,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL087,特定非営利活動法人消費者センター沖縄,1,1,1,1,1,1,委託,生活福祉部,1,18,137,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
S002PL090,沖縄県計量協会,1,1,1,1,1,5,共催,生活福祉部,5,18,142,no,machine_display_alias_only_not_actor_identity,"Repeated source label; not an organization count, registry crosswalk, or network-centrality claim."
