partner_display_label_id,partner_name_display_alias_machine,department_display_machine,source_row_count,mechanism_codes,issue_field_codes,source_row_numbers,edge_semantics,identity_status,human_gate,interpretation_limit
S002PL021,公益財団法人沖縄科学技術振興センター,企画部,4,2,15,27;33;34;35,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL022,学校法人沖縄科学技術大学院大学学園,企画部,2,2,15,28;29,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL023,SDGs×沖縄天然資源:ウイルスや原虫に対する創薬研究および食品・水産業への展開事業共同企業体※「一般社団法人トロピカルテクノプラス」を含む,企画部,1,2,15,30,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL024,沖縄県の発注に係る沖縄イノベーション・エコシステム共同研究推進事業受託共同企業体※「一般財団法人沖縄県環境科学センター」及び「学校法人沖縄科学技術大学院大学学園」で構成,企画部,1,2,15,31,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL025,一般財団法人南西地域産業活性化センター,企画部,1,2,15,32,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL026,一般財団法人沖縄県公衆衛生協会,企画部,1,2,15,36,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL046,社会福祉法人沖縄県社会福祉協議会,保健医療介護部,3,1,1,292;314;317,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL049,特定非営利活動法人介護と福祉の調査機関おきなわ,保健医療介護部,2,1,1,325;327,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL050,一般社団法人沖縄県社会福祉士会,保健医療介護部,3,1,1,269;291;321,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL052,公益社団法人沖縄県看護協会,保健医療介護部,13,1,1,268;288;295;303;304;305;306;307;308;309;310;322;323,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL123,公益社団法人沖縄県小児保健協会,保健医療介護部,1,1,1,265,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL133,一般社団法人沖縄県医師会,保健医療介護部,9,1;4;5,1,217;220;222;223;224;255;258;272;299,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL135,NPO法人アンビシャス,保健医療介護部,6,1;4;7;8;9,1,214;215;233;236;252;253,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL136,一般社団法人おきなわASK,保健医療介護部,2,1;9,1,216;254,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL137,一般社団法人沖縄県医師会ほか7地区医師会,保健医療介護部,1,1,1,218,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL138,特定非営利活動法人災害医療ACT研究所,保健医療介護部,1,1,8,219,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL139,公益社団法人地域医療振興協会,保健医療介護部,1,1,1,221,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL140,一般社団法人沖縄県薬剤師会,保健医療介護部,5,1;4,1,225;226;227;228;289,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL141,公益財団法人沖縄県生活衛生営業指導センター,保健医療介護部,2,1;4,19,229;230,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL142,沖縄県薬物乱用防止協会,保健医療介護部,1,1,9,231,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL143,一般財団法人沖縄県薬剤師会,保健医療介護部,1,1,1,232,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL144,NPO法人すこやかネット,保健医療介護部,1,1,7,234,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL145,一般財団法人沖縄美ら島財団,保健医療介護部,1,8,1,235,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL146,NPO法人子ども医療支援わらびの会,保健医療介護部,1,4,1,237,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL147,一般社団法人沖縄県公認心理師協会,保健医療介護部,1,1,1,238,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL148,一般社団法人日本産業カウンセラー協会沖縄支部,保健医療介護部,1,1,1,239,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL149,NPO法人はじめました。,保健医療介護部,1,1,1,240,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL150,社会福祉法人沖縄いのちの電話,保健医療介護部,1,4,1,241,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL151,一般社団法人那覇市医師会,保健医療介護部,1,4,1,242,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL152,医療法人タピック沖縄リハビリテーションセンター病院,保健医療介護部,1,1,1,243,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL153,沖縄県医療生活協同組合沖縄協同病院,保健医療介護部,1,1,1,244,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL154,(公財)沖縄県保健医療福祉事業団,保健医療介護部,1,1,1,245,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL155,沖縄愛楽園自治会,保健医療介護部,1,9,10,246,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL156,一般財団法人沖縄県精神保健福祉協会,保健医療介護部,2,1;4,1,247;249,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL157,沖縄県精神科病院協会,保健医療介護部,1,1,1,248,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL158,nankr沖縄,保健医療介護部,1,1,1,250,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL159,沖縄県原爆被爆者協議会,保健医療介護部,1,4,1,251,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL160,一般社団法人沖縄県食品衛生協会,保健医療介護部,1,1,1,256,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL161,沖縄県食生活改善推進員連絡協議会,保健医療介護部,1,1,1,257,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL162,一般社団法人沖縄県歯科医師会,保健医療介護部,6,1;5;8,1,259;261;266;267;274;290,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL163,一般社団法人那覇地区薬剤師会,保健医療介護部,1,8,1,260,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL164,公益社団法人沖縄県栄養士会,保健医療介護部,1,8,1,262,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL165,一般社団法人沖縄県歯科衛生士会,保健医療介護部,2,1,1,263;264,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL166,特定非営利活動法人全国コミュニティーライフサポートセンター,保健医療介護部,1,1,1,270,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL167,公益財団法人沖縄県老人クラブ連合会,保健医療介護部,1,4,1,271,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL168,一般社団法人沖縄県医療ソーシャルワーカー協会,保健医療介護部,1,1,1,273,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
S002PL169,公益社団法人沖縄県理学療法士協会,保健医療介護部,2,1,1,275;276,source_label_x_department_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Department visibility is source-row cooccurrence, not organizational dependence or stable partnership."
