source_row_uid,source_id,source_title,fiscal_year,source_row_number,pdf_page,department_source_text,department_display_machine,office_source_text,office_display_machine,official_mechanism_code,official_mechanism_label,official_mechanism_definition,mechanism_analytical_family,official_issue_field_code,official_issue_field_label,program_name_source_text,program_name_display_machine,program_description_source_text,partner_kind_code,partner_kind_label,partner_name_source_text,partner_name_display_alias_machine,partner_display_label_id,partner_cell_scope,period_source_text,project_cost_thousand_jpy_source_text,project_cost_thousand_jpy_numeric,project_cost_presence,planning主体_source_text,implementation主体_source_text,r10_purposive_sample_status,r10_purposive_relation_id,r10_purposive_amount_id,identity_crosswalk_status,relation_edge_status,amount_semantics,interpretation_limit
S002-R0011,S002,令和6年度「NPO等との協働実績調査」,2024,11,2,知事公室,知事公室,平和祈念資 料館,平和祈念資料館,2,提案型公募による委託,提案型公募による委託,proposal_based_delegated_program,10,人権の擁護又は平和の推進を図る事業,沖縄戦の語り継ぎ手 養成事業,沖縄戦の語り継ぎ手養成事業,戦争体験者の高齢化に伴い、これまで平 和講話を担ってきた人材が減少しており、 次世代へ継承する後継者の育成を目的と し、養成講座を実施する。,1,特定非営利活動法人（NPO法人）,特定非営利活動法人 沖縄平和協力セン ター,特定非営利活動法人沖縄平和協力センター,S002PL010,source_partner_name_cell_unsplit,R6.6.12 ～ R7.3.14,"6,496",6496,positive,行政,一緒に,selected,R10R010,R10AM014,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0012,S002,令和6年度「NPO等との協働実績調査」,2024,12,2,総務部,総務部,宮古事務所 総務課,宮古事務所総務課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,4,観光の振興を図る事業,離島観光活性化促進 事業,離島観光活性化促進事業,宮古圏域への観光誘客プロモーションの 実施,3,営利を目的としない一般社団又は一般財団法人,一般社団法人宮古島 観光協会,一般社団法人宮古島観光協会,S002PL011,source_partner_name_cell_unsplit,R6.4.1 R7.3.31,"17,452",17452,positive,行政,行政,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0013,S002,令和6年度「NPO等との協働実績調査」,2024,13,2,総務部,総務部,宮古事務所 総務課,宮古事務所総務課,4,補助,補助金・助成金の支給又は物的支援,subsidy_assistance_or_in_kind,16,経済活動の活性化を図る事業,宮古の産業まつり,宮古の産業まつり,宮古地域における特産品等の生産意欲高 揚と県産品に対する消費者意識の啓発を 図る,2,公益社団又は公益財団法人,宮古島商工会議所,宮古島商工会議所,S002PL012,source_partner_name_cell_unsplit,R6.11.23 R6.11.24,894,894,positive,ＮＰＯ等,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0014,S002,令和6年度「NPO等との協働実績調査」,2024,14,2,総務部,総務部,宮古事務所 総務課,宮古事務所総務課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,7,環境の保全を図る事業,宮古合同庁舎敷地内 における除草及び花 苗植え付け等業務,宮古合同庁舎敷地内における除草及び花苗植え付け等業務,宮古合同庁舎の除草・花苗植え付け作業 を行い環境の美化を図る,4,社会福祉法人,社会福祉法人みやこ 福祉会,社会福祉法人みやこ福祉会,S002PL013,source_partner_name_cell_unsplit,R6.4.1 ～ R7.3.31,"1,914",1914,positive,行政,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0015,S002,令和6年度「NPO等との協働実績調査」,2024,15,2,総務部,総務部,管財課,管財課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,7,環境の保全を図る事業,広場内花壇管理業務,広場内花壇管理業務,県民広場の花壇への草花の植え付け、施 肥、灌水、除草、病害虫駆除、花柄づみ、 清掃等の業務を行う,4,社会福祉法人,宇堅福祉会,宇堅福祉会,S002PL014,source_partner_name_cell_unsplit,R6.6.1 R7.3.31,"3,300",3300,positive,行政,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0016,S002,令和6年度「NPO等との協働実績調査」,2024,16,2,総務部,総務部,八重山事務 所総務課,八重山事務所総務課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,4,観光の振興を図る事業,離島観光活性化促進 事業（八重山）,離島観光活性化促進事業(八重山),離島独自でまたは県全体で連携して観光 客誘客プロモーションを実施,3,営利を目的としない一般社団又は一般財団法人,（一社）八重山ビジ ターズビューロー,(一社)八重山ビジターズビューロー,S002PL015,source_partner_name_cell_unsplit,R6.4.1 ～ R7.3.31,"18,151",18151,positive,行政,行政,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0017,S002,令和6年度「NPO等との協働実績調査」,2024,17,3,総務部,総務部,八重山事務 所総務課,八重山事務所総務課,8,事業協力,共催以外の形態で協力・連携,program_cooperation,4,観光の振興を図る事業,八重山観光感謝のつ どい,八重山観光感謝のつどい,八重山地域の振興・持続的発展のため に、官民一体となった誘客宣伝活動を実 施,3,営利を目的としない一般社団又は一般財団法人,（一社）八重山ビジ ターズビューロー,(一社)八重山ビジターズビューロー,S002PL015,source_partner_name_cell_unsplit,R6.10.23,309,309,positive,一緒に,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0018,S002,令和6年度「NPO等との協働実績調査」,2024,18,3,総務部,総務部,八重山事務 所総務課,八重山事務所総務課,4,補助,補助金・助成金の支給又は物的支援,subsidy_assistance_or_in_kind,16,経済活動の活性化を図る事業,八重山の産業まつり,八重山の産業まつり,八重山地域の産業振興・活性化を図るた め、地域の特産物等を販売するまつりを開 催,7,JV（複数の異なる団体等が共同で事業を行う組織）,八重山地区商工会広 域連携協議会,八重山地区商工会広域連携協議会,S002PL016,official_JV_or_multi_party_source_cell_unsplit,R6.10.5 ～ R6.10.6,894,894,positive,一緒に,一緒に,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0019,S002,令和6年度「NPO等との協働実績調査」,2024,19,3,総務部,総務部,八重山事務 所総務課,八重山事務所総務課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,7,環境の保全を図る事業,八重山合同庁舎の除 草・剪定・清掃作業の 委託,八重山合同庁舎の除草・剪定・清掃作業の委託,八重山合同庁舎の除草・剪定・清掃作業 を行い環境の美化を図る,2,公益社団又は公益財団法人,公益社団法人石垣市 シルバー人材セン ター,公益社団法人石垣市シルバー人材センター,S002PL017,source_partner_name_cell_unsplit,R7.1.24 ～ R7.3.31,446,446,positive,行政,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0020,S002,令和6年度「NPO等との協働実績調査」,2024,20,3,総務部,総務部,八重山事務 所総務課,八重山事務所総務課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,7,環境の保全を図る事業,八重山合同庁舎の除 草・剪定・清掃作業の 委託,八重山合同庁舎の除草・剪定・清掃作業の委託,八重山合同庁舎の除草・剪定・清掃作業 を行い環境の美化を図る,2,公益社団又は公益財団法人,公益社団法人石垣市 シルバー人材セン ター,公益社団法人石垣市シルバー人材センター,S002PL017,source_partner_name_cell_unsplit,R7.2.5 ～ R7.3.31,83,83,positive,行政,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0021,S002,令和6年度「NPO等との協働実績調査」,2024,21,3,企画部,企画部,交通政策課,交通政策課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,5,農山漁村又は離島・過疎地域の振興を図る事業,離島航路船員確保・育 成支援事業委託業務 （Ｒ６）,離島航路船員確保・育成支援事業委託業務(R6),離島住民のライフラインである離島航路に ついて、船員不足の課題解決のため、船 員の確保及び質の向上に資する支援を実 施することで、安定的・持続的な航路の確 保・維持を図り、離島の定住条件の整備を する。,7,JV（複数の異なる団体等が共同で事業を行う組織）,NPO法人キャリエイト,NPO法人キャリエイト,S002PL018,official_JV_or_multi_party_source_cell_unsplit,R6.5.30 R7.3.31,"5,647",5647,positive,行政,行政,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0022,S002,令和6年度「NPO等との協働実績調査」,2024,22,3,企画部,企画部,県土・跡地利 用対策課,県土・跡地利用対策課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,16,経済活動の活性化を図る事業,令和６年沖縄県地価 調査業務,令和6年沖縄県地価調査業務,国土利用計画法施行令第９条の規定に基 づき、県内284地点の基準地について、単 位面積当たりの標準価格を判定し、公表 する。,2,公益社団又は公益財団法人,公益社団法人 沖縄県不動産鑑定士 協会,公益社団法人沖縄県不動産鑑定士協会,S002PL019,source_partner_name_cell_unsplit,R6.4.1 ～ R6.10.31,"22,896",22896,positive,行政,行政,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0023,S002,令和6年度「NPO等との協働実績調査」,2024,23,3,企画部,企画部,県土・跡地利 用対策課,県土・跡地利用対策課,6,後援,NPO等の事業を後援という形で支援,endorsement_or_support,16,経済活動の活性化を図る事業,沖縄県不動産市場DI 調査,沖縄県不動産市場DI調査,県内の不動産価格等の変動動向を不動 産取引業者へのアンケートにより調査し指 標化の上、県民に広く公表する。,2,公益社団又は公益財団法人,公益社団法人 沖縄県不動産鑑定士 協会,公益社団法人沖縄県不動産鑑定士協会,S002PL019,source_partner_name_cell_unsplit,R6.4.1 ～ R6.12.24,0,0,zero,ＮＰＯ等,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0024,S002,令和6年度「NPO等との協働実績調査」,2024,24,3,企画部,企画部,県土・跡地利 用対策課,県土・跡地利用対策課,5,共催,NPO等と共催という形で実施,cohosting,16,経済活動の活性化を図る事業,「土地月間」に係る無 料相談会,「土地月間」に係る無料相談会,土地・不動産鑑定全般についての不動産 鑑定士による無料相談会を実施し、土地 対策の重要性について県民の理解を高め る。,2,公益社団又は公益財団法人,公益社団法人 沖縄 県不動産鑑定士協会,公益社団法人沖縄県不動産鑑定士協会,S002PL019,source_partner_name_cell_unsplit,R6.10.9 ～ R6.10.9,0,0,zero,一緒に,一緒に,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0025,S002,令和6年度「NPO等との協働実績調査」,2024,25,4,企画部,企画部,県土・跡地利 用対策課,県土・跡地利用対策課,5,共催,NPO等と共催という形で実施,cohosting,16,経済活動の活性化を図る事業,「土地月間」動画配信,「土地月間」動画配信,「令和６年地価調査結果の概要」を不動産 鑑定士が解説する動画を投稿することに より、不動産鑑定評価制度の普及および 土地対策の重要性についての県民の理解 を高める。,2,公益社団又は公益財団法人,公益社団法人 沖縄 県不動産鑑定士協会,公益社団法人沖縄県不動産鑑定士協会,S002PL019,source_partner_name_cell_unsplit,R6.10.10 ～ R6.10.31,0,0,zero,一緒に,一緒に,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0026,S002,令和6年度「NPO等との協働実績調査」,2024,26,4,企画部,企画部,県土･跡地利 用対策課,県土・跡地利用対策課,1,委託,NPO等へ業務委託を行った事業,delegated_public_program,3,地域づくりの推進を図る事業,地籍成果電子化業務 委託（R6）,地籍成果電子化業務委託(R6),県で保管する紙媒体の地籍調査成果の電 子化及び検索・閲覧が可能となるシステム の構築を行い、公共サービスの充実を図 る。,2,公益社団又は公益財団法人,公益財団法人沖縄県 建設技術センター,公益財団法人沖縄県建設技術センター,S002PL020,source_partner_name_cell_unsplit,R6.7.9 ～ R6.12.16,"2,156",2156,positive,一緒に,一緒に,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0027,S002,令和6年度「NPO等との協働実績調査」,2024,27,4,企画部,企画部,科学技術振 興課,科学技術振興課,2,提案型公募による委託,提案型公募による委託,proposal_based_delegated_program,15,科学技術及び研究活動の振興を図る事業,沖縄イノベーション・エ コシステム共同研究推 進事業（出口志向型研 究支援業務）,沖縄イノベーション・エコシステム共同研究推進事業(出口志向型研究支援業務),県内大学等の研究シーズと県内外の企業 ニーズのマッチングを推進する体制づくり をし、事業化に向けた共同研究等の取組 を支援する。,2,公益社団又は公益財団法人,公益財団法人沖縄科 学技術振興センター,公益財団法人沖縄科学技術振興センター,S002PL021,source_partner_name_cell_unsplit,H27.7.21 ～ R9.3.31,"84,000",84000,positive,一緒に,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0028,S002,令和6年度「NPO等との協働実績調査」,2024,28,4,企画部,企画部,科学技術振 興課,科学技術振興課,2,提案型公募による委託,提案型公募による委託,proposal_based_delegated_program,15,科学技術及び研究活動の振興を図る事業,沖縄イノベーション・エ コシステム共同研究推 進事業（共同研究その ７）,沖縄イノベーション・エコシステム共同研究推進事業(共同研究その7),マッチングされた県内大学等の研究シー ズと県内外企業ニーズによる、出口志向 型の共同研究等を行う。,5,学校法人、医療法人等上記1～4以外の非営利法人,学校法人 沖縄科学 技術大学院大学学園,学校法人沖縄科学技術大学院大学学園,S002PL022,source_partner_name_cell_unsplit,R6.5.7 ～ R7.2.28,"4,400",4400,positive,ＮＰＯ等,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0029,S002,令和6年度「NPO等との協働実績調査」,2024,29,4,企画部,企画部,科学技術振 興課,科学技術振興課,2,提案型公募による委託,提案型公募による委託,proposal_based_delegated_program,15,科学技術及び研究活動の振興を図る事業,沖縄イノベーション・エ コシステム共同研究推 進事業（共同研究その ８）,沖縄イノベーション・エコシステム共同研究推進事業(共同研究その8),マッチングされた県内大学等の研究シー ズと県内外企業ニーズによる、出口志向 型の共同研究等を行う。,5,学校法人、医療法人等上記1～4以外の非営利法人,学校法人 沖縄科学 技術大学院大学学園,学校法人沖縄科学技術大学院大学学園,S002PL022,source_partner_name_cell_unsplit,R6.5.7 ～ R7.2.28,"4,800",4800,positive,ＮＰＯ等,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0030,S002,令和6年度「NPO等との協働実績調査」,2024,30,4,企画部,企画部,科学技術振 興課,科学技術振興課,2,提案型公募による委託,提案型公募による委託,proposal_based_delegated_program,15,科学技術及び研究活動の振興を図る事業,沖縄イノベーション・エ コシステム共同研究推 進事業（大学等共同研 究推進）委託業務,沖縄イノベーション・エコシステム共同研究推進事業(大学等共同研究推進)委託業務,県内大学等が持つ有望な研究シーズを事 業化に繋げるため、県内大学等を中心とし た、企業や他研究機関との共同研究を推 進する。,7,JV（複数の異なる団体等が共同で事業を行う組織）,SDGs×沖縄天然資 源：ウイルスや原虫に 対する創薬研究およ び食品・水産業への 展開事業共同企業体 ※「一般社団法人トロ ピカルテクノプラス」を 含む,SDGs×沖縄天然資源:ウイルスや原虫に対する創薬研究および食品・水産業への展開事業共同企業体※「一般社団法人トロピカルテクノプラス」を含む,S002PL023,official_JV_or_multi_party_source_cell_unsplit,R6.4.19 ～ R7.2.28,"18,000",18000,positive,ＮＰＯ等,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
S002-R0031,S002,令和6年度「NPO等との協働実績調査」,2024,31,4,企画部,企画部,科学技術振 興課,科学技術振興課,2,提案型公募による委託,提案型公募による委託,proposal_based_delegated_program,15,科学技術及び研究活動の振興を図る事業,沖縄イノベーション・エ コシステム共同研究推 進事業（大学等共同研 究推進）委託業務,沖縄イノベーション・エコシステム共同研究推進事業(大学等共同研究推進)委託業務,県内大学等が持つ有望な研究シーズを事 業化に繋げるため、県内大学等を中心とし た、企業や他研究機関との共同研究を推 進する。,7,JV（複数の異なる団体等が共同で事業を行う組織）,沖縄県の発注に係る 沖縄イノベーション・ エコシステム共同研 究推進事業受託共同 企業体 ※「一般財団法人沖 縄県環境科学セン ター」及び「学校法人 沖縄科学技術大学院 大学学園」で構成,沖縄県の発注に係る沖縄イノベーション・エコシステム共同研究推進事業受託共同企業体※「一般財団法人沖縄県環境科学センター」及び「学校法人沖縄科学技術大学院大学学園」で構成,S002PL024,official_JV_or_multi_party_source_cell_unsplit,R6.4.19 ～ R7.2.28,"7,000",7000,positive,ＮＰＯ等,ＮＰＯ等,not_selected,,,machine_display_alias_only_not_actor_identity,source_universe_row_not_relation_edge,whole_program_project_cost_not_actor_payment_or_award,"Authoritative mechanical source-row extraction; no registry merge, relation approval, actor payment, alliance, or political stance inference."
