actor_id,canonical_name,actor_class_original,actor_class_term_status,analysis_family_v1,family_mapping_status,origin_type,evidence_level,review_status_original,review_status_term_status,human_decision,interpretation_limit
A001,Okinawa Environmental Justice Project,international_advocacy_actor,schema_term,跨国 NGO／国际倡议,rule_applied,mixed_or_network,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,labor_union_federation,out_of_schema_term,劳工／教育组织,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A092,沖縄県労働組合総連合,labor_union_federation,out_of_schema_term,劳工／教育组织,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A093,全日本自治団体労働組合沖縄県本部,labor_union,out_of_schema_term,劳工／教育组织,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A095,止めよう「自衛隊配備」宮古郡民の会,citizen_group,schema_term,冲绳本地公民行动,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A096,宮古平和運動連絡協議会,citizen_network,schema_term,冲绳本地公民行动,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A097,宮古島環境クラブ,local_civic_actor,schema_term,冲绳本地公民行动,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A098,特定非営利活動法人宮古島海の環境ネットワーク,local_npo,schema_term,冲绳本地公民行动,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,citizen_network,schema_term,冲绳本地公民行动,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A100,ミサイル配備から命を守るうるま市民の会,citizen_group,schema_term,冲绳本地公民行动,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A101,沖縄・琉球弧の声を届ける会,citizen_network,schema_term,冲绳本地公民行动,rule_applied,okinawa_local,E4,ai_seeded,schema_term,,analysis-only mapping; actor registry is unchanged
A102,全国公害弁護団連絡会議,lawyers_network,schema_term,法律／制度程序,rule_applied,japan_domestic,E4,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A103,全国基地爆音訴訟原告団連絡会議,citizen_network,schema_term,冲绳本地公民行动,rule_applied,japan_domestic,E4,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A104,普天間基地爆音訴訟弁護団,lawyers_network,schema_term,法律／制度程序,rule_applied,okinawa_local,E4,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A105,日本YWCA,womens_or_human_rights_ngo,out_of_schema_term,女性／人权／社区,rule_applied,japan_domestic,E4,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A106,辺野古の海を土砂で埋めるな！首都圏連絡会,citizen_network,schema_term,冲绳本地公民行动,rule_applied,japan_domestic,E4,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A107,沖縄YWCA,womens_or_human_rights_ngo,out_of_schema_term,女性／人权／社区,rule_applied,okinawa_local,E3,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A108,沖縄を再び戦場にさせない県民の会,citizen_network,schema_term,冲绳本地公民行动,rule_applied,okinawa_local,E4,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A109,第4次嘉手納基地爆音差止訴訟弁護団,lawyers_network,schema_term,法律／制度程序,rule_applied,okinawa_local,E4,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A110,辺野古に基地を絶対つくらせない大阪行動,citizen_group,schema_term,冲绳本地公民行动,rule_applied,japan_domestic,E3,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
A111,沖縄県女性団体連絡協議会,womens_or_community_organization,out_of_schema_term,女性／人权／社区,rule_applied,okinawa_local,E4,human_checked,schema_term,,analysis-only mapping; actor registry is unchanged
