anchor_id,case_id,metric,level,period_start,period_end,period_semantics,value,value_text,unit,currency,definition,denominator_id,source_receipt_ids,exact_locator,anchor_status,observed_local,gap_type,null_model,allowed_claim,prohibited_inference,review_status
W2B-A014,USO,geographic_operating_regions,global,2024-01-01,2024-12-31,calendar_year,5,"Indo-Pacific; EMEA; US-North; US-Southeast; US-West",regions,,"USO's five-region global operating structure.",,W2B-SR004,"Global Impact Report PDF p.14, paragraph beginning 'USO global operations are organized'",official_primary_candidate,,none,"None.","USO reported organizing global operations into five geographic regions in 2024, including Indo-Pacific.","Do not treat a geographic operating region as a separate legal entity.",ai_seeded
W2B-A015,USO,indo_pacific_center_count,Indo_Pacific,2026-08-22,2026-08-22,web_observation_snapshot,24,"24 USO Centers",centers,,"Current official regional biography states that the Indo-Pacific regional vice president leads 24 centers across Alaska, Hawaii, Guam, mainland Japan, Okinawa and Korea.",,W2B-SR010,"Official regional vice-president page, first biography paragraph",official_primary_snapshot,,time_alignment_with_2024_unknown,"Use as a current organizational-scope anchor, not a 2024 denominator unless the effective year is verified.","The current official USO Pacific page describes an Indo-Pacific portfolio of 24 centers.","Do not assume the 24-center snapshot is the exact 2024 count or use it to allocate money.",ai_seeded
W2B-A016,USO,okinawa_named_center_count,Okinawa,2025-04-24,2025-04-24,story_publication_date,6,"six centers",centers,,"Official USO Indo-Pacific story explicitly names Camp Foster, Camp Hansen, Camp Kinser, Camp Schwab, Futenma and Kadena as six Okinawa centers.",,W2B-SR009,"Story section 'USO Okinawa', paragraph beginning 'The southernmost prefecture'",official_primary_candidate,,none,"Six-center operational set is the preferred denominator for center-level narrative.","An official April 2025 USO story identifies six operating centers in Okinawa.","Do not count the Okinawa Area Office or Kadena AMC Terminal as two additional homogeneous centers without a changed official definition.",ai_seeded
W2B-A017,USO,okinawa_employee_count,Okinawa,2025-04-24,2025-04-24,story_publication_date,21,"21 employees",people,,"Organization-reported USO Okinawa team size in the official story.",,W2B-SR009,"Story section 'USO Okinawa'",official_primary_candidate,,none,"None.","USO reported a 21-employee Okinawa team in April 2025.","Do not generalize this dated team-size observation to other years.",ai_seeded
W2B-A018,USO,okinawa_people_supported_approximation,Okinawa,2025-04-24,2025-04-24,story_publication_date,47000,"approximately 47,000 service members and their families",people_approximate,,"Organization-reported approximate population supported by the Okinawa team at six centers and through outreach; not an independent resident-population denominator.",,W2B-SR009,"Story section 'USO Okinawa'",official_primary_bounded,,denominator_definition_missing,"Treat as an organization-reported service-population scale; seek a same-year definition before any per-capita calculation.","USO described its Okinawa team as supporting approximately 47,000 service members and their families in April 2025.","Do not treat 47,000 as a unique annual beneficiary count, a census of the stationed population, or a denominator for 2024 financial ratios.",ai_seeded
W2B-A019,USO,okinawa_volunteer_count_lower_bound,Okinawa,2025-04-24,2025-04-24,story_publication_date,780,"780+ volunteers",people_lower_bound,,"Organization-reported volunteer count for the Okinawa area.",,W2B-SR009,"Story section 'USO Okinawa'",official_primary_bounded,,none,"None.","USO reported more than 780 volunteers in its Okinawa area in April 2025.","Do not infer paid staffing, unique active volunteers over a longer period, or political orientation.",ai_seeded
W2B-A020,USO,okinawa_listed_location_count,Okinawa,2026-08-22,2026-08-22,web_observation_snapshot,8,"8 listed locations/presences",locations,,"The current USO Okinawa homepage lists the six named centers plus Kadena AMC Terminal and the Okinawa Area Office.",W2B-A016,W2B-SR008,"Homepage 'Locations' section",official_primary_snapshot,,center_location_terminology_overlap,"Use the eight-entry directory only as a presence/site directory; the six explicitly named centers remain the operating-center set.","The current USO Okinawa directory lists eight presences: six named centers, one AMC-terminal presence and one area office.","Do not report eight homogeneous centers or use eight as a financial allocation denominator.",ai_seeded
W2B-A021,USO_DOD_AWARD,award_category_and_type,federal_award,2023-07-14,2023-07-14,award_signature_date,,"category=grant; type=02; type_description=BLOCK GRANT (A); FAIN=HQ00342310002",text,,"Statutory classification fields returned by the official USAspending award overview.",,W2B-SR005,"JSON $.category, $.type, $.type_description, $.fain",official_primary_candidate,,none,"None.","USAspending classifies HQ00342310002 as a grant, assistance type 02, BLOCK GRANT (A).","Do not infer the award's regional allocation or subrecipient structure from its type label.",ai_seeded
W2B-A022,USO_DOD_AWARD,award_recipient,federal_award,2023-07-14,2023-07-14,award_signature_date,,"UNITED SERVICE ORGANIZATIONS, INC.; UEI J7L9KMM97FE7; Arlington, Virginia",text,,"Prime recipient identity and address in the award overview.",,W2B-SR005,"JSON $.recipient",official_primary_candidate,,none,"None.","The prime recipient of HQ00342310002 is United Service Organizations, Inc., UEI J7L9KMM97FE7.","Do not rewrite the prime recipient as USO Okinawa, USO Japan or an individual center.",ai_seeded
W2B-A023,USO_DOD_AWARD,award_project_description,federal_award,2023-07-14,2023-07-14,award_signature_date,,"Provide program services designed to strengthen American military service members by keeping them connected to family, home and country, throughout their service to the nation.",text,,"Official USAspending award description, normalized to sentence case without changing wording.",,W2B-SR005,"JSON $.description",official_primary_candidate,,none,"None.","The award description funds USO program services aimed at keeping service members connected to family, home and country.","Do not infer that every USO program, region or Okinawa site is covered by this description.",ai_seeded
W2B-A024,USO_DOD_AWARD,award_total_obligation,federal_award,2023-07-14,2025-07-31,cumulative_award_actions_to_last_modified,72000000,"USD 72,000,000",currency,USD,"Award-level cumulative total obligation shown in the official overview; the transaction history contains three positive actions of USD 24 million each and two zero-dollar revisions.",,W2B-SR005;W2B-SR006,"Award JSON $.total_obligation; transactions JSON $.results[*].federal_action_obligation",official_primary_candidate,,national_to_region_allocation_missing,"No Okinawa allocation model is authorized until an official regional or site allocation field is found.","USAspending reports USD 72 million in cumulative obligations for the national USO award HQ00342310002 through the 2025-07-31 modification.","Do not say USO Okinawa received USD 72 million; do not divide the award equally across centers.",ai_seeded
W2B-A025,USO_DOD_AWARD,award_total_funding,federal_award,2023-07-14,2025-07-31,award_overview_as_last_modified,72000000,"USD 72,000,000",currency,USD,"USAspending award-overview total_funding field; it equals total_obligation in this snapshot.",,W2B-SR005,"JSON $.total_funding",official_primary_candidate,,national_to_region_allocation_missing,"None.","The award overview reports USD 72 million in total funding for HQ00342310002.","Do not treat total_funding as a Japan or Okinawa distribution amount.",ai_seeded
W2B-A026,USO_DOD_AWARD,period_of_performance,federal_award,2023-09-30,2028-09-29,official_period_of_performance,,"2023-09-30 to 2028-09-29; last modified 2025-07-31",date_range,,"Award period-of-performance fields from the official award overview.",,W2B-SR005,"JSON $.period_of_performance",official_primary_candidate,,none,"None.","The award's stated period of performance runs from 30 September 2023 through 29 September 2028.","Do not assume obligations or services are distributed evenly across years.",ai_seeded
W2B-A027,USO_DOD_AWARD,prime_place_of_performance,federal_award,2023-09-30,2028-09-29,official_period_of_performance,,"UNITED STATES; MULTI-STATE; congressional code 90",text,,"Prime award place-of-performance fields in USAspending; the record does not name Japan or Okinawa.",,W2B-SR005,"JSON $.place_of_performance",official_primary_candidate,,award_specific_overseas_geography_not_disclosed,"None.","The USAspending overview codes the prime award place of performance as United States, multi-state.","Do not infer either that Okinawa is funded or that overseas use is legally prohibited; the award-specific agreement may contain details not exposed here.",ai_seeded
W2B-A028,USO_DOD_AWARD,reported_subaward_count,federal_award,2023-07-14,2026-08-22,award_overview_and_bounded_search_snapshot,0,"0 reported subawards; total subaward amount null; bounded FAIN search returned no rows",subawards,,"The award overview reports subaward_count=0 and null total_subaward_amount; a bounded official search for FAIN HQ00342310002 returned no public subaward rows.",,W2B-SR005;W2B-SR007,"Award JSON $.subaward_count and $.total_subaward_amount; search JSON $.results and $.page_metadata",official_primary_bounded,,internal_allocation_not_observable,"None.","No subaward is reported for HQ00342310002 in the bounded USAspending public records inspected for this package.","Do not infer that USO made no internal regional allocation, interoffice transfer, procurement, reimbursement or other non-subaward distribution.",ai_seeded
W2B-A029,USO_DOD_AWARD,transaction_action_sequence,federal_award,2023-07-14,2025-07-31,transaction_action_dates,72000000,"2023-07-14 NEW +24m; 2024-02-13 REVISION 0; 2024-05-28 REVISION 0; 2024-07-26 CONTINUATION +24m; 2025-07-31 CONTINUATION +24m",currency,USD,"Five transaction actions in the official response; three positive obligations sum to the award-level USD 72 million.",,W2B-SR006,"JSON $.results[0:5]",official_primary_candidate,,none,"None.","The public transaction history shows three USD 24 million obligation actions and two zero-dollar revisions through July 2025.","Do not interpret action dates as dates of payment to Okinawa or dates of service delivery.",ai_seeded
W2B-A030,USO_DOD_AWARD,account_obligation_snapshot,federal_award,2023-07-14,2025-07-31,award_overview_as_last_modified,41212463.29,"USD 41,212,463.29",currency,USD,"USAspending overview fields total_account_obligation and transaction_obligated_amount in the retrieved snapshot; this layer differs from the award-level cumulative total_obligation field.",,W2B-SR005,"JSON $.total_account_obligation and $.transaction_obligated_amount",official_primary_definition_conflict,,federal_field_semantics_require_followup,"Retain alongside, not instead of, the USD 72 million award-level field until account-linkage semantics are resolved.","The retrieved award overview exposes an account-obligation/transaction-obligated field of USD 41,212,463.29 in addition to the USD 72 million award-level total.","Do not silently choose one field as cash paid, amount spent, or Okinawa funding.",ai_seeded
W2B-A031,USO_DOD_AWARD,assistance_listing_and_eligibility_visibility,federal_award,2023-07-14,2026-08-22,award_overview_snapshot,,"Assistance Listing 12.599 Congressionally Directed Assistance; generic organizational eligibility; no award-specific Japan/Okinawa geography field",text,,"The award overview embeds generic Assistance Listing eligibility text, not an award-specific overseas allocation rule.",,W2B-SR005,"JSON $.cfda_info and $.funding_opportunity",official_primary_gap,,award_specific_overseas_geography_not_disclosed,"None.","USAspending links the award to Assistance Listing 12.599 and exposes generic eligibility language, but the public overview does not disclose a Japan- or Okinawa-specific allocation rule.","Do not infer either overseas eligibility or ineligibility from the generic listing alone.",ai_seeded
W2B-A032,USO_DOD_AWARD,japan_okinawa_allocation_visibility,national_to_region,2023-07-14,2026-08-22,bounded_public_record_audit,,"No Japan, Okinawa, Indo-Pacific, regional or center allocation amount located in award overview, transaction history or reported subawards",text,,"Observed interruption between the national prime award and USO's regional/site hierarchy in the inspected official public fields.",,W2B-SR005;W2B-SR006;W2B-SR007;W2B-SR008;W2B-SR010,"Cross-record inspection: award recipient/place/performance/transactions/subawards versus official hierarchy pages",official_primary_gap,"Okinawa service presence is separately confirmed, but no monetary allocation bridge is disclosed.",national_to_region_allocation_missing,"Do not estimate; show national amount, official regional/site hierarchy, and the missing allocation layer separately.","Official records confirm a national USO award and an Okinawa operating presence, while the inspected public fields do not close the financial allocation between them.","Do not create a DoD-to-USO Okinawa money edge or infer a local budget from national totals.",ai_seeded
