actor_id,canonical_name,issue_ids_all,issue_count_all,bridge_classification_v1,actor_review_status,review_question,review_decision,human_reviewer,review_date,review_notes,approved_formulation,scope_boundary,decision_source_report
A009,Earthjustice,I004;I011;I012,3,case_or_institutional_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,严格限于冲绳儒艮案的代理律师／国际法律渠道；不是具名原告 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,严格限于冲绳儒艮案的代理律师／国际法律渠道；不是具名原告,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A010,石垣島に軍事基地をつくらせない市民連絡会,I002;I006;I009,3,mixed_candidate_bridge,human_revised,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,持续反军事部署定位连接地下水调查和地方参与／决策诉求；风险陈述按组织主张归属 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,持续反军事部署定位连接地下水调查和地方参与／决策诉求；风险陈述按组织主张归属,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A011,石垣市住民投票を求める会,I002;I009;I010,3,mixed_candidate_bridge,human_checked,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,自卫队部署争议→住民投票条例请求、市议会与后续司法争议；是请求／运动主体，不是具名组织原告 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,自卫队部署争议→住民投票条例请求、市议会与后续司法争议；是请求／运动主体，不是具名组织原告,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A012,宮古島いのちの水を守ろう！,I002;I006;I007,3,mixed_candidate_bridge,needs_second_source,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,candidate_only,项目负责人,2026-07-19,现有材料更像单次活动执行委员会；精确组织身份与持续性仍无独立第二来源 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,现有材料更像单次活动执行委员会；精确组织身份与持续性仍无独立第二来源,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A013,ミサイル基地いらない宮古島住民連絡会,I002;I006;I007,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,反军事部署定位连接地下水、危险物与交通／生活安全请求；不证明实际污染或伤害 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,反军事部署定位连接地下水、危险物与交通／生活安全请求；不证明实际污染或伤害,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A017,沖縄対話プロジェクト,I017;I018;I019,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,以对话活动连接台湾有事、冲绳前线化预防与和平；三个标签主要属于同一预防性框架 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,以对话活动连接台湾有事、冲绳前线化预防与和平；三个标签主要属于同一预防性框架,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A018,ノーモア沖縄戦 命どぅ宝の会,I017;I018;I019,3,positioning_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,持续反战定位连接台湾有事、冲绳／先岛前线化与和平动员；不得推出所有共同参与者关系 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,持续反战定位连接台湾有事、冲绳／先岛前线化与和平动员；不得推出所有共同参与者关系,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A020,日本環境法律家連盟（JELF）,I004;I005;I011,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,严格区分案件角色：儒艮案具名原告；泡濑案仅为支持者／正式材料发布者 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,严格区分案件角色：儒艮案具名原告；泡濑案仅为支持者／正式材料发布者,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A045,Center for Biological Diversity,I005;I011;I012,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,冲绳儒艮案具名组织原告，把生物多样性争议带入美国司法／国际倡议渠道 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,冲绳儒艮案具名组织原告，把生物多样性争议带入美国司法／国际倡议渠道,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A049,基地・軍隊を許さない行動する女たちの会,I001;I002;I007,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,以女性人权与军事性暴力／生活安全框架连接反基地和反军事行动；不能压缩成一般反军事 actor | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,以女性人权与军事性暴力／生活安全框架连接反基地和反军事行动；不能压缩成一般反军事 actor,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch09_v1.md
A050,沖縄弁護士会,I001;I009;I011,3,event_only_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,以律师会决议／会长声明连接基地人权、地方自治和法律论证；不是单次事件 actor | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,以律师会决议／会长声明连接基地人权、地方自治和法律论证；不是单次事件 actor,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A051,「辺野古」県民投票の会,I003;I009;I010,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,2018–2019 年严格程序桥梁：边野古填海争议→直接请求与县民投票；2019-03-26 已决议解散 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,2018–2019 年严格程序桥梁：边野古填海争议→直接请求与县民投票；2019-03-26 已决议解散,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A059,島ぐるみ会議,I001;I003;I009,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,全县 umbrella 把《建白书》、边野古反对、地方组织和自治／自决表达连接；须补全正式名称并与市町村分会分开 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,全县 umbrella 把《建白书》、边野古反对、地方组织和自治／自决表达连接；须补全正式名称并与市町村分会分开,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A065,南西諸島ピースネット,I002;I017;I018,3,positioning_bridge,needs_second_source,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,2016–2018 可证的先岛／琉球弧反军事化—前线化预防定位；当前持续性不外推 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,2016–2018 可证的先岛／琉球弧反军事化—前线化预防定位；当前持续性不外推,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A066,新外交イニシアティブ（ND）,I001;I009;I011,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,通过政策研究、法律／自治论证和对美／外交传播连接冲绳基地替代方案；不代表冲绳整体 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,通过政策研究、法律／自治论证和对美／外交传播连接冲绳基地替代方案；不代表冲绳整体,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A067,辺野古土砂搬入反対全国協議会（辺野古土砂全協）,I001;I003;I005,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,土砂搬出地网络把边野古新基地、外来物种／生物多样性和跨县行动连接；正式名称需纠正 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,土砂搬出地网络把边野古新基地、外来物种／生物多样性和跨县行动连接；正式名称需纠正,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A068,名護市民投票の会,I001;I003;I010,3,mixed_candidate_bridge,ai_seeded,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,candidate_only,项目负责人,2026-07-19,1997 公投机制成立，但 registry 名称未获史料支持；须改为正式推進協議会并处理其发展性解散／后继关系 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,1997 公投机制成立，但 registry 名称未获史料支持；须改为正式推進協議会并处理其发展性解散／后继关系,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A069,沖縄ジュゴン環境アセスメント監視団,I003;I004;I005,3,mixed_candidate_bridge,needs_second_source,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,2003–2012 至少可证的项目型环境评估监督：边野古工程程序→儒艮／生物多样性意见与监测 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,2003–2012 至少可证的项目型环境评估监督：边野古工程程序→儒艮／生物多样性意见与监测,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A070,Veterans for Peace Okinawa,I001;I012;I019,3,mixed_candidate_bridge,needs_second_source,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,include_with_scope,项目负责人,2026-07-19,VFP Ryukyu/Okinawa 国际分会把美国退伍军人和平行动与冲绳反基地诉求连接；规范名称待统一 | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,VFP Ryukyu/Okinawa 国际分会把美国退伍军人和平行动与冲绳反基地诉求连接；规范名称待统一,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
A003,ジュゴンネットワーク沖縄,I004;I005,2,event_only_bridge,needs_second_source,现有来源是否足以将其写入跨议题组织正文，且是否需限制为事件性／案件性角色？,exclude_from_narrative,项目负责人,2026-07-19,组织身份和持续性得到补强，但当前两边均属同一儒艮／生物多样性生态簇，不构成有解释价值的跨议题 bridge | 边界：bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,组织身份和持续性得到补强，但当前两边均属同一儒艮／生物多样性生态簇，不构成有解释价值的跨议题 bridge,bridge 只表示有界议题／场域／制度转换；不表示影响力、中心性、稳定联盟或政策效果。,docs/human_review_return_HR019_bridge_batch10_v1.md
