edge_id,actor_id,actor_name,issue_id,issue_label,relation_basis_original,evidence_level,review_status,review_question,review_decision,human_reviewer,review_date,review_notes,approved_formulation,scope_boundary,decision_source_report
AI106,A045,Center for Biological Diversity,I011,legal,Center for Biological Diversity legal/environmental actor,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,严格限于冲绳儒艮案具名组织原告角色 | 边界：A045 Center for Biological Diversity—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,严格限于冲绳儒艮案具名组织原告角色,A045 Center for Biological Diversity—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md
AI116,A048,沖縄一坪反戦地主会,I011,legal,Land lease legal resistance,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,remain_unclear,项目负责人,2026-07-20,土地拒租／收用法律机制可信，但 S038 属关东 block；组织单位未修复前不能归给 A048 本体 | 边界：A048 沖縄一坪反戦地主会—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,土地拒租／收用法律机制可信，但 S038 属关东 block；组织单位未修复前不能归给 A048 本体,A048 沖縄一坪反戦地主会—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md
AI119,A049,基地・軍隊を許さない行動する女たちの会,I007,life_safety,Women's safety and military violence issues,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,女性人权、军事性暴力与日常安全是持续组织框架，不是一般化“治安”标签 | 边界：A049 行动する女たちの会—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,女性人权、军事性暴力与日常安全是持续组织框架，不是一般化“治安”标签,A049 行动する女たちの会—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md
AI121,A049,基地・軍隊を許さない行動する女たちの会,I002,anti_military,Opposition to military violence,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,反对军事结构性暴力是持续定位；不代表每次行动或所有成员观点完全相同 | 边界：A049—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,反对军事结构性暴力是持续定位；不代表每次行动或所有成员观点完全相同,A049—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md
AI126,A051,「辺野古」県民投票の会,I003,Henoko,Referendum specifically about Henoko base,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,严格限于 2018–2019 边野古填海县民投票过程；组织已解散 | 边界：A051 「辺野古」県民投票の会—Henoko；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,严格限于 2018–2019 边野古填海县民投票过程；组织已解散,A051 「辺野古」県民投票の会—Henoko；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md
AI127,A051,「辺野古」県民投票の会,I009,local_autonomy,Local self-determination via referendum,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,地方自治通过直接请求／县民投票程序表达，不是无限期一般自治组织 | 边界：A051—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,地方自治通过直接请求／县民投票程序表达，不是无限期一般自治组织,A051—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md
AI129,A052,嘉手納基地爆音差止訴訟原告団,I007,life_safety,Noise damage and daily life impact,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,噪音、睡眠与日常生活损害进入各轮诉讼；轮次成员不得假定相同 | 边界：A052 嘉手纳爆音诉讼原告团—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,噪音、睡眠与日常生活损害进入各轮诉讼；轮次成员不得假定相同,A052 嘉手纳爆音诉讼原告团—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md
AI132,A053,普天間基地爆音訴訟団,I007,life_safety,Noise damage and daily life impact,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,同样限定于普天间各轮噪音诉讼；部分赔偿不等于噪音停止或运行禁令 | 边界：A053 普天间爆音诉讼团—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,同样限定于普天间各轮噪音诉讼；部分赔偿不等于噪音停止或运行禁令,A053 普天间爆音诉讼团—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch12_v1.md
AI157,A066,新外交イニシアティブ（ND）,I011,legal,International law and base policy arguments,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,持续政策研究中的行政法、地方自治法和制度论证；删除目前证据不足的笼统“国际法”表述 | 边界：A066 ND—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,持续政策研究中的行政法、地方自治法和制度论证；删除目前证据不足的笼统“国际法”表述,A066 ND—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI158,A066,新外交イニシアティブ（ND）,I009,local_autonomy,Okinawa autonomy policy alternatives,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,持续讨论国—地方权限、地域外交和冲绳政策替代方案；不代表冲绳整体 | 边界：A066 ND—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,持续讨论国—地方权限、地域外交和冲绳政策替代方案；不代表冲绳整体,A066 ND—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI159,A066,新外交イニシアティブ（ND）,I001,anti_base,Base policy alternatives research,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,由持续边野古／基地政策替代研究支持；须按具体政策主张表述 | 边界：A066 ND—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,由持续边野古／基地政策替代研究支持；须按具体政策主张表述,A066 ND—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI176,A074,沖縄県知事公室基地対策課,I009,local_autonomy,Prefectural government base affairs,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,remain_unclear,项目负责人,2026-07-20,现有资料只证明基地行政职责；地方自治论证及边野古程序还可能属于另设部门 | 边界：A074 沖縄県知事公室基地対策課—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,现有资料只证明基地行政职责；地方自治论证及边野古程序还可能属于另设部门,A074 沖縄県知事公室基地対策課—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI178,A075,沖縄防衛局,I001,anti_base,Defense bureau base construction role,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,仅表示基地建设实施／行政争议 actor；绝不表示沖縄防衛局持反基地立场 | 边界：A075 沖縄防衛局—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,仅表示基地建设实施／行政争议 actor；绝不表示沖縄防衛局持反基地立场,A075 沖縄防衛局—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI179,X016,Marine Officers' Spouses' Club Okinawa (MOSCO / MOSC),I014,military_family_service,MOSCO spouse club and AWWA member role,E4,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,军属配偶俱乐部的持续服务／慈善功能；AWWA membership 不生成政治或资金推断 | 边界：X016 MOSCO—military_family_service；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,军属配偶俱乐部的持续服务／慈善功能；AWWA membership 不生成政治或资金推断,X016 MOSCO—military_family_service；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI206,A108,沖縄を再び戦場にさせない県民の会,I019,peace,Prefectural anti-war and peace mobilization,E4,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,自 2023 年成立以来的和平／前线化预防核心目的 | 边界：A108 沖縄を再び戦場にさせない県民の会—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,自 2023 年成立以来的和平／前线化预防核心目的,A108 沖縄を再び戦場にさせない県民の会—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI217,A108,沖縄を再び戦場にさせない県民の会,I025,anti_war,Prefecture-wide anti-war network formed to prevent Okinawa becoming a battlefield,E4,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,组织名称、目的和持续活动直接支持；与 peace 属同一框架 | 边界：A108—anti_war；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,组织名称、目的和持续活动直接支持；与 peace 属同一框架,A108—anti_war；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI221,A111,沖縄県女性団体連絡協議会,I001,anti_base,Dated base-removal and U.S.-military accountability mobilization,E4,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,event_specific,项目负责人,2026-07-20,只按 1995 等具日且明确提出基地撤去的行动使用；2024 人权动员本身不自动证明反基地立场 | 边界：A111 沖縄県女性団体連絡協議会—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,只按 1995 等具日且明确提出基地撤去的行动使用；2024 人权动员本身不自动证明反基地立场,A111 沖縄県女性団体連絡協議会—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI222,A111,沖縄県女性団体連絡協議会,I023,human_rights,2024 mobilization framed U.S.-military sexual violence as a rights and accountability issue,E4,human_checked,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,1995–2024 多期重复的人权、尊严和美军性暴力问责功能；不表示逐年连续 | 边界：A111—human_rights；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,1995–2024 多期重复的人权、尊严和美军性暴力问责功能；不表示逐年连续,A111—human_rights；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch13_v1.md
AI223,A112,宮古島地下水研究会,I006,groundwater,"Research, monitoring and ordinance advocacy concerning Miyako groundwater",E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,组织名称、设立目的、研究、监测、条例倡议和持续事业计划直接支持 | 边界：A112—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,组织名称、设立目的、研究、监测、条例倡议和持续事业计划直接支持,A112—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI225,A112,宮古島地下水研究会,I007,life_safety,Drinking-water-source protection and monitoring advocacy,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,持续把地下水作为饮用水源和“命之水”保护；不证明健康损害 | 边界：A112—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,持续把地下水作为饮用水源和“命之水”保护；不证明健康损害,A112—life_safety；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI226,A112,宮古島地下水研究会,I020,environment,Groundwater conservation research and public-policy advocacy,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,地下水保全、井泉调查、污染预防及珊瑚礁关切属于持续环境功能 | 边界：A112—environment；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,地下水保全、井泉调查、污染预防及珊瑚礁关切属于持续环境功能,A112—environment；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI231,A113,宜野湾ちゅら水会,I011,legal,Use of petition and pollution-mediation procedures,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,限于2022请愿及2025–2026公害调停等正式程序；不是一般法律组织 | 边界：A113—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,限于2022请愿及2025–2026公害调停等正式程序；不是一般法律组织,A113—legal；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI232,A114,全日本港湾労働組合沖縄地方本部,I001,anti_base,Dated protest actions opposing Henoko/base-related military use,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2015–2026分支级行动反复连接边野古、基地负担和“基地ない沖縄” | 边界：A114—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2015–2026分支级行动反复连接边野古、基地负担和“基地ない沖縄”,A114—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI233,A114,全日本港湾労働組合沖縄地方本部,I002,anti_military,Port/workplace actions concerning military port use and exercises,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,严格限定为民用港军事利用、军舰寄港及日美演习反对 | 边界：A114—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,严格限定为民用港军事利用、军舰寄港及日美演习反对,A114—anti_military；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI234,A114,全日本港湾労働組合沖縄地方本部,I019,peace,Participation in peace-march and anti-security-law activity,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,2015行动及2024–2026连续和平行进支持持续和平活动 | 边界：A114—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,2015行动及2024–2026连续和平行进支持持续和平活动,A114—peace；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI236,A114,全日本港湾労働組合沖縄地方本部,I026,mobilization,"Union capacity expressed through rally, strike and march repertoires",E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,集会、罢工、港湾抗议和年度行进构成重复组织 repertoire | 边界：A114—mobilization；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,集会、罢工、港湾抗议和年度行进构成重复组织 repertoire,A114—mobilization；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI237,A115,新日本婦人の会沖縄県本部,I022,women,Prefectural women's membership organization and local-unit activity,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,女性会员组织及县本部—支部—班结构的核心组织属性 | 边界：A115—women；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,女性会员组织及县本部—支部—班结构的核心组织属性,A115—women；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI240,A115,新日本婦人の会沖縄県本部,I001,anti_base,Dated Okinawa-headquarters activity concerning Henoko/base burdens,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,县本部多期具名行动支持；不得由全国中央声明或共同署名单独承担 | 边界：A115—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,县本部多期具名行动支持；不得由全国中央声明或共同署名单独承担,A115—anti_base；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch14_v1.md
AI241,A115,新日本婦人の会沖縄県本部,I010,referendum,2018 Henoko prefectural-referendum signature mobilization,E4,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,institutional_or_case_role,项目负责人,2026-07-20,限于 2018–2019 边野古县民投票条例／投票程序中的签名动员角色 | 边界：A115—referendum；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,限于 2018–2019 边野古县民投票条例／投票程序中的签名动员角色,A115—referendum；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI024,A010,石垣島に軍事基地をつくらせない市民連絡会,I009,local_autonomy,Ishigaki public debate/civic mobilization,E3,ai_seeded,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,organizational_positioning,项目负责人,2026-07-20,多阶段持续提出住民同意、信息公开、居民说明和地方决策参与；不是 A011 的公投程序角色 | 边界：A010—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,多阶段持续提出住民同意、信息公开、居民说明和地方决策参与；不是 A011 的公投程序角色,A010—local_autonomy；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
AI028,A012,宮古島いのちの水を守ろう！,I006,groundwater,Miyako water preservation frame,E3,needs_second_source,该 edge 应归为长期定位、制度／案件角色，还是事件性标签？,event_specific,项目负责人,2026-07-20,只限 2016-06-11 集会执行委员会的水源保护框架；持续 actor 身份未闭合 | 边界：A012—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,只限 2016-06-11 集会执行委员会的水源保护框架；持续 actor 身份未闭合,A012—groundwater；按已批时间／案件／事件边界解释；共同出现不生成联盟，风险主张不升级为已证因果。,docs/human_review_return_HR019_edge_scope_batch15_v1.md
