event_id,participant_no,participant_name_en,participant_category,origin_guess,actor_class_guess,matched_actor_id,match_status,role,relation_strength,source_id,source_detail,evidence_level,publishable_claim,notes
EV2020_OEJP_MMC_71,16,Minshuku Yaponesia,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,17,Nago Democracy,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,18,No Helipad Takae Resident Society,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,A060,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,19,No Heliport Base Association of 10 Districts North of Futamai,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,20,Nuchi du Takara o keisyosurukai,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,21,Okinawa Citizens Network for Peace,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,A071,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,22,Okinawa Nobel Peace Prize Action Committee,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,23,Okinawa Women Act Against Military Violence,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,A049,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,24,Project Disagree,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,25,The Conference Opposing Heliport Construction,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,A019,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,26,Wabiai no Sato Foundation,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,27,Veterans for Peace Ryukyu-Okinawa,"Peace, human rights and other organizations and groups in Okinawa",okinawa_local,peace_human_rights_or_other,A070,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,28,"Association for Conservation of Amami Forests, Rivers, and Coastal Ecosystems",Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,29,Association for Conservation of Marine Communities,Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,30,Environmental Network AMAMI (ENA),Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,31,Iruka & Kujira (Dolphin & Whale) Action Network,Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,32,Japan Environmental Lawyers for Future (JELF),Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,A020,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,33,Japan Wetlands Action Network,Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,A062,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,34,Nature Conservation Society of Japan,Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,A004,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,35,Pan-Seto Inland Sea Congress,Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,36,Protect Henoko and Takae! NGO Network,Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,37,Ramsar Network Japan,Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,A022,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,38,The Nature and Culture Conservation Group of Amami (NCA),Environmental organizations and groups in Japan,japan_domestic,environmental_ngo_or_group,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,39,Ainokai Aitou,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,40,Airin Community Center,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,41,AKAY JAPAN,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,42,AKCDF-MAPALAD KA (The Philippines),"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",international,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,43,All Japan Dockworkers' Union (JDU) Kansai Regional Osaka Branch,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,44,Anti-war Network,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,A008,tentative_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,45,Budounokihoikuen,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,46,East Asian Community Institute,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,47,Family Home Suzuran,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,48,Family Home Sansouen,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,49,Family Home Yamayuri,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,50,Henoko dosha hanshutsu hantai zenkoku renraku kyougikai,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,A067,exact_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,51,Henoko ni kichi wo Zettai Tsukurasenai Osaka Kodo,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,52,Henoko no Umi ni Kichi wo Tsukurasenai Kobe Kodo,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,53,Kyoto Shimin Center,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,54,Myougasan Tennpoji,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,55,Nonoyurihoikuen,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,56,NPO Active Center Uda,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,57,NPO Myogamura,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,58,NPO Sansouen Kazoku,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,59,NPO Warabemura,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,60,Ohagi Myogamura,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,61,Ohisama Firm Ryudo Shizen Noen,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,62,Peaceforum-Yamaguchi,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,63,Social Democratic Party Miyazaki,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,64,Social Welfare Organization SHUKO-GAKUEN,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,65,Stop! Henoko Reclamation Campaign,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,66,STOP! Henoko Shinkichikensetsu Osaka Action,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,67,Straight Inc.,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,68,The Association for Military Base Free Peaceful Okinawa,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,A072,tentative_alias,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,69,Yokaichi Megumi Nursery School,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
EV2020_OEJP_MMC_71,70,Yuntaku Takae,"Peace, human rights, labor, and other organizations and groups in Japan and the Philippines",japan_domestic,peace_human_rights_labor_or_other,,unmatched_registry_candidate,undersigned_organization_or_group,co_signatory_request,S006,"Letter of Request to the U.S. Marine Mammal Commission, July 10 2020, pages 5-7",E4 for event participation; actor identity may require separate verification,cautious,Co-signing/request participation only; does not prove stable alliance.
