event_id,event_name,event_year,action_type,actor_id,canonical_name,role,relation_strength,evidence_level,source_ref,interpretation_limit
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A025,辺野古への基地建設を許さない実行委員会,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A026,ピース・ニュース,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A027,公共事業改革市民会議,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A028,沖縄のための日米市民ネットワーク（JUCON）,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A029,沖縄・生物多様性市民ネットワーク,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A030,市川三番瀬を守る会,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A031,三番瀬のラムサール条約登録を実現する会,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A032,Peace Philosophy Centre,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A033,Friends of the Earth U.S.,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A034,Korea Federation for Environmental Movements (KFEM),co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A035,Russian Social Ecological Union,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A036,Friends of the Siberian Forests,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A037,Centre for Environmental Justice,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A038,Sahabat Alam Malaysia,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A039,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A040,Forum for Protection of Public Interest (Pro Public),co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A041,Friends of the Earth Brisbane,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A042,Pacific Environment,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A043,PENGON-FoE Palestine,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A044,Naturvernforbundet / Norwegian Society for the Conservation of Nature,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A045,Center for Biological Diversity,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A046,Pro Natura,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,co_signing,A061,日本野鳥の会,co_signer_or_participant,one_off_co_signatory,E4,S004,"co-signing is one-off event participation, not stable alliance"
EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,request_letter,A001,Okinawa Environmental Justice Project,co_signer_or_participant,request_participant,E4,S006,"co-signing is one-off event participation, not stable alliance"
EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,request_letter,A020,日本環境法律家連盟（JELF）,co_signer_or_participant,request_participant,E4,S006,"co-signing is one-off event participation, not stable alliance"
EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,litigation,A045,Center for Biological Diversity,named_plaintiff,named_plaintiff,E4,S060;S062;S093,US NHPA suit party role; not a stable alliance
EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,litigation,A086,Turtle Island Restoration Network,named_plaintiff,named_plaintiff,E4,S060;S093,US NHPA suit party role; not a stable alliance
EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,litigation,A020,日本環境法律家連盟（JELF）,named_plaintiff,named_plaintiff,E4,S061;S060;S093,US NHPA suit party role; not a stable alliance
EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,litigation,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,named_plaintiff,named_plaintiff,E4,S060;S061;S063;S093,US NHPA suit party role; not a stable alliance
EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,litigation,A009,Earthjustice,legal_counsel,plaintiff_counsel,E4,S009;S060;S062,US NHPA suit party role; not a stable alliance
EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,referendum,A051,「辺野古」県民投票の会,referendum_initiator,referendum_initiator,E4,S025,referendum/opinion-ad participation; E2 rows are leads
EV1997_NAGO_REFERENDUM,1997 Nago city referendum,1997,referendum,A068,名護市民投票の会,referendum_initiator,referendum_initiator,E3,S042,referendum/opinion-ad participation; E2 rows are leads
EV_ISHIGAKI_REFERENDUM,Ishigaki referendum drive (2018-2019),2019,referendum,A011,石垣市住民投票を求める会,referendum_initiator,referendum_initiator,E4,S018;S019;S137;S138,referendum/opinion-ad participation; E2 rows are leads
EV2015_YONAGUNI_REFERENDUM,2015 Yonaguni SDF-deployment referendum,2015,referendum,A014,住民投票を成功させるための実行委員会,referendum_committee,referendum_committee,E2,S069;S010,referendum/opinion-ad participation; E2 rows are leads
EV2012_YONAGUNI_OPINION_AD,2012 Yonaguni anti-deployment opinion ad,2012,opinion_ad,A015,与那国自衛隊配備反対意見広告実行委員会,opinion_ad_committee,opinion_ad_committee,E2,S015,referendum/opinion-ad participation; E2 rows are leads
