participant_no,candidate_name,origin_guess,actor_class_guess,source_id,reason_to_add,recommended_review_priority,notes
43,All Japan Dockworkers' Union (JDU) Kansai Regional Osaka Branch,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
45,Budounokihoikuen,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
46,East Asian Community Institute,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
47,Family Home Suzuran,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
48,Family Home Sansouen,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
49,Family Home Yamayuri,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
51,Henoko ni kichi wo Zettai Tsukurasenai Osaka Kodo,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
52,Henoko no Umi ni Kichi wo Tsukurasenai Kobe Kodo,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
53,Kyoto Shimin Center,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
54,Myougasan Tennpoji,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
55,Nonoyurihoikuen,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
56,NPO Active Center Uda,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
57,NPO Myogamura,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
58,NPO Sansouen Kazoku,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
59,NPO Warabemura,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
60,Ohagi Myogamura,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
61,Ohisama Firm Ryudo Shizen Noen,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
62,Peaceforum-Yamaguchi,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
63,Social Democratic Party Miyazaki,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
64,Social Welfare Organization SHUKO-GAKUEN,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
65,Stop! Henoko Reclamation Campaign,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
66,STOP! Henoko Shinkichikensetsu Osaka Action,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
67,Straight Inc.,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
69,Yokaichi Megumi Nursery School,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
70,Yuntaku Takae,japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
71,"ZENKO, National Assembly for Peace and Democracy",japan_domestic,peace_human_rights_labor_or_other,S006,2020 OEJP/MMC 71-group request participant,P3,Add only after alias/legal identity check; signatory-only unless further evidence exists.
