receipt_id,work_package,publisher,title,source_family,url,retrieved_at,artifact_path,sha256,mime_type,exact_locator,supports_anchor_ids,archive_status,notes,package_scope,frontend_eligibility,central_writeback
W2A-SR011,W2-A,Internal Revenue Service (IRS),"NOSCO Form 990 XML, tax period 2024-07-01 to 2025-06-30",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11B.zip,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/nosco_fy2025_202533199349301708.xml,bf8a395a69ad78703ca4e9c0edef7e5d396be675aa38445d443fe2f9edd95ab6,application/xml,bulk ZIP member 202533199349301708_public.xml; EIN 980210979; IRS object 202533199349301708,W2A-A046;W2A-A047;W2A-A048;W2A-A049;W2A-A050;W2A-A080;W2A-A081;W2A-A082;W2A-A083,archived_official_member_sha256_and_zip_crc_verified,Extracted from the official IRS bulk ZIP by HTTP byte ranges; the member size and ZIP CRC-32 were verified before SHA-256 freezing.,research_only,not_frontend_ready,no
W2A-SR012,W2-A,Internal Revenue Service (IRS),"OESC Form 990 XML, tax period 2022-07-01 to 2023-06-30",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2024/2024_TEOS_XML_05A.zip,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/oesc_fy2023_202411309349303066.xml,7546ef6d29d634cbf3c61772024a50c77429bfed9be9f486f01ad6cc8d9ff29e,application/xml,bulk ZIP member 202411309349303066_public.xml; EIN 980346507; IRS object 202411309349303066,W2A-A051;W2A-A052;W2A-A053;W2A-A054;W2A-A055;W2A-A076,archived_official_member_sha256_and_zip_crc_verified,Extracted from the official IRS bulk ZIP by HTTP byte ranges; the member size and ZIP CRC-32 were verified before SHA-256 freezing.,research_only,not_frontend_ready,no
W2A-SR013,W2-A,Internal Revenue Service (IRS),"OESC Form 990 XML, tax period 2023-07-01 to 2024-06-30",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2024/2024_TEOS_XML_11A.zip,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/oesc_fy2024_202403029349300610.xml,b94118201eb51ceb0ec7390e8b26671e6ff14bac3e2f999c886e454abf73a371,application/xml,bulk ZIP member 202403029349300610_public.xml; EIN 980346507; IRS object 202403029349300610,W2A-A056;W2A-A057;W2A-A058;W2A-A059;W2A-A060;W2A-A077,archived_official_member_sha256_and_zip_crc_verified,Extracted from the official IRS bulk ZIP by HTTP byte ranges; the member size and ZIP CRC-32 were verified before SHA-256 freezing.,research_only,not_frontend_ready,no
W2A-SR014,W2-A,Internal Revenue Service (IRS),"OESC Form 990 XML, tax period 2024-07-01 to 2025-06-30",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/oesc_fy2025_202513109349302911.xml,364367b7d668293104e833958de315ad9a26f0612e087abf238a35292c310f57,application/xml,bulk ZIP member 202513109349302911_public.xml; EIN 980346507; IRS object 202513109349302911,W2A-A061;W2A-A062;W2A-A063;W2A-A064;W2A-A065;W2A-A078;W2A-A080;W2A-A081;W2A-A082;W2A-A083,archived_official_member_sha256_and_zip_crc_verified,Extracted from the official IRS bulk ZIP by HTTP byte ranges; the member size and ZIP CRC-32 were verified before SHA-256 freezing.,research_only,not_frontend_ready,no
W2A-SR015,W2-A,Internal Revenue Service (IRS),"Filtered official annual index matches for five spouse-club/AWWA EINs, 2021-2026",official_irs_annual_index_derived_excerpt,https://www.irs.gov/charities-non-profits/form-990-series-downloads,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/official_index_matches_v1.csv,3c52512bcf5e66c5804eb359d1de76f27f064eb60d257acc7f1204fa199e27cc,text/csv,official annual index URLs are recorded row by row in official_index_matches_v1.csv,W2A-A079,derived_filtered_excerpt_sha256_frozen,"This is a normalized filtered excerpt, not a byte-for-byte copy of the very large annual index files. It supports filing discovery only; monetary anchors require the official XML receipts above.",research_only,not_frontend_ready,no
W2B-SR001,W2-B,United Service Organizations,Financial Statements,official_website,https://www.uso.org/about/financial-statements,2026-08-21T17:37:10Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_financial_statements_index.html,70ecdd3fb6b1388eb1016b1012dab22feb5b7f8358768fe4f121c3685b73a338,text/html,2024 section: links to 2024 Form 990 and 2024 Financial Statement,,local_frozen_research_only,Provenance index for the two official financial downloads; no central S-ID assigned.,research_only,not_frontend_ready,no
W2B-SR002,W2-B,United Service Organizations,"United Service Organizations, Inc. Consolidated Financial Statements and Independent Auditor's Report, December 31, 2024",official_audited_financial_statement,https://www.uso.org/document/513,2026-08-21T17:36:46Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_2024_financial_statement.pdf,7506d5d27ca7bf6cc513ccf0b2250062c966743c59f08eda33bffce767024021,application/pdf,PDF pp.5-8; especially p.6 Consolidated Statement of Activities and p.8 Functional Expenses,W2B-A001;W2B-A002;W2B-A003;W2B-A004;W2B-A005,local_frozen_research_only,Grant Thornton audited consolidated statement; figures are in thousands in the source.,research_only,not_frontend_ready,no
W2B-SR003,W2-B,United Service Organizations,2024 Form 990 with USO 2024 Financial Report wrapper,official_tax_filing,https://www.uso.org/document/591,2026-08-21T17:36:55Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_2024_form990.pdf,6967386faab0a47e249305e12bf824e6c393094757f7fae8db3f9660505a21b3,application/pdf,Wrapper pp.2-6; IRS Form 990 begins PDF p.7; Part I p.7; Part IX p.18,W2B-A001;W2B-A003;W2B-A004;W2B-A006;W2B-A007;W2B-A008;W2B-A009;W2B-A010;W2B-A011;W2B-A012;W2B-A013,local_frozen_research_only,The first six pages are USO's financial-report wrapper. The IRS return has a narrower entity/reporting perimeter than the consolidated statement.,research_only,not_frontend_ready,no
W2B-SR004,W2-B,United Service Organizations,2024 Global Impact Report,official_impact_report,https://myimpact.uso.org/wp-content/uploads/sites/95/2025/08/USO-Impact-Report.pdf,2026-08-21T17:37:09Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_2024_global_impact_report.pdf,94496574e12fc77c3fdc62058f98ab46deb0e868075ac1f2fa39a7431daa581b,application/pdf,"PDF pp.12-14: operations, 2024 metrics and five-region structure",W2B-A010;W2B-A011;W2B-A012;W2B-A013;W2B-A014,local_frozen_research_only,"Impact counts are organization-reported program metrics, not audited financial indicators.",research_only,not_frontend_ready,no
W2B-SR005,W2-B,USAspending.gov,Award overview API: ASST_NON_HQ00342310002_097,official_federal_award_api,https://api.usaspending.gov/api/v2/awards/ASST_NON_HQ00342310002_097/,2026-08-21T17:38:16Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/usaspending_award_overview.json,0fb07fc3ffcfad1720c4158293718da4ac74c4d5848bbda15c990e46686024d1,application/json,JSON root; exact JSON paths are recorded in anchor_candidates_v1.csv,W2B-A021;W2B-A022;W2B-A023;W2B-A024;W2B-A025;W2B-A026;W2B-A027;W2B-A028;W2B-A030;W2B-A031;W2B-A032,local_frozen_research_only,Official award API response; award-level fields and account-linked fields remain separately typed.,research_only,not_frontend_ready,no
W2B-SR006,W2-B,USAspending.gov,Transaction history API response for ASST_NON_HQ00342310002_097,official_federal_award_api,https://api.usaspending.gov/api/v2/transactions/,2026-08-21T17:38:17Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/usaspending_transactions_response.json,a59509475f7c0663024ec2321940b2b5463f6418761ef4c664fda018026dc21a,application/json,POST request saved as artifacts/usaspending_transactions_request.json; response $.results,W2B-A024;W2B-A029;W2B-A032,local_frozen_research_only,Five actions: three positive USD 24m obligations and two zero-dollar revisions.,research_only,not_frontend_ready,no
W2B-SR007,W2-B,USAspending.gov,Bounded subaward search response for FAIN HQ00342310002,official_federal_award_api,https://api.usaspending.gov/api/v2/search/spending_by_award/,2026-08-21T17:38:19Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/usaspending_subawards_response.json,dfba40606c2c13eb717076624daa9b62107b189d753e76813d33ee626d6188a6,application/json,POST request saved as artifacts/usaspending_subawards_request.json; response $.results and $.page_metadata,W2B-A028;W2B-A032,local_frozen_research_only,Empty public result for the bounded search is not evidence of zero internal allocation or transfer.,research_only,not_frontend_ready,no
W2B-SR008,W2-B,United Service Organizations,USO Okinawa homepage and location directory,official_website,https://okinawa.uso.org/,2026-08-21T17:37:17Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_okinawa_homepage.html,0ffbc5e4c629afffb9e841e6cbdc6cabf1eb4cebf4a1ea5c24488db373647ca3,text/html,Locations section; Area Contact Information,W2B-A020;W2B-A032,local_frozen_research_only,Snapshot lists eight presences: six operating centers named in SR009 plus an AMC terminal and an area office.,research_only,not_frontend_ready,no
W2B-SR009,W2-B,United Service Organizations,Volunteer Spotlight: USO Okinawa,official_website,https://pacific.uso.org/stories/800,2026-08-21T17:37:19Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_pacific_volunteer_spotlight_okinawa.html,67c6f953d34844f08eea14e608e4c7e7fa999e1964c5d8bdbc0c65b3758506e1,text/html,Published 2025-04-24; section 'USO Okinawa',W2B-A016;W2B-A017;W2B-A018;W2B-A019,local_frozen_research_only,"Official narrative names the six operating centers and gives dated staff, served-population and volunteer counts.",research_only,not_frontend_ready,no
W2B-SR010,W2-B,United Service Organizations,"Scott P. Maskery, Regional Vice President",official_website,https://pacific.uso.org/about/scott-p-maskery-regional-vice-president,2026-08-21T17:37:21Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_pacific_regional_vp.html,72f42d9b71564a4e8d82ec3206bb4c51a416e3c540715427bb8aa0ab5f2f6042,text/html,First biography paragraph,W2B-A015;W2B-A032,local_frozen_research_only,"Current page describes the Indo-Pacific scope as 24 centers in Alaska, Hawaii, Guam, mainland Japan, Okinawa and Korea.",research_only,not_frontend_ready,no
W2B-SR011,W2-B,United Service Organizations,USO Japan homepage and location directory,official_website,https://japan.uso.org/,2026-08-21T17:37:31Z,outputs/us_presence_network_wave2_w2_00_uso_v1/artifacts/uso_japan_homepage.html,19a784265df99f9e1abdc6e9d0fd3f50256cc0f2ab9bc2efc731ab53c3b8d48b,text/html,Site title; Locations section; Japan Area Office contact,,local_frozen_research_only,Supports the sibling-area distinction between mainland USO Japan and USO Okinawa under the Indo-Pacific region.,research_only,not_frontend_ready,no
W2C-SR001,W2-C,Okinawa Prefecture,第68回沖縄県統計年鑑 第28章 沖縄の米軍及び自衛隊基地,official_statistics,https://www.pref.okinawa.jp/toukeika/yearbook/68/data/28.xlsx,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/okinawa_yearbook68_ch28.xlsx,22b06400f83db16a3b213354554ddb445993d89203eb7f27078e4a879c00f0cf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,"sheet 28_01; row 7 category header; row 40 Heisei 23 value 47,300; row 58 note that 2010 and 2012 onward were not provided and 2011 is June-end",W2C-A001;W2C-A017,archived_local,The workbook is the compact official source for the historical count and the post-2011 disclosure break.,research_only,not_frontend_ready,no
W2C-SR002,W2-C,Okinawa Prefecture,資料01 在沖米軍人・軍属・家族数の推移,official_statistics,https://www.pref.okinawa.jp/_res/projects/default_project/_page_/001/031/514/siryo01.pdf,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/okinawa_pref_us_personnel_trend_source01.pdf,0a79ef50d95a311c5acdae3311704d7f35f5bbddc3e90f9ce1da6347bef55450,application/pdf,"pp.1-3 historical service-branch table; p.3 Heisei 16 total 45,354 and Heisei 23 total 47,300; note 2 says 2010 and 2012 onward are non-public",W2C-A001;W2C-A017,archived_local,This source shows that the proposed 45k-57k band joins observations from different years rather than one current population interval.,research_only,not_frontend_ready,no
W2C-SR003,W2-C,Ministry of Defense Japan,Japan-U.S. Status of Forces Agreement,official_treaty,https://www.mod.go.jp/j/presiding/treaty/chii/chii.html,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/japan_us_sofa_status_agreement.html,cb71ffc170dc81b01688a3b8ed9cfe274e4986355c9bb513ebc781d88ffd607b,text/html,"Article I(a)-(c); archived HTML lines 60-65 define members of the force, civilian component and dependents",W2C-A001;W2C-A017,archived_local,Used only to define SOFA categories; it does not provide a population count.,research_only,not_frontend_ready,no
W2C-SR004,W2-C,"U.S. Marine Corps, 1st Marine Aircraft Wing",About Okinawa,official_military_webpage,https://www.1stmaw.marines.mil/Welcome-Pages/Welcome-to-Okinawa/About-Okinawa/,2026-08-22,,,text/html,"About Okinawa paragraph in web extraction lines 128-129: approaches 80,000; nearly 30,000 active duty; 1,400 DoD civilians; 700 DoD schools staff; almost 25,000 family members",W2C-A002;W2C-A003;W2C-A004;W2C-A005;W2C-A006;W2C-A007;W2C-A017,blocked_403_web_observed,The page gives no observation date. Direct local download returned HTTP 403; exact text was independently inspected through the web reader.,research_only,not_frontend_ready,no
W2C-SR005,W2-C,"U.S. Department of Defense, Military OneSource",Camp S. D. Butler installation overview,official_military_directory,https://installations.militaryonesource.mil/in-depth-overview/camp-s-d-butler-camp-foster-kinser-courtney-hansen-schwab-and-mcas-futenma,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/militaryonesource_camp_butler.html,26059f65629cd4415198a10878b6230e4c404ddc3d4863be690141841d08b340,text/html,"Population section; Approximate Population Served list: active-duty Navy/Marine 17,117; families 9,741; civilians 4,415; retirees 1,000",W2C-A009;W2C-A010;W2C-A011;W2C-A012;W2C-A013;W2C-A017,archived_local,Installation service-population scope; no observation date shown.,research_only,not_frontend_ready,no
W2C-SR006,W2-C,"U.S. Department of Defense, Military OneSource",Kadena Air Base installation overview,official_military_directory,https://installations.militaryonesource.mil/in-depth-overview/kadena-ab,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/militaryonesource_kadena.html,c21749f66b69f55025f31e00b87093554f4441047ab1fc7edb71e6c6cee1fd8d,text/html,"Population section: nearly 18,000 Americans and more than 4,000 Japanese employees and contractors make up Team Kadena",W2C-A014;W2C-A015;W2C-A017,archived_local,Base-specific mixed population; no observation date shown.,research_only,not_frontend_ready,no
W2C-SR007,W2-C,"U.S. Department of Defense, Military OneSource","USAG Okinawa, Torii Station installation overview",official_military_directory,https://installations.militaryonesource.mil/in-depth-overview/torii-station,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/militaryonesource_torii.html,b86f056534894ba571c1d0bcc9b78b6733ffd1fe39205dcfa6a4fe21463d2aff,text/html,"Population section: approximate population 5,000 including soldiers, family members, civilians and contractors; dispersed across Kadena, Naha Port and other bases",W2C-A016;W2C-A017,archived_local,The dispersed footprint makes this row overlap with installation-based counts.,research_only,not_frontend_ready,no
W2C-SR008,W2-C,"Defense Health Agency, U.S. Naval Hospital Okinawa",About Us,official_health_service_webpage,https://okinawa.tricare.mil/About-Us,2026-08-22,,,text/html,"About Us paragraph in web extraction lines 157-160: beneficiary population 47,000 including active duty, family members, civilian employees, contract personnel and retirees",W2C-A008;W2C-A017,blocked_403_web_observed,"This is a health-service catchment, not a SOFA or resident-population census. Direct local download returned HTTP 403.",research_only,not_frontend_ready,no
W2C-SR009,W2-C,Earthjustice,IRS Form 990 FY2021,official_tax_filing,https://earthjustice.org/wp-content/uploads/earthjustice-form990-fy21.pdf,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/earthjustice_form990_fy2021.pdf,487442e7f3210cfd60b75dd276dd2ea09f9aa9ec27e0b98908cba6130b55c1a0,application/pdf,"PDF p.55; Schedule O; Form 990 Part III; Schedule of Top Ten Court Awarded Attorney Fees & Costs; line 1272 OKINAWA DUGONG 276,345.50",W2C-A020;W2C-A022,archived_local,Organization-reported case-level court-award amount for tax period 2020-07-01 through 2021-06-30.,research_only,not_frontend_ready,no
W2C-SR010,W2-C,"U.S. Department of the Treasury, Fiscal Data",Judgment Fund filtered API record for control 202102348,official_payment_api,https://api.fiscaldata.treasury.gov/services/api/fiscal_service/v2/payments/jfics/jfics_congress_report?filter=control_nbr:eq:202102348,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/treasury_jfics_control_202102348.json,8509644a3a713b4b58ecae022b1fe48b479f35f71de89493e31c37cb5a694649,application/json,data[0]: payment_id 022572021; payment_sent_dt 2021-03-05; confirmed_payment_amt and attorneys_fee_amt 280000.00; counsel Earthjustice; defendant agency Office of the Secretary of Defense - Agencies,W2C-A021;W2C-A022,archived_local,One official payment record. It does not explain the difference from Earthjustice's Form 990 amount.,research_only,not_frontend_ready,no
W2C-SR011,W2-C,"U.S. Department of the Treasury, Judgment Fund",Payment report 2021-03-01 through 2021-03-15,official_payment_workbook,https://fiscal.treasury.gov/system/files/files/judgment-fund/payment-report-03-01-21-thru-03-15-21.xlsx,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/treasury_judgment_fund_2021_03_01_15.xlsx,381a77fb874ac2cf34fc0f50ef6b39ae572575a76187269bfb9e880e002aae34,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,"Mar worksheet rows 403-409 are the multi-plaintiff Okinawa Dugong cluster; row 409 records attorney fees amount 280,000 under Center for Biological Diversity with Earthjustice as counsel",W2C-A021;W2C-A022,archived_local,Companion machine-readable payment report. Keep the multi-row plaintiff structure; do not collapse it into a simple organization funding edge.,research_only,not_frontend_ready,no
W2C-SR012,W2-C,Ministry of Defense Japan,Futenma Replacement Facility FAQ,official_project_webpage,https://www.mod.go.jp/j/approach/zaibeigun/frf/,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/mod_frf_cost_faq.html,4879221a8746e4cbe00fcc799b67bec6138e28f999cc5bf518036ea3fee2146c,text/html,"Q5 progress/cost section; paragraph states the December 2019 rough cost of about JPY 930bn; following table gives environmental, temporary works, seawall, reclamation, ancillary, airfield and Camp Schwab reorganization estimates",W2C-A030;W2C-A034;W2C-A035;W2C-A036;W2C-A037;W2C-A038;W2C-A039;W2C-A040,archived_local,Current official project page repeats the 2019 rough estimate and rounded breakdown.,research_only,not_frontend_ready,no
W2C-SR013,W2-C,Okinawa Defense Bureau,Overview of change approval application for the Futenma Replacement Facility,official_project_pdf,https://www.mod.go.jp/rdb/okinawa/effort/base/evaluation/pdf/henkousyouninshinseigaiyo.pdf,2026-08-22,outputs/us_presence_network_wave2_w2_00_system_accountability_v1/artifacts/okinawa_rdb_change_application_overview.pdf,133b7f63f839cda76b5d863ec81c132658857a62da3cef54eb4df185819ed449,application/pdf,PDF p.4; reference financial plan: overall about JPY 930bn; reclamation-related about JPY 720bn; increase factors include security about JPY 170bn and ground improvement about JPY 100bn,W2C-A030;W2C-A031;W2C-A032;W2C-A033;W2C-A034;W2C-A035;W2C-A036;W2C-A037;W2C-A038;W2C-A039;W2C-A040,archived_local,The increase factors may overlap the project categories; they are not additive to the JPY 930bn total.,research_only,not_frontend_ready,no
