metric_observation_id,cohort,case_id,actor_id,actor_name,period_start,period_end,metric,value,currency,field_semantics,source_anchor_id,source_receipt_id,review_status,fact_status,allowed_claim,prohibited_inference
FM011,core_five,AWWA,X004,American Welfare & Works Association (AWWA),2023-06-01,2024-05-31,grants_and_similar_paid_usd,94889,USD,official_xml_field,W2A-A007,W2A-SR002,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=94889 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM012,core_five,AWWA,X004,American Welfare & Works Association (AWWA),2023-06-01,2024-05-31,net_assets_or_fund_balances_eoy_usd,10180,USD,official_xml_field,W2A-A008,W2A-SR002,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=10180 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM013,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2022-06-01,2023-05-31,total_revenue_usd,203544,USD,official_xml_field,W2A-A009,W2A-SR003,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=203544 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM014,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2022-06-01,2023-05-31,total_expenses_usd,168806,USD,official_xml_field,W2A-A010,W2A-SR003,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=168806 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM015,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2022-06-01,2023-05-31,grants_and_similar_paid_usd,0,USD,official_xml_field,W2A-A011,W2A-SR003,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=0 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM016,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2022-06-01,2023-05-31,net_assets_or_fund_balances_eoy_usd,314298,USD,official_xml_field,W2A-A012,W2A-SR003,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=314298 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM017,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2023-06-01,2024-05-31,total_revenue_usd,416875,USD,official_xml_field,W2A-A014,W2A-SR004,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=416875 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM018,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2023-06-01,2024-05-31,total_expenses_usd,538106,USD,official_xml_field,W2A-A015,W2A-SR004,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=538106 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM019,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2023-06-01,2024-05-31,grants_and_similar_paid_usd,40265,USD,official_xml_field,W2A-A016,W2A-SR004,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=40265 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM020,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2023-06-01,2024-05-31,net_assets_or_fund_balances_eoy_usd,364106,USD,official_xml_field,W2A-A017,W2A-SR004,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=364106 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM021,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2024-06-01,2025-05-31,total_revenue_usd,301927,USD,official_xml_field,W2A-A019,W2A-SR005,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=301927 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM022,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2024-06-01,2025-05-31,total_expenses_usd,397579,USD,official_xml_field,W2A-A020,W2A-SR005,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=397579 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM023,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2024-06-01,2025-05-31,grants_and_similar_paid_usd,46530,USD,official_xml_field,W2A-A021,W2A-SR005,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=46530 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM024,core_five,KOSC,X006,Kadena Officers' Spouses' Club (KOSC),2024-06-01,2025-05-31,net_assets_or_fund_balances_eoy_usd,268454,USD,official_xml_field,W2A-A022,W2A-SR005,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=268454 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM025,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2022-06-01,2023-05-31,total_revenue_usd,38530,USD,official_xml_field,W2A-A024,W2A-SR006,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=38530 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM026,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2022-06-01,2023-05-31,total_expenses_usd,13047,USD,official_xml_field,W2A-A025,W2A-SR006,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=13047 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM027,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2022-06-01,2023-05-31,grants_and_similar_paid_usd,7900,USD,official_xml_field,W2A-A026,W2A-SR006,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=7900 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM028,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2022-06-01,2023-05-31,net_assets_or_fund_balances_eoy_usd,29515,USD,official_xml_field,W2A-A027,W2A-SR006,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=29515 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM029,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2023-06-01,2024-05-31,total_revenue_usd,22850,USD,official_xml_field,W2A-A028,W2A-SR007,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=22850 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM030,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2023-06-01,2024-05-31,total_expenses_usd,26553,USD,official_xml_field,W2A-A029,W2A-SR007,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=26553 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM031,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2023-06-01,2024-05-31,grants_and_similar_paid_usd,21500,USD,official_xml_field,W2A-A030,W2A-SR007,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=21500 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM032,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2023-06-01,2024-05-31,net_assets_or_fund_balances_eoy_usd,25812,USD,official_xml_field,W2A-A031,W2A-SR007,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=25812 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM033,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2024-06-01,2025-05-31,total_revenue_usd,73622,USD,official_xml_field,W2A-A032,W2A-SR008,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=73622 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM034,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2024-06-01,2025-05-31,total_expenses_usd,76819,USD,official_xml_field,W2A-A033,W2A-SR008,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=76819 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM035,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2024-06-01,2025-05-31,grants_and_similar_paid_usd,,USD,xml_element_absent_not_zero,W2A-A034,W2A-SR008,ai_seeded,research_only_explicit_gap,No numeric value is admitted for this metric and tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM036,core_five,MOSCO,X016,Marine Officers' Spouses' Club Okinawa (MOSCO),2024-06-01,2025-05-31,net_assets_or_fund_balances_eoy_usd,23155,USD,official_xml_field,W2A-A035,W2A-SR008,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=23155 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM037,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2022-07-01,2023-06-30,total_revenue_usd,329819,USD,official_xml_field,W2A-A036,W2A-SR009,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=329819 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM038,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2022-07-01,2023-06-30,total_expenses_usd,278922,USD,official_xml_field,W2A-A037,W2A-SR009,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=278922 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM039,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2022-07-01,2023-06-30,grants_and_similar_paid_usd,11054,USD,official_xml_field,W2A-A038,W2A-SR009,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=11054 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM040,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2022-07-01,2023-06-30,net_assets_or_fund_balances_eoy_usd,263552,USD,official_xml_field,W2A-A039,W2A-SR009,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=263552 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM041,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2023-07-01,2024-06-30,total_revenue_usd,413179,USD,official_xml_field,W2A-A041,W2A-SR010,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=413179 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM042,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2023-07-01,2024-06-30,total_expenses_usd,397644,USD,official_xml_field,W2A-A042,W2A-SR010,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=397644 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM043,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2023-07-01,2024-06-30,grants_and_similar_paid_usd,12055,USD,official_xml_field,W2A-A043,W2A-SR010,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=12055 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM044,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2023-07-01,2024-06-30,net_assets_or_fund_balances_eoy_usd,289997,USD,official_xml_field,W2A-A044,W2A-SR010,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=289997 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM045,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2024-07-01,2025-06-30,total_revenue_usd,326729,USD,official_xml_field,W2A-A046,W2A-SR011,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=326729 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM046,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2024-07-01,2025-06-30,total_expenses_usd,347769,USD,official_xml_field,W2A-A047,W2A-SR011,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=347769 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM047,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2024-07-01,2025-06-30,grants_and_similar_paid_usd,20000,USD,official_xml_field,W2A-A048,W2A-SR011,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=20000 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM048,core_five,NOSCO,X005,Naval Officers' Spouses' Club of Okinawa (NOSCO),2024-07-01,2025-06-30,net_assets_or_fund_balances_eoy_usd,261554,USD,official_xml_field,W2A-A049,W2A-SR011,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=261554 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM049,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2022-07-01,2023-06-30,total_revenue_usd,225362,USD,official_xml_field,W2A-A051,W2A-SR012,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=225362 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM050,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2022-07-01,2023-06-30,total_expenses_usd,212251,USD,official_xml_field,W2A-A052,W2A-SR012,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=212251 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM051,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2022-07-01,2023-06-30,grants_and_similar_paid_usd,99522,USD,official_xml_field,W2A-A053,W2A-SR012,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=99522 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM052,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2022-07-01,2023-06-30,net_assets_or_fund_balances_eoy_usd,127231,USD,official_xml_field,W2A-A054,W2A-SR012,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=127231 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM053,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2023-07-01,2024-06-30,total_revenue_usd,215949,USD,official_xml_field,W2A-A056,W2A-SR013,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=215949 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM054,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2023-07-01,2024-06-30,total_expenses_usd,268556,USD,official_xml_field,W2A-A057,W2A-SR013,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=268556 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM055,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2023-07-01,2024-06-30,grants_and_similar_paid_usd,103320,USD,official_xml_field,W2A-A058,W2A-SR013,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=103320 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM056,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2023-07-01,2024-06-30,net_assets_or_fund_balances_eoy_usd,74676,USD,official_xml_field,W2A-A059,W2A-SR013,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=74676 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM057,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2024-07-01,2025-06-30,total_revenue_usd,211166,USD,official_xml_field,W2A-A061,W2A-SR014,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=211166 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM058,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2024-07-01,2025-06-30,total_expenses_usd,223730,USD,official_xml_field,W2A-A062,W2A-SR014,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=223730 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM059,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2024-07-01,2025-06-30,grants_and_similar_paid_usd,78005,USD,official_xml_field,W2A-A063,W2A-SR014,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=78005 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM060,core_five,OESC,X007,Okinawa Enlisted Spouses' Club (OESC),2024-07-01,2025-06-30,net_assets_or_fund_balances_eoy_usd,62184,USD,official_xml_field,W2A-A064,W2A-SR014,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=62184 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM061,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2022-01-01,2022-12-31,total_revenue_usd,,USD,index_only_no_amount,,W2A2-SR003,ai_seeded,research_only_explicit_gap,No numeric value is admitted for this metric and tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM062,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2022-01-01,2022-12-31,total_expenses_usd,,USD,index_only_no_amount,,W2A2-SR003,ai_seeded,research_only_explicit_gap,No numeric value is admitted for this metric and tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM063,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2022-01-01,2022-12-31,grants_and_similar_paid_usd,,USD,index_only_no_amount,,W2A2-SR003,ai_seeded,research_only_explicit_gap,No numeric value is admitted for this metric and tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM064,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2022-01-01,2022-12-31,net_assets_or_fund_balances_eoy_usd,,USD,index_only_no_amount,,W2A2-SR003,ai_seeded,research_only_explicit_gap,No numeric value is admitted for this metric and tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM065,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2023-01-01,2023-12-31,total_revenue_usd,329563,USD,official_xml_field,,W2A2-SR001,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=329563 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM066,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2023-01-01,2023-12-31,total_expenses_usd,323742,USD,official_xml_field,,W2A2-SR001,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=323742 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM067,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2023-01-01,2023-12-31,grants_and_similar_paid_usd,125218,USD,official_xml_field,,W2A2-SR001,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=125218 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM068,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2023-01-01,2023-12-31,net_assets_or_fund_balances_eoy_usd,169916,USD,official_xml_field,,W2A2-SR001,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=169916 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM069,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2024-01-01,2024-12-31,total_revenue_usd,308545,USD,official_xml_field,,W2A2-SR002,ai_seeded,research_only_official_filing_observation,The filing reports total_revenue_usd=308545 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM070,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2024-01-01,2024-12-31,total_expenses_usd,313553,USD,official_xml_field,,W2A2-SR002,ai_seeded,research_only_official_filing_observation,The filing reports total_expenses_usd=313553 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM071,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2024-01-01,2024-12-31,grants_and_similar_paid_usd,92102,USD,official_xml_field,,W2A2-SR002,ai_seeded,research_only_official_filing_observation,The filing reports grants_and_similar_paid_usd=92102 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
FM072,marine_thrift_shop_tracer,MTS,X018,Marine Thrift Shop Okinawa,2024-01-01,2024-12-31,net_assets_or_fund_balances_eoy_usd,160538,USD,official_xml_field,,W2A2-SR002,ai_seeded,research_only_official_filing_observation,The filing reports net_assets_or_fund_balances_eoy_usd=160538 for this tax period.,Do not combine unlike tax periods into an annual ecology total; a missing element is not zero.
