receipt_id,publisher,title,source_family,url,retrieved_at,artifact_path,sha256,mime_type,exact_locator,archive_status,supports_outputs,notes
W2A-SR011,Internal Revenue Service (IRS),"NOSCO Form 990 XML, tax period 2024-07-01 to 2025-06-30",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11B.zip,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/nosco_fy2025_202533199349301708.xml,bf8a395a69ad78703ca4e9c0edef7e5d396be675aa38445d443fe2f9edd95ab6,application/xml,bulk ZIP member 202533199349301708_public.xml; EIN 980210979; IRS object 202533199349301708,archived_official_member_sha256_and_zip_crc_verified,filing_period_register;filing_metric_long;person_actor_role_time;resource_flow_ledger,Inherited byte-for-byte receipt metadata from the principal-confirmed W2-00 package.
W2A-SR012,Internal Revenue Service (IRS),"OESC Form 990 XML, tax period 2022-07-01 to 2023-06-30",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2024/2024_TEOS_XML_05A.zip,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/oesc_fy2023_202411309349303066.xml,7546ef6d29d634cbf3c61772024a50c77429bfed9be9f486f01ad6cc8d9ff29e,application/xml,bulk ZIP member 202411309349303066_public.xml; EIN 980346507; IRS object 202411309349303066,archived_official_member_sha256_and_zip_crc_verified,filing_period_register;filing_metric_long;person_actor_role_time;resource_flow_ledger,Inherited byte-for-byte receipt metadata from the principal-confirmed W2-00 package.
W2A-SR013,Internal Revenue Service (IRS),"OESC Form 990 XML, tax period 2023-07-01 to 2024-06-30",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2024/2024_TEOS_XML_11A.zip,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/oesc_fy2024_202403029349300610.xml,b94118201eb51ceb0ec7390e8b26671e6ff14bac3e2f999c886e454abf73a371,application/xml,bulk ZIP member 202403029349300610_public.xml; EIN 980346507; IRS object 202403029349300610,archived_official_member_sha256_and_zip_crc_verified,filing_period_register;filing_metric_long;person_actor_role_time;resource_flow_ledger,Inherited byte-for-byte receipt metadata from the principal-confirmed W2-00 package.
W2A-SR014,Internal Revenue Service (IRS),"OESC Form 990 XML, tax period 2024-07-01 to 2025-06-30",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_11D.zip,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/raw/oesc_fy2025_202513109349302911.xml,364367b7d668293104e833958de315ad9a26f0612e087abf238a35292c310f57,application/xml,bulk ZIP member 202513109349302911_public.xml; EIN 980346507; IRS object 202513109349302911,archived_official_member_sha256_and_zip_crc_verified,filing_period_register;filing_metric_long;person_actor_role_time;resource_flow_ledger,Inherited byte-for-byte receipt metadata from the principal-confirmed W2-00 package.
W2A-SR015,Internal Revenue Service (IRS),"Filtered official annual index matches for five spouse-club/AWWA EINs, 2021-2026",official_irs_annual_index_derived_excerpt,https://www.irs.gov/charities-non-profits/form-990-series-downloads,2026-08-22T01:48:41+08:00,outputs/us_presence_network_wave2_w2_00_spouse_990_v1/official_index_matches_v1.csv,3c52512bcf5e66c5804eb359d1de76f27f064eb60d257acc7f1204fa199e27cc,text/csv,official annual index URLs are recorded row by row in official_index_matches_v1.csv,derived_filtered_excerpt_sha256_frozen,filing_period_register;filing_metric_long;person_actor_role_time;resource_flow_ledger,Inherited byte-for-byte receipt metadata from the principal-confirmed W2-00 package.
W2A2-SR001,Internal Revenue Service (IRS),"Marine Thrift Shop Form 990 XML, tax year 2023",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2024/2024_TEOS_XML_07A.zip,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/irs/mts_fy2023_202401989349301535.xml,a81a330f15a6d23d672e675c653ba511857a033b424b687781d1035c32d67e43,application/xml,object 202401989349301535; EIN 38-3924106,admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR002,Internal Revenue Service (IRS),"Marine Thrift Shop Form 990 XML, tax year 2024",official_irs_bulk_xml,https://apps.irs.gov/pub/epostcard/990/xml/2025/2025_TEOS_XML_04A.zip,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/irs/mts_fy2024_202510939349300851.xml,896ce02e6f3f859b3cb0f87f4e29161d4a3833afaabe9bd362a1ec530e333917,application/xml,object 202510939349300851; EIN 38-3924106,admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR003,Internal Revenue Service (IRS),Marine Thrift Shop FY2022 official index row,official_irs_annual_index,https://apps.irs.gov/pub/epostcard/990/xml/2023/index_2023.csv,2026-08-22T17:30:00+08:00,,,text/csv,EIN 38-3924106; object 202301329349300730,index_only_xml_not_admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR004,かなさん沖縄,親の会について,recipient_organization_site,https://kanasanokinawa.com/aboutus/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/kanasan_about.html,7e7f3df4c354d465d742bd3d371172c5c4b9d085fe9b8c03e6732acabc03d596,text/html,全国医療的ケアライン沖縄支部・医療的ケア児(者)家族会,admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR005,かなさん沖縄,2023写真展募集チラシ,recipient_organization_flyer,https://kanasanokinawa.com/wp-content/uploads/2023/06/%E3%81%8B%E3%81%AA%E3%81%95%E3%82%93%E5%86%99%E7%9C%9F%E5%B1%952023-%E5%86%99%E7%9C%9F%E5%8B%9F%E9%9B%86%E3%83%81%E3%83%A9%E3%82%B7.pdf,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/kanasan_awwa_flyer_2023.pdf,65f724ee1984f08d0fb8c4cde23d8b6f4210bab6ff26ca0b220bf9b2afc0ce05,application/pdf,page 1: AWWA寄付金によって運営,admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR006,認定NPO法人アンビシャス,難病情報誌アンビシャス253号,recipient_publication,https://www.ambitious.or.jp/magazine/253/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/ambitious_magazine_253.html,c66aa6dc25edc995081ca0ae7a8a33501e71e74a4689e218ee8f7288236a00bb,text/html,"AWWA lunch, recipient thanks and prior support",admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR007,認定NPO法人アンビシャス,2024年度活動報告,recipient_annual_report,https://www.ambitious.or.jp/userfiles/files/Activty2024.pdf,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/ambitious_activity_2024.pdf,8a96aaac5a793f05e5de73f35493cc4c0132e4bd25d6f1d73fd0c06ceb88563b,application/pdf,"pp.10,22: AWWA-supported equipment and historical line",admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR008,琉球新報,難病者への蓄電池貸出を可能に,independent_local_news,https://ryukyushimpo.jp/living/entry-3159307.html,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/ryukyu_ambitious_awwa_20240604.html,bae44d4381bc217b78338ccb74d1f185da148736a51a8debd833b4104783443d,text/html,2024-06-04: JPY 2m and 33 power units,admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR009,社会福祉法人沖縄肢体不自由児協会,沖縄南部療育医療センター,recipient_operator_site,https://www.okishikyo.jp/nanbu/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/nanbu_official.html,04f18b0137e463feecfb4cc329c2da291e21f569f219647510650862f53b5560,text/html,facility canonical identity,admitted_identity_only,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR010,一般社団法人ある,公式サイト,recipient_organization_site,https://aru-okinawa.jp/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/aru_official.html,5d7ff3d13bd1205c480c9cb573d2035c087b94b632966d853ab10fa7710c3737,text/html,organization name and activities,admitted_identity_only,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR011,一般社団法人ある,定款,recipient_organization_statute,https://aru-okinawa.jp/wp-content/uploads/2025/01/teikan20201110.pdf,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/aru_statute.pdf,937d424935f56273aafeeecb04f4a6c305ceb614fa9b5aef516d2059524b89af,application/pdf,"pp.1,6: legal name, Okinawa office and registration",admitted_identity_only,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR012,経済産業省 gBizINFO,法人番号2360005006351,official_corporate_registry,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360005006351,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/aru_gbizinfo.html,5c11c3ce5e75f1aa6608c4cc31711bbe43383573e8821b25edb6c1c9b38c6362,text/html,corporate number lookup,admitted_identity_only,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR013,石垣市社会福祉協議会,社協通信 2024年11月,recipient_operator_newsletter,https://ros-cdn.s3.ap-northeast-1.amazonaws.com/hp/img/ros_keiyaku/14586/shakyo_2411.pdf,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/ishigaki_shakyo_news_202411.pdf,ffb922e2a800625adac4b7f979e73839eb7cd582c9fd839ab1eaba0f4daa140f,application/pdf,"p.3: AWWA寄付金贈呈式, Aug 9, JPY 2m",admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR014,石垣市,障害福祉事業所一覧 URL retrieval,official_directory_failed_fetch,https://www.city.ishigaki.okinawa.jp/material/files/group/19/r7-jigyousyosyougai.pdf,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/ishigaki_city_disability_services_r7.pdf,5504a00c2e9293572bc2fd2f9b28bd87f266d96c199b7f577668497ce28372d4,text/html,"URL returned HTML, not a PDF",not_admitted_http_html_response,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR015,沖縄県立南部医療センター・こども医療センター,公式サイト,prefectural_hospital_site,https://nanbuweb.hosp.pref.okinawa.jp/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/southern_medical_center_official.html,ef73e39535aa12babc44504d72684a5bf41c6b21a3d39d3721c0d8cb985aa991,text/html,hospital canonical identity,admitted_identity_only,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR016,Marine Thrift Shop Okinawa,Grants,organization_self_report,https://marinethriftshopokinawa.org/grants/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/tracer/mts_grants.html,609576eca629f5a0fa4b4e9fb189b9d4ffb8fcdd2c472c0e7cadf24fd66f1494,text/html,AWWA member/contributor statement and 2023 recipient roster,admitted_source_bounded,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR017,Marine Thrift Shop Okinawa,Board members,organization_roster,https://marinethriftshopokinawa.org/board-members/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/tracer/mts_board.html,f7e51de004864e62f5fad1f3a6afc9f9c3cd1dd956236b65402242f55806d888,text/html,current observation-day roster,admitted_snapshot,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR018,Marine Corps Installations Pacific / DVIDS,"Marine Thrift Shop donates $10,000",official_military_public_affairs,https://www.dvidshub.net/news/465683/marine-thrift-shop-donates-10000-support-okinawa-childrens-hospitals,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/tracer/dvids_mts_lions_20240222.html,25e62827de88c04dfdc34fcc97030fecc4fa2706fe5d5ede9204940701f3f661,text/html,2024-02-22 article and 2023 giving summary,admitted_source_bounded,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR019,Marine Corps Installations Pacific / DVIDS,Bilingual article PDF,official_military_public_affairs,https://d34w7g4gy10iej.cloudfront.net/pubs/pdf_71034.pdf,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/tracer/dvids_mts_lions_bilingual.pdf,6a16703f9b494062ae2bde28f3df547dacaa7105f4a4be303c36c02b9bcf383b,application/pdf,Marine Thrift Shop→Lions account,admitted_source_bounded,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR020,認定NPO法人アンビシャス,難病情報誌アンビシャス212号,recipient_publication,https://www.ambitious.or.jp/magazine/212/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/ambitious_magazine_212.html,652f42e002d4e406243b90b02edbe32f3f54e9e5b1c6061cc18d5e4b45ad4132,text/html,AWWA support observation,admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
W2A2-SR021,認定NPO法人アンビシャス,難病情報誌アンビシャス265号,recipient_publication,https://www.ambitious.or.jp/magazine/265/,2026-08-22T17:30:00+08:00,outputs/us_presence_network_wave2_w2_a_v1/artifacts/recipient/ambitious_magazine_265.html,d5891286825d1b59ff9e429d5ea14f8a9254e58ad8a1e3a011181609dea74c8c,text/html,AWWA support observation,admitted,recipient_identity_leg2;marine_thrift_shop_tracer;resource_flow_ledger,"Research-only source receipt; inclusion does not approve an actor, relation, transaction match, LEG2 subtype or LEG3 effect."
