event_id,participant_key,participant_no,source_name,canonical_name,actor_id,candidate_actor_id,identity_status,identity_review_status,origin_type,actor_class,action_type,role,relation_strength,target_institution,source_refs,source_locator,evidence_level,event_observation_status,hr020_queue_ids,interpretation_limit
EV2010_WWF_67,EV2010_WWF_67:P011,11,ラムサール・ネットワーク日本,NPO法人 ラムサール・ネットワーク日本,A022,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_endorser,repeated_public_participation_3_events,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P012,12,ジュゴン保護キャンペーンセンター,ジュゴン保護キャンペーンセンター（Save the Dugong Campaign Center）,A002,,registry_actor,accepted_current_registry_match,japan_domestic,international_advocacy_actor,joint_statement,listed_endorser,repeated_public_participation_3_events,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P013,13,北限のジュゴンを見守る会,,,,alias_pending,needs_human_review,okinawa_local,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,HR020-08,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P014,14,セイピースプロジェクト,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P015,15,許すな！憲法改悪・市民連絡会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P016,16,日本環境法律家連盟（JELF）,日本環境法律家連盟（JELF）,A020,,registry_actor,accepted_current_registry_match,japan_domestic,lawyers_network,joint_statement,listed_endorser,repeated_public_participation_2_events,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P017,17,「自然の権利」基金,,,A020,alias_pending,needs_human_review,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,HR020-14,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P018,18,基地のない平和で豊かな沖縄をめざす会大阪,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P019,19,エルザ自然保護の会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P020,20,ピース・フィロソフィー・センター,Peace Philosophy Centre,A032,,registry_actor,accepted_current_registry_match,international,international_advocacy_actor,joint_statement,listed_endorser,repeated_public_participation_2_events,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P021,21,広島フィールドミュージアム,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P022,22,環瀬戸内海会議,,,,alias_pending,needs_human_review,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,HR020-09,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P023,23,日本湿地ネットワーク,日本湿地ネットワーク（JAWAN）,A062,,registry_actor,accepted_current_registry_match,japan_domestic,domestic_japan_ngo,joint_statement,listed_endorser,repeated_public_participation_2_events,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P024,24,ピースリンク広島・呉・岩国,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P025,25,アツモリソウ救援隊,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P026,26,東京YWCA「月桃の会」,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P027,27,平和・人権・環境を守る岐阜県市民の声,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P028,28,徳山ダム建設中止を求める会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P029,29,市民自治を創る会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P030,30,護憲ネットワーク,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P031,31,おんな９条の会ほっかいどう,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P032,32,海の生き物を守る会,,,,alias_pending,needs_human_review,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,HR020-10,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P033,33,福島老朽原発を考える会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P034,34,空と海の放射能汚染を心配する市民の会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P035,35,リサイクルグループ・カリーナ,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P036,36,ノーニュークス・アジアフォーラム・ジャパン,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P037,37,千葉県自然保護連合,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P038,38,環境共育を考える会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P039,39,国民救援会枚方・交野支部,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P040,40,ウエットランドフォーラム,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P041,41,藤前干潟を守る会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P042,42,みん宿ヤポネシア,,,,alias_pending,needs_human_review,okinawa_local,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,HR020-11,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P043,43,NPO BIO de BIO,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P044,44,ピースサイクル全国ネットワーク,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P045,45,CBD市民ネット・生物多様性法制度部会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P046,46,ツキノワの会～人と野生動物との共存を考える～,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P047,47,ピース・ニュース,ピース・ニュース,A026,,registry_actor,accepted_current_registry_match,japan_domestic,media_or_advocacy_actor,joint_statement,listed_endorser,repeated_public_participation_2_events,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P048,48,三浦・三戸自然環境保全連絡会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P049,49,うちなんちゅの怒りとともに！三多摩市民の会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P050,50,横浜南部九条の会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P051,51,すなめりの会,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P052,52,生物多様性JAPAN,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P053,53,全石油昭和シェル労働組合,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P054,54,DAYS JAPANサポーターズクラブ名古屋,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P055,55,沖縄について考え・連帯する「命どぅ宝」の会,,,,alias_pending,needs_human_review,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,HR020-13,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P056,56,あとりゑ・クレール,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P057,57,サーフライダー・ファウンデーション・ジャパン,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P058,58,アジア太平洋資料センター,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P059,59,ナマケモノ倶楽部,,,,event_only_name,event_only_no_registry_merge,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,single_event_observation,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,accepted_source_list_observation,,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P060,60,憲法ひろば・杉並,,,,alias_pending,needs_human_review,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,needs_human_review_source_segmentation,HR020-06,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
EV2010_WWF_67,EV2010_WWF_67:P061,61,福岡地区合同労働組合,,,,alias_pending,needs_human_review,japan_domestic,organization_or_group_unspecified,joint_statement,listed_endorser,pending_identity_not_scored,Prime Minister; Minister of Defense; Minister for Foreign Affairs,S003,archived raw.html lines 437-439; h3 賛同団体 and following paragraph,E4,needs_human_review_source_segmentation,HR020-06,"Publicly listed participation in this event only; not evidence of a stable alliance, membership, funding, or continuing coordination."
