observation_id,source_layer,source_record_ids,event_or_project_id,event_or_project_name,date_or_period,actor_id,legacy_candidate_id,actor_name,actor_category,origin_type,role,entry_mode,venue_id,venue_label,target_type,target_id_or_name,local_object,place,observation_type,evidence_level,source_refs,review_status,interpretation_limit,venue_resolution
OBS_AEV0011,formal_AEV,AEV0011,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A025,,辺野古への基地建設を許さない実行委員会,registry_actor,okinawa_local,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0012,formal_AEV,AEV0012,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A026,,ピース・ニュース,registry_actor,japan_domestic,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0013,formal_AEV,AEV0013,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A027,,公共事業改革市民会議,registry_actor,japan_domestic,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0014,formal_AEV,AEV0014,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A028,,沖縄のための日米市民ネットワーク（JUCON）,registry_actor,mixed_or_network,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0015,formal_AEV,AEV0015,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A029,,沖縄・生物多様性市民ネットワーク,registry_actor,okinawa_local,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0016,formal_AEV,AEV0016,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A030,,市川三番瀬を守る会,registry_actor,japan_domestic,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0017,formal_AEV,AEV0017,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A031,,三番瀬のラムサール条約登録を実現する会,registry_actor,japan_domestic,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0018,formal_AEV,AEV0018,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A032,,Peace Philosophy Centre,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0019,formal_AEV,AEV0019,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A033,,Friends of the Earth U.S.,registry_actor,us_origin,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0020,formal_AEV,AEV0020,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A034,,Korea Federation for Environmental Movements (KFEM),registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0021,formal_AEV,AEV0021,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A035,,Russian Social Ecological Union,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0022,formal_AEV,AEV0022,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A036,,Friends of the Siberian Forests,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0023,formal_AEV,AEV0023,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A037,,Centre for Environmental Justice,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0024,formal_AEV,AEV0024,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A038,,Sahabat Alam Malaysia,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0025,formal_AEV,AEV0025,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A039,,The Legal Rights and Natural Resources Center-Kasama sa Kalikasan,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0026,formal_AEV,AEV0026,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A040,,Forum for Protection of Public Interest (Pro Public),registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0027,formal_AEV,AEV0027,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A041,,Friends of the Earth Brisbane,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0028,formal_AEV,AEV0028,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A042,,Pacific Environment,registry_actor,us_origin,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0029,formal_AEV,AEV0029,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A043,,PENGON-FoE Palestine,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0030,formal_AEV,AEV0030,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A044,,Naturvernforbundet / Norwegian Society for the Conservation of Nature,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0031,formal_AEV,AEV0031,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A045,,Center for Biological Diversity,registry_actor,us_origin,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0032,formal_AEV,AEV0032,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A046,,Pro Natura,registry_actor,international,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0033,formal_AEV,AEV0033,EV2015_NACSJ_31,NACSJ / Peace Boat 31-NGO emergency Henoko statement,2015,A061,,日本野鳥の会,registry_actor,japan_domestic,co_signer_or_participant,advocacy_joint_statement,V002,public_statement_forum,policy_project,Henoko base construction plan,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S004,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0034,formal_AEV,AEV0034,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,A001,,Okinawa Environmental Justice Project,registry_actor,mixed_or_network,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S006,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0035,formal_AEV,AEV0035,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,A020,,日本環境法律家連盟（JELF）,registry_actor,japan_domestic,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S006,human_checked,"co-signing is one-off event participation, not stable alliance",
OBS_AEV0036,formal_AEV,AEV0036,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A077,Diving Team Rainbow,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0037,formal_AEV,AEV0037,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A078,Dugong no Sato,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0038,formal_AEV,AEV0038,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A079,Okinawa Reefcheck and Research Group,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0039,formal_AEV,AEV0039,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A080,Okumagawa Basin Protection Foundation,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0040,formal_AEV,AEV0040,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A081,Protect Northernmost Dugong Team Zan,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0041,formal_AEV,AEV0041,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A082,East Asian Community Institute Ryukyu Okinawa Center,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0042,formal_AEV,AEV0042,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A083,Henoko Blue,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0043,formal_AEV,AEV0043,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A084,Nago Democracy,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0044,formal_AEV,AEV0044,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A085,No Heliport Base Association of 10 Districts North of Futamai,unverified_event_participant,unverified_or_not_applicable,co_signer_or_participant,international_institution_request,V004,us_federal_advisory_or_scientific_body,institution,U.S. Marine Mammal Commission,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",
OBS_AEV0050,formal_AEV,AEV0050,EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,A051,,「辺野古」県民投票の会,registry_actor,okinawa_local,referendum_initiator,local_democratic_procedure,V007,prefectural_referendum,referendum_question,Henoko reclamation and base-construction question,Henoko reclamation and base-construction question,Nago; Okinawa,event_or_role_fact,E4,S025,human_checked,Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,
OBS_AEV0051,formal_AEV,AEV0051,EV1997_NAGO_REFERENDUM,1997 Nago city referendum,1997,A068,,名護市民投票の会,registry_actor,okinawa_local,referendum_initiator,local_democratic_procedure,V008,municipal_referendum,referendum_question,Nago base-relocation referendum question,Nago base-relocation referendum question,Nago; Okinawa,event_or_role_fact,E3,S042,human_checked,Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,
OBS_AEV0052,formal_AEV,AEV0052,EV_ISHIGAKI_REFERENDUM,Ishigaki referendum drive (2018-2019),2019,A011,,石垣市住民投票を求める会,registry_actor,okinawa_local,referendum_initiator,local_democratic_procedure,V008,municipal_referendum,municipal_process,Ishigaki referendum ordinance and JSDF-deployment question,Ishigaki referendum ordinance and JSDF-deployment question,Ishigaki,event_or_role_fact,E4,S018,human_checked,Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,
OBS_AEV0053,formal_AEV,AEV0053,EV2015_YONAGUNI_REFERENDUM,2015 Yonaguni SDF-deployment referendum,2015,A014,,住民投票を成功させるための実行委員会,registry_actor,okinawa_local,referendum_committee,local_democratic_procedure,V008,municipal_referendum,referendum_question,Yonaguni JSDF-deployment question,Yonaguni JSDF-deployment question,Yonaguni,event_or_role_fact,E2,S069,human_checked,E2 event-context evidence only: organization identity and continuity remain unresolved pending local retrieval; do not use as a definite conclusion.,
OBS_AEV0054,formal_AEV,AEV0054,EV2012_YONAGUNI_OPINION_AD,2012 Yonaguni anti-deployment opinion ad,2012,A015,,与那国自衛隊配備反対意見広告実行委員会,registry_actor,okinawa_local,opinion_ad_committee,public_opinion_advocacy,V009,newspaper_or_public_opinion_ad,public_opinion,Public opinion on Yonaguni JSDF deployment,Public opinion on Yonaguni JSDF deployment,Yonaguni,event_or_role_fact,E2,S015,human_checked,E2 event-context evidence only: organization identity and continuity remain unresolved pending local retrieval; do not use as a definite conclusion.,
OBS_AEV0055,formal_AEV,AEV0055,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,Anna Shimabukuro,individual,unverified_or_not_applicable,named_plaintiff_individual,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
OBS_AEV0056,formal_AEV,AEV0056,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,東恩納琢磨（Takuma Higashionna）,individual,unverified_or_not_applicable,named_plaintiff_individual,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
OBS_AEV0057,formal_AEV,AEV0057,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,真喜志好一（Yoshikazu Makishi）,individual,unverified_or_not_applicable,named_plaintiff_individual,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
OBS_AEV0058,formal_AEV,AEV0058,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,DoD_US,,U.S. Department of Defense,institution,unverified_or_not_applicable,defendant,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,event_or_role_fact,E4,S093,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",
OBS_AEV0065,formal_AEV,AEV0065,EV2024_WOMEN_ANTI_VIOLENCE_RALLY,2024 prefectural rally against U.S. military sexual violence,2024,A111,C011,沖縄県女性団体連絡協議会,registry_actor,okinawa_local,organizer_or_convener,public_civic_mobilization,V015,public_policy_meeting_or_forum,government_accountability,Japan and U.S. governments / prevention and accountability policy,Japan and U.S. governments / prevention and accountability policy,Okinawa,event_or_role_fact,E4,S200,human_checked,Event-level organizing only; co-participation does not establish stable alliance ties.,
OBS_AEV0066,formal_AEV,AEV0066,EV2023_PREFECTURAL_PEACE_RALLY,2023 Okinawa prefectural peace mass rally,2023,A108,C012,沖縄を再び戦場にさせない県民の会,registry_actor,okinawa_local,organizer_or_convener,public_civic_mobilization,V015,public_policy_meeting_or_forum,policy_project,Japanese government's Southwest shift and military/base buildup in Okinawa,Japanese government's Southwest shift and military/base buildup in Okinawa,Okinawa,event_or_role_fact,E4,S147,human_checked,Event-level organizing only; attendance or co-participation does not establish membership a stable alliance or policy effect.,
OBS_R8R001,R8_human_checked_role,R8R001,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25–2020-05-06,A045,,Center for Biological Diversity,registered_actor,us_origin,plaintiff,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,case_specific_legal_role_fact,E4,S128;S129,human_checked,Party role is case-specific and does not by itself prove a stable alliance.,
OBS_R8R002,R8_human_checked_role,R8R002,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25–2020-05-06,A086,,Turtle Island Restoration Network,registered_actor,us_origin,plaintiff,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,case_specific_legal_role_fact,E4,S128,human_checked,Party role is case-specific.,
OBS_R8R003,R8_human_checked_role,R8R003,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25–2020-05-06,A020,,日本環境法律家連盟（JELF）,registered_actor,japan_domestic,plaintiff,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,case_specific_legal_role_fact,E4,S128;S062,human_checked,"HR-014: A020 is a named plaintiff in this Dugong case, not counsel. This case-specific plaintiff role does not transfer to Awase or other litigation.",
OBS_R8R004,R8_human_checked_role,R8R004,R8C01,Okinawa Dugong v. Rumsfeld / Center for Biological Diversity v. Esper,2003-09-25–2020-05-06,A076,,ジュゴン保護基金委員会（Save the Dugong Foundation）,registered_actor,okinawa_local,plaintiff,international_legal,V005,us_federal_court,defendant_institution,U.S. Department of Defense,Henoko/Oura Bay base-construction and dugong issue,Henoko; Oura Bay,case_specific_legal_role_fact,E4,S128;S062,human_checked,Distinct from A002 SDCC.,
