record_id,record_scope,event_id,event_name,event_year,actor_or_counterpart_id,legacy_candidate_id,actor_or_counterpart_name,entity_type,action_type,venue_id,target_type,target_id_or_name,role,pathway_stage,evidence_level,source_id,reviewer_status,interpretation_limit,notes,review_decision,human_reviewer,review_date,review_task_id
AEV0034,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,A001,,Okinawa Environmental Justice Project,registry_actor,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E4,S006,human_checked,"co-signing is one-off event participation, not stable alliance",HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,accept,project_principal_user,2026-07-13,HR-015
AEV0035,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,A020,,日本環境法律家連盟（JELF）,registry_actor,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E4,S006,human_checked,"co-signing is one-off event participation, not stable alliance",HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,accept,project_principal_user,2026-07-13,HR-015
AEV0036,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A077,Diving Team Rainbow,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0037,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A078,Dugong no Sato,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0038,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A079,Okinawa Reefcheck and Research Group,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0039,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A080,Okumagawa Basin Protection Foundation,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0040,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A081,Protect Northernmost Dugong Team Zan,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0041,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A082,East Asian Community Institute Ryukyu Okinawa Center,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0042,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A083,Henoko Blue,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0043,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A084,Nago Democracy,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0044,event,EV2020_OEJP_MMC_71,OEJP / MMC civil-society request and report,2020,,A085,No Heliport Base Association of 10 Districts North of Futamai,unverified_event_participant,request_letter,V004,institution,U.S. Marine Mammal Commission,co_signer_or_participant,international_institution_request,E2,S006,human_checked,"E2 signatory-only evidence: one-off public participation only; do not infer organizational continuity, a stable alliance, or a definite conclusion.",HR-015: unverified event participant retained only under legacy_candidate_id; not admitted to the main actor registry.,revise,project_principal_user,2026-07-13,HR-015
AEV0045,event,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,A045,,Center for Biological Diversity,registry_actor,litigation,V005,defendant_institution,U.S. Department of Defense,named_plaintiff,transnational_litigation,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,revise,project_principal_user,2026-07-13,HR-015
AEV0046,event,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,A086,,Turtle Island Restoration Network,registry_actor,litigation,V005,defendant_institution,U.S. Department of Defense,named_plaintiff,transnational_litigation,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,revise,project_principal_user,2026-07-13,HR-015
AEV0047,event,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,A020,,日本環境法律家連盟（JELF）,registry_actor,litigation,V005,defendant_institution,U.S. Department of Defense,named_plaintiff,transnational_litigation,E4,S061,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,revise,project_principal_user,2026-07-13,HR-015
AEV0048,event,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,A076,,ジュゴン保護基金委員会（Save the Dugong Foundation）,registry_actor,litigation,V005,defendant_institution,U.S. Department of Defense,named_plaintiff,transnational_litigation,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,revise,project_principal_user,2026-07-13,HR-015
AEV0049,event,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,A009,,Earthjustice,registry_actor,litigation,V005,defendant_institution,U.S. Department of Defense,legal_counsel,transnational_litigation,E4,S009,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,revise,project_principal_user,2026-07-13,HR-015
AEV0050,event,EV2019_PREF_REFERENDUM,2019 Henoko prefectural referendum,2019,A051,,「辺野古」県民投票の会,registry_actor,referendum,V007,referendum_question,Henoko reclamation and base-construction question,referendum_initiator,prefectural_autonomy_process,E4,S025,human_checked,Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,accept,project_principal_user,2026-07-13,HR-015
AEV0051,event,EV1997_NAGO_REFERENDUM,1997 Nago city referendum,1997,A068,,名護市民投票の会,registry_actor,referendum,V008,referendum_question,Nago base-relocation referendum question,referendum_initiator,municipal_autonomy_process,E3,S042,human_checked,Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,accept,project_principal_user,2026-07-13,HR-015
AEV0052,event,EV_ISHIGAKI_REFERENDUM,Ishigaki referendum drive (2018-2019),2019,A011,,石垣市住民投票を求める会,registry_actor,referendum,V008,municipal_process,Ishigaki referendum ordinance and JSDF-deployment question,referendum_initiator,municipal_autonomy_process,E4,S018,human_checked,Human-checked referendum-initiator role for this specific process only; do not infer a stable alliance or wider political causation.,HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,accept,project_principal_user,2026-07-13,HR-015
AEV0053,event,EV2015_YONAGUNI_REFERENDUM,2015 Yonaguni SDF-deployment referendum,2015,A014,,住民投票を成功させるための実行委員会,registry_actor,referendum,V008,referendum_question,Yonaguni JSDF-deployment question,referendum_committee,municipal_autonomy_process,E2,S069,human_checked,E2 event-context evidence only: organization identity and continuity remain unresolved pending local retrieval; do not use as a definite conclusion.,HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,revise,project_principal_user,2026-07-13,HR-015
AEV0054,event,EV2012_YONAGUNI_OPINION_AD,2012 Yonaguni anti-deployment opinion ad,2012,A015,,与那国自衛隊配備反対意見広告実行委員会,registry_actor,opinion_ad,V009,public_opinion,Public opinion on Yonaguni JSDF deployment,opinion_ad_committee,public_opinion_mobilization,E2,S015,human_checked,E2 event-context evidence only: organization identity and continuity remain unresolved pending local retrieval; do not use as a definite conclusion.,HR-015: venue/target mapping human-reviewed; event role remains bounded by interpretation_limit.,revise,project_principal_user,2026-07-13,HR-015
AEV0055,lawsuit_role,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,Anna Shimabukuro,individual,litigation,V005,defendant_institution,U.S. Department of Defense,named_plaintiff_individual,transnational_litigation,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",Court-caption party role.,revise,project_principal_user,2026-07-13,HR-015
AEV0056,lawsuit_role,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,東恩納琢磨（Takuma Higashionna）,individual,litigation,V005,defendant_institution,U.S. Department of Defense,named_plaintiff_individual,transnational_litigation,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",Person-level plaintiff; do not transfer party status to A003.,revise,project_principal_user,2026-07-13,HR-015
AEV0057,lawsuit_role,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,,,真喜志好一（Yoshikazu Makishi）,individual,litigation,V005,defendant_institution,U.S. Department of Defense,named_plaintiff_individual,transnational_litigation,E4,S060,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",Individual plaintiff.,revise,project_principal_user,2026-07-13,HR-015
AEV0058,lawsuit_role,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,DoD_US,,U.S. Department of Defense,institution,litigation,V005,defendant_institution,U.S. Department of Defense,defendant,transnational_litigation,E4,S093,human_checked,"Human-checked case role only; keep named plaintiff, individual, counsel, defendant, and non-party roles distinct.",Defendant institution in the NHPA suit.,revise,project_principal_user,2026-07-13,HR-015
AEV0059,lawsuit_role,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,A002,,ジュゴン保護キャンペーンセンター（SDCC）,registry_actor,litigation,V005,defendant_institution,U.S. Department of Defense,not_plaintiff_advocacy,transnational_litigation,E3,S060,human_checked,Human-checked non-party organization role: person-level participation must not be transferred to an organization; not an alliance finding.,HR-015: legal role human-reviewed; person/organization boundary retained.,revise,project_principal_user,2026-07-13,HR-015
AEV0060,lawsuit_role,EV2003_DUGONG_LAWSUIT,Okinawa Dugong v. Rumsfeld NHPA lawsuit (C 03-4350 MHP),2003,A019,,ヘリ基地反対協議会,registry_actor,litigation,V005,defendant_institution,U.S. Department of Defense,not_plaintiff_onsite_movement,transnational_litigation,E3,S060,human_checked,Human-checked non-party organization role: person-level participation must not be transferred to an organization; not an alliance finding.,HR-015: legal role human-reviewed; person/organization boundary retained.,revise,project_principal_user,2026-07-13,HR-015
AEV0061,pathway_seed,,Henoko/Oura Bay transnational pathway analytical seed,,A019,,ヘリ基地反対協議会,registry_actor,pathway_role,V001,policy_project,Henoko base construction plan,onsite_actor,local_site_and_action,E4,S049,analytical_seed,"Analytical pathway seed only: this is not an observed causal chain, stable alliance, or deterministic finding.",Official organization site supports on-site role; not an alliance claim.,revise,project_principal_user,2026-07-13,HR-015
AEV0062,pathway_seed,,Henoko/Oura Bay transnational pathway analytical seed,,A003,,ジュゴンネットワーク沖縄,registry_actor,pathway_role,V002,environmental_frame,Dugong habitat and Henoko construction,local_environmental_advocacy,local_environmental_translation,E3,S003,analytical_seed,"Analytical pathway seed only: this is not an observed causal chain, stable alliance, or deterministic finding.",Current source is a co-signatory statement; organization continuity needs a second source.,revise,project_principal_user,2026-07-13,HR-015
