source_id,source_title,source_type,declared_e3plus_edge_count,exclusively_supported_removed_edge_count,lost_observed_actor_count,removed_edge_rank_desc,comparison_unit,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
S010,与那国町住民投票 自衛隊配備 結果は「賛成」多数,local_news,0,0,0,43,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S011,与那国住民投票 陸自配備を容認　賛成632票、反対445票,local_news,0,0,0,44,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S012,与那国駐屯地,official_defense,0,0,0,45,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S013,令和4年版防衛白書 与那国と台湾,official_defense,0,0,0,46,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S014,与那国町長期営農計画,local_official,0,0,0,47,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S015,与那国に自衛隊いらない／配備反対の意見広告呼びかけ,party_news,0,0,0,48,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S018,石垣市 住民投票条例案 市議会で否決,local_news,3,0,0,49,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S019,有効署名１万４千筆超　２０日に条例制定請求　住民投票、来月の議会で審議　石垣陸自配備,local_news,3,0,0,50,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S035,内閣府NPO法人ポータル,official_portal,0,0,0,51,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S041,AWWA / OESC / NOSCO official sites and DVIDS reports,organization_site,3,0,0,52,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S044,Inoue Masamichi: Okinawa and the U.S. Military,academic_article,0,0,0,53,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S045,辺野古新基地 土砂投入開始,local_news,0,0,0,54,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S046,NACSJ 辺野古・大浦湾の生物多様性報告,ngo_statement,0,0,0,55,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S049,ヘリ基地反対協議会 公式サイト,organization_site,2,0,0,56,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S050,ヘリ基地反対協議会 Wikipedia,encyclopedia,1,0,0,57,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S051,石垣市住民投票を求める会 公式サイト,organization_site,0,0,0,58,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S052,与那国イソバの会 ブログ,organization_blog,1,0,0,59,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S053,OESC donates $3250 to USO Okinawa,news,1,0,0,60,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S054,OESC ProPublica Nonprofit Explorer,nonprofit_record,1,0,0,61,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S056,U.S. Consulate Naha Okinawa Youth Council NOFO PDF,grant_document,0,0,0,62,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S057,ジュゴン保護キャンペーンセンター公式サイト,organization_site,1,0,0,63,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S058,IUCN member page: Save the Dugong Campaign Center,ngo_directory,2,0,0,64,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S059,GEOC団体情報: ジュゴン保護キャンペーンセンター,ngo_directory,1,0,0,65,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S060,Earthjustice 2003 Okinawa Dugong lawsuit press release,legal_international,7,0,0,66,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S061,JELF Okinawa Dugong NHPA lawsuit plaintiff material,legal_source,0,0,0,67,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S062,Earthjustice Okinawa Dugong case page,legal_international,0,0,0,68,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S063,琉球新報 用語辞典 ジュゴン保護基金委員会,encyclopedia,0,0,0,69,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S065,NGO非戦ネット 公式サイト,organization_site,1,0,0,70,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S066,アーユス NGO非戦ネット 2015 活動紹介,ngo_report,1,0,0,71,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S067,JVC NGO非戦ネット OSA反対声明 2023,ngo_statement,1,0,0,72,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S068,沖縄タイムス 日米の合同演習 市民が中止要請 与那国イソバの会,local_news,1,0,0,73,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S069,週刊金曜日 自衛隊配備賛否を問う与那国島住民投票 反対派は選挙過程も疑問視,magazine_news,0,0,0,74,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S070,赤旗 与那国 住民投票へ 条例案可決,party_news,0,0,0,75,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S071,与那国町住民投票条例（平成26年与那国町条例第25号／平成27年条例第1号改正、失効）,legal_database,0,0,0,76,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S072,DVIDS American Women's Welfare Association celebrates 40 years,military_news,2,0,0,77,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S073,AWWA official Facebook American Welfare & Works Association,organization_social,0,0,0,78,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S074,Cause IQ American Welfare and Works Association EIN 98-0227149,nonprofit_record,0,0,0,79,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S075,Kadena Officers' Spouses' Club charity page,organization_site,1,0,0,80,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S076,Kadena Officers Spouses Club ProPublica Nonprofit Explorer,nonprofit_record,1,0,0,81,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S077,USO Okinawa AWWA grant to USO Kinser,organization_story,1,0,0,82,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S078,Ryukyu Shimpo English AWWA donated 800 million yen over 40 years,local_news_english,1,0,0,83,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S079,MOSCO official site,organization_site,1,0,0,84,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S080,Marine Officers Spouses Club Okinawa ProPublica Nonprofit Explorer,nonprofit_record,1,0,0,85,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S081,Army on Okinawa Gift Shop Okinawa Hai,community_site,1,0,0,86,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S082,Grants.gov Okinawa Youth Council Program opportunity,grant_document,0,0,0,87,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S083,FederalGrants Okinawa Youth Council Program listing,grant_database,0,0,0,88,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S084,GrantedAI Okinawa Youth Council Program expired listing,grant_database,0,0,0,89,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S085,NED FY2024 Asia Grant Listing PDF,grant_listing,0,0,0,90,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S086,NED 2024 Grant Listings entry page,grant_listing,0,0,0,91,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S087,Peace Winds Japan USAID funding for West Japan Floods and Hokkaido Earthquake,organization_report,0,0,0,92,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S088,Peace Winds America Peace Winds in Japan disaster relief overview,organization_site,0,0,0,93,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S089,Pro Public official site,organization_site,1,0,0,94,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S090,FoE International member page Nepal Pro Public,ngo_directory,1,0,0,95,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S091,IUCN member page Pro Natura / Friends of the Earth Switzerland,ngo_directory,2,0,0,96,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S092,FoE International member page Switzerland Pro Natura,ngo_directory,2,0,0,97,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S093,Okinawa Dugong v Rumsfeld docket USCOURTS-cand-3_03-cv-04350,court_record,3,0,0,98,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S094,AWWA donates wheelchair van to Yomitan Quegoen,military_news,0,0,0,99,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S095,特定非営利活動法人 沖縄NGOセンター（ONC）公式サイト,organization_site,0,0,0,100,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S096,外務省 NGO相談員リスト 令和7年度,official_portal,0,0,0,101,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S097,USO Okinawa Sponsors page,organization_site,0,0,0,102,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S098,AEC $16000 donation and center refresh to USO Okinawa,news,0,0,0,103,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S099,沖縄NGOセンター 2024年度事業報告書等,official_npo_report,0,0,0,104,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S100,JICA 2019年度教師海外研修 九州沖縄 報告書,official_project_report,0,0,0,105,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S101,外務省 NGO相談員リスト 令和8年度,official_portal,0,0,0,106,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S102,NOSCO joins donation of cooling fans to Heshikiya after-school childcare center,military_news,0,0,0,107,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S103,NPO法人世界版「平和の礎」を提案する会 行政入力情報,official_portal,0,0,0,108,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S104,NPO法人信息检索结果：沖縄平和協力センター,official_portal,0,0,0,109,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S105,沖教組とは,organization_site,0,0,0,110,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S106,組合について：沖縄県高等学校障害児学校教職員組合,organization_site,0,0,0,111,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S107,連合沖縄とは,organization_site,0,0,0,112,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
S108,在日米軍関係者によって繰り返される性的暴行事件に関する抗議・要請,organization_action_record,0,0,0,113,remove source support; edge survives if any stated source remains,research_only,research,candidate,ai_seeded,not_frontend_ready,"Source dependency of encoded E3/E4 support, not disappearance of an actor, issue, activity or social relation."
