row_id,name,status,reporting_cycle,okinawa_scope,preliminary_function_family,relevance_screen,source_url,observed_date,review_status,claim_status,package_scope,frontend_eligibility
H2PO022,Faith in Schooling Homes (FISH),ACTIVE,School,not_determined_directory_mixes_regions,home_school_support,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO023,Farrier Society,ACTIVE,IRS,not_determined_directory_mixes_regions,professional_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO024,FC Fuego,ACTIVE,Calendar,not_determined_directory_mixes_regions,identity_or_function_unresolved,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO025,Gladiator Junior Wrestling Association,ACTIVE,Fiscal,not_determined_directory_mixes_regions,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO026,"Helicopter Marine Light Attack Squadron 169, S-5 (HMLA-169 S-5)",INACTIVE,Calendar,not_determined_directory_mixes_regions,identity_or_function_unresolved,inactive_exclude,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO027,Helping Japan International,ACTIVE,IRS,not_determined_directory_mixes_regions,international_charity_unresolved,defer_identity_or_structure,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO028,Historical European Martial Arts (HEMA) Alliance (formerly Armored Combat League) (DBA Historical Sword Fighting Okinawa (HSFO)),ACTIVE,Calendar,okinawa_name_or_installation_signal_only,heritage_or_recreation_club,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO029,HPacific88,ACTIVE,Fiscal,not_determined_directory_mixes_regions,identity_or_function_unresolved,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO030,III MEF Chief Petty Officer Association,ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,rank_or_unit_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO031,Island Youth Lacrosse League,ACTIVE,Calendar,not_determined_directory_mixes_regions,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO032,Joe Foss Squadron,ACTIVE,Calendar,not_determined_directory_mixes_regions,identity_or_function_unresolved,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO033,JEA,ACTIVE,Calendar,not_determined_directory_mixes_regions,rank_or_unit_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO034,Keystone Assembly No. 71,ACTIVE,Calendar,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO035,Keystone Consistory #85,ACTIVE,Calendar,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO036,Kinser Elementary Parent Teacher Organization,ACTIVE,School,okinawa_name_or_installation_signal_only,school_parent_governance,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO037,Kubasaki High School Parent Teacher Student Organization,ACTIVE,School,okinawa_name_or_installation_signal_only,school_parent_governance,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO038,Lady Ambassadors Fastpitch Softball,ACTIVE,School,not_determined_directory_mixes_regions,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO039,Lester Middle School Parent Teacher Organization,ACTIVE,School,okinawa_name_or_installation_signal_only,school_parent_governance,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO040,Marine Gift Shop,ACTIVE,School,not_determined_directory_mixes_regions,gift_shop_fundraising,defer_identity_or_structure,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO041,Marine Officers' Spouses' Club Okinawa,ACTIVE,IRS,okinawa_name_or_installation_signal_only,spouse_social_philanthropy,existing_registry,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO042,Marine Thrift Shop,ACTIVE,Calendar,not_determined_directory_mixes_regions,thrift_welfare_grantmaking,high_service_ecology_candidate,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO043,Merchandise Squadron 18,ACTIVE,Calendar,not_determined_directory_mixes_regions,identity_or_function_unresolved,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO044,Neighborhood Pantry - Camp Butler,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,food_and_household_support,high_service_ecology_candidate,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO045,NFL Flag Okinawa,ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,identity_or_function_unresolved,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO046,North Island Okinawa Spouses Club,ACTIVE,School,okinawa_name_or_installation_signal_only,spouse_social_philanthropy,high_service_ecology_candidate,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO047,"Nu Phi Lambda Chapter, Alpha Phi Alpha Fraternity, Inc.",ACTIVE,School,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO048,Obelisk Court No. 170,ACTIVE,Calendar,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO049,Obelisk Temple #187,ACTIVE,Calendar,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO050,"Oki Alumnae Chapter Delta Sigma Theta Sorority Inc. (doing business as Delta Sigma Theta Sorority, Inc.)",ACTIVE,School,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO051,Okinawa 1215 Basketball Club,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO052,Okinawa Area Office Civilian Welfare Council (OAO CWC),ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,civilian_welfare,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO053,Okinawa Diplomat Youth Futbol,ACTIVE,School,okinawa_name_or_installation_signal_only,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO054,Okinawa Global Military Lactation Community DBA Mom2Mom,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,specialized_family_health_support,high_service_ecology_candidate,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO055,Okinawa Leadership Seminar,ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,leadership_development,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO056,Okinawa Medical Service Corps Association (OMSCA),ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,professional_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO057,Okinawa Military Lodge #68,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO058,Okinawa Nurses Association,ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,professional_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO059,Okinawa Roller Derby,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO060,Okinawa Young Marines,ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,youth_development,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO061,Okinawa Youth Tackle Football League,ACTIVE,School,okinawa_name_or_installation_signal_only,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO062,Omega Psi Phi Fraternity,ACTIVE,Fiscal,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO063,Pacific Okinawa Players,ACTIVE,School,okinawa_name_or_installation_signal_only,arts_and_theater,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO064,Pacific Vagabonds Morale Club,ACTIVE,Fiscal,not_determined_directory_mixes_regions,morale_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO065,"Phi Delta Kappa, Chapter #1451",ACTIVE,School,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO066,Roughrider Association,ACTIVE,Calendar,not_determined_directory_mixes_regions,identity_or_function_unresolved,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO067,Recreation Committee,ACTIVE,Calendar,not_determined_directory_mixes_regions,morale_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO068,Rod & Gun Club of Okinawa,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,heritage_or_recreation_club,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO069,Scouting Organizations (Far East Council Boy Scouts America/USA Girl Scouts Overseas -West Pacific,ACTIVE,Per USFJ 36-3101,not_determined_directory_mixes_regions,youth_development,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO070,Society of American Military Engineers (SAME) Oki Post,ACTIVE,Calendar,not_determined_directory_mixes_regions,professional_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO071,"Tiny Tot Sports, LLC DBA Tiny Troops Soccer",ACTIVE,Calendar,not_determined_directory_mixes_regions,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO072,Torii Lodge #46,ACTIVE,Calendar,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO073,"United States Field Artillery Association, Far East Chapter",ACTIVE,Fiscal,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO074,USNH Chief Petty Officer Association,ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,rank_or_unit_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO075,USNH First Class Petty Officer Association,ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,rank_or_unit_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO076,USNH Okinawa Wardroom,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,rank_or_unit_association,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO077,USNH Second Class Petty Officers Association,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,identity_or_function_unresolved,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO078,Xtreme Softball Club,ACTIVE,Calendar,not_determined_directory_mixes_regions,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO079,YASHA Dragons Okinawa Dragon Boat Team,ACTIVE,Fiscal,okinawa_name_or_installation_signal_only,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO080,Yomitan Beach Boys and Wahine Community Combined Service Rubgy Football Club,ACTIVE,Calendar,okinawa_name_or_installation_signal_only,sports_and_recreation,exclude_from_h2_core_unless_new_evidence,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO081,"Zeta Phi Beta Sorority Inc,. Omega Theta Zeta Chapter",ACTIVE,Fiscal,not_determined_directory_mixes_regions,fraternal_or_service_society,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
H2PO082,Zukeran Elementary Parent Teacher Organization,ACTIVE,School,okinawa_name_or_installation_signal_only,school_parent_governance,background_or_peripheral,https://www.okinawa.usmc-mccs.org/more/private-organizations,2026-07-20,ai_seeded,candidate_directory_classification,research_only,excluded_research_only
